LOCAL_COMPANY_NAME,LOCAL_SYMBOL,股票代码,公司简称,行业,行业代码,问题,提问者,来源,提问时间,更新时间,提问者编号,问题编号,回答ID,回答内容,回答者
日海智能,002313,002313,日海智能,制造业,012002,董秘你好，目前贵公司的模组业务处于，弱盈利、份额严重下滑、高端长久滞后的不利局面，正在被移远，广和通，中移物联压缩生存空间，请问公司如何解决这些问题？,irm1344301,公众号,2026-05-29 18:03:21,2026-06-01 15:22:36,92066998413950976,2279021327080316928,,,
日海智能,002313,002313,日海智能,制造业,012002,董秘你好，贵司在6G方面有无布局，有无产品输出,irm1496763,公众号,2026-05-08 11:15:57,2026-05-25 20:45:03,821169537770352642,2263225768720179200,2272279963413839872,投资者您好，目前6G通信技术尚处于前沿研究和探索阶段，公司一直高度重视新产品与新技术的开发与运用，将持续跟踪6G技术发展动态，努力做好6G相关的预研及技术储备，为公司未来发展创造良好的条件。谢谢您的支持。,日海智能
日海智能,002313,002313,日海智能,制造业,012002,董秘你好，贵司在光纤传输方面有无产品布局，贵司的产品是否可用于光纤光缆传输,irm1496763,公众号,2026-05-08 11:13:11,2026-05-25 20:45:03,821169537770352642,2263224342791036928,2272279714305736704,投资者您好，公司目前主营业务为无线通信模组业务和通信工程服务业务，公司产品不包括光纤光缆。谢谢您的支持。,日海智能
日海智能,002313,002313,日海智能,制造业,012002,2025年年报显示，公司其他应收款余额占总资产的比例高达5.57%，请问资金是否被控股股东或实际控制人占用或者变相占用？,irm3130370,网站,2026-04-24 16:21:26,2026-05-25 20:45:03,2192715142756954112,2252992828748832768,2272279551096979456,投资者您好，公司不存在控股股东、实际控制人非经营性占用或变相占用资金情形。谢谢您的支持。,日海智能
日海智能,002313,002313,日海智能,制造业,012002,2025年公司3年以上应收账款占应收账款比例达到77.51%，公司销售是真实的吗？为什么应收货款超过3年没收回？,irm3130370,网站,2026-04-24 16:21:04,2026-05-25 20:45:03,2192715142756954112,2252992639770271744,2272279241859334144,投资者您好，截至2025年末，公司3年以上账龄的应收账款账面余额占应收账款账面余额的比例为43.98%。公司严格按企业会计准则确认收入，针对长账龄款项，公司已依据会计准则有关要求足额计提坏账准备，同时成立专班加大催收力度，以保障资金安全与财务稳健。感谢您的关注！,日海智能
日海智能,002313,002313,日海智能,制造业,012002,董秘您好，年报显示公司将账面价值1811万元的子公司以2.6亿元转让给控股股东，收益计入资本公积，请问定价公允性及会计处理合规性？此外，公司连续三年亏损，期末净资产仅6300万元，累计未分配利润-24亿元，请问后续改善盈利及持续经营能力的具体措施？谢谢。,irm3175018,网站,2026-04-24 01:04:24,2026-05-25 20:45:03,2211468206931496960,2252520193340420096,2272278692103520257,投资者您好，公司本次向控股股东转让子公司股权，交易价格以评估结果为基础协商确定，定价具备公允性、合理性，关联交易审议程序合规完备。针对经营现状，公司正多措并举改善经营：持续优化资产结构、盘活存量资产，严控各项费用支出；聚焦核心主业发展，优化业务布局提升经营质量；同时依托股东资源支持，优化债务结构、缓解流动性压力，全力改善盈利水平与持续经营能力。谢谢您的支持。,日海智能
日海智能,002313,002313,日海智能,制造业,012002,请问公司2025年预计归母净利润亏损2.2亿至2.5亿元，连续8年亏损，资产负债率高达99.72%。虽通过出售子公司日海设备获得2.6亿元资金，但主营业务未改善，2025年末净资产仍濒临为负。公司将如何解决持续亏损问题，避免触发退市？,cninfo624403,网站,2026-04-01 14:04:57,2026-05-25 20:45:03,567465175334039552,2235852576287830016,2272278219657117696,投资者您好，公司以无线通信模组业务为核心，积极挖掘模组业务和通信工程服务业务市场潜力，同时加大研发投入，拓宽公司产品的应用场景，努力提高收入规模和质量。此外，采取多种举措降本增效，强化预算管理，加大应收账款回收力度，拓宽融资渠道并优化融资结构，争取以更好的业绩回报投资者。谢谢您的关注！,日海智能
日海智能,002313,002313,日海智能,制造业,012002,你好，请问公司在降本增效方面有哪些措施？谢谢！,irm1837298,网站,2026-03-30 14:09:40,2026-05-25 20:45:03,1460263712227467264,2234370657917497344,2272277781570453504,投资者您好，公司通过优化组织架构、强化预算管控、聚焦主业、严控费用、加快回款、优化融资等措施降本增效，提升运营质量。谢谢您的关注。,日海智能
日海智能,002313,002313,日海智能,制造业,012002,你好，请问公司在液冷领域有哪些产品？涉及的客户有哪些？谢谢！,irm1837298,网站,2026-03-30 13:52:00,2026-05-25 20:45:03,1460263712227467264,2234361552586829824,2272277575412023296,投资者您好，公司目前主营业务为无线通信模组业务和通信工程服务业务，不涉及液冷业务。谢谢您的关注。,日海智能
日海智能,002313,002313,日海智能,制造业,012002,董秘你好，公司连续年年亏损近29亿，，怎么面对投资者。谢谢,irm1422858,网站,2026-03-19 10:23:00,2026-03-25 20:45:03,500629411141976064,2226089969774473216,2229949487538581504,投资者您好，公司以无线通信模组业务为核心，积极挖掘通信工程服务市场潜力，同时加大研发投入，拓宽模组产品的应用场景，努力提高收入规模和质量。此外，采取多种举措降本增效，强化预算管理，加大应收账款回收力度，拓宽融资渠道并优化融资结构，争取以更好的业绩回报投资者。谢谢您的关注！,日海智能
日海智能,002313,002313,日海智能,制造业,012002,请问我们公司在智能经济领域有什么产品和发展规划？,irm1433510,APP,2026-03-04 14:00:54,2026-03-25 20:45:03,575050886458212352,2215069710611464192,2229949289710276608,投资者您好，公司主营业务为无线通信模组业务和通信工程业务。在智能经济浪潮下，我们密切关注人工智能、大数据等前沿技术对行业的赋能作用。对于市场新兴的智能经济领域，公司将保持审慎态度，积极研究相关技术与公司业务的结合点。如未来有相关重大布局，将严格按照信息披露规定进行公告。谢谢您的关注！,日海智能
