LOCAL_COMPANY_NAME,LOCAL_SYMBOL,股票代码,公司简称,行业,行业代码,问题,提问者,来源,提问时间,更新时间,提问者编号,问题编号,回答ID,回答内容,回答者
万集科技,300552,300552,万集科技,制造业,012015,"公司的激光雷达多车企验长多少年了？倒底什么时候能前装定点？？
还有公司的纯固态雷达技术测距突破没有？",cninfo1383205,网站,2026-06-11 14:24:07,2026-06-12 14:26:07,2288551634225061888,2288556539954597888,,,
万集科技,300552,300552,万集科技,制造业,012015,董秘您好！我有三个问题：1、公司计划参加GTC大会，并展示基于NVIDIA全栈技术的云边协同方案，是明确要拓展国际市场吗？2、看到公司的北京顺义电子厂在积极大量招聘工人，是因为光学&车规产线新增产能，同时车路协同设备和车载多线激光雷达订单激增而需要工人加紧生产吗？3、公司的股权激励去年到期，如今公司处于业务转型升级、快速发展、扭亏为盈的关键年度，是否有计划再启动新一轮员工股权激励？谢谢！,irm3151626,网站,2026-03-12 09:22:20,2026-06-09 15:45:03,2200420193836519424,2220863508897574912,2273792529562664960,您好。公司制定了明确的全球化发展战略，公司激光雷达产品已销往全球各地，并在多个科技发达国家实现规模化应用；公司动态称重方面获得荷兰计量院NMI颁发的OIML-R134认证，代表公司WIM系统得到国际计量界的认可，公司动态称重产品及系统成功交付全球多地；公司智能网联全息路口项目（C-V2X）成功交付泰国曼谷，提升交通管理水平，提升路口交通安全保障。公司招聘员工主要系业务发展带来的正常用工需求。公司目前未有股权激励计划。谢谢。,万集科技
万集科技,300552,300552,万集科技,制造业,012015,董秘你好！请问贵司今年业绩预计能否转亏为盈？另外，贵司是否跟国内新能源汽车厂家及机器人公司进行合作？能否详细说明下？另外，贵司高管在股价跌跌不休的情况下减持是否反应了对公司前景并不看好？贵司是否采取措施来做市值管理还是准备放弃任由贵司退市？,cninfo988110,网站,2026-03-11 13:23:51,2026-06-09 15:45:03,1182648949052751872,2220245798111129600,2273794857613484032,"您好。2026年公司拟通过拓展市场份额增加收入，控制各项成本费用支出，同时加大应收账款回收，改善公司盈利能力，具体业绩改善情况敬请关注公司披露的定期报告。
公司192线车载激光雷达已通过多家主流车企平台验证；前装ETC已获得60余家车企定点，包括多家国内新能源头部车企。机器人领域：公司激光雷达已向华睿、迦智、海康等工业机器人头部客户批量供货，智能割草机器人激光雷达已向行业知名企业批量交付，并新增多家客户进入批量交付阶段；四足机器狗已获得定点，人形机器人领域开展联合测试。
公司管理层对公司长期发展充满信心，部分高管减持系个人资金需求；截至目前，公司将密切关注已披露的离任监事减持计划实施情况，并及时履行信息披露义务。公司将持续聚焦主业发展，加快核心技术商业化落地，推动经营业绩改善，同时加强与投资者的沟通交流，传递公司价值。目前公司生产经营正常，主营业务、核心竞争力不存在重大不利变化，不存在退市风险。谢谢。",万集科技
万集科技,300552,300552,万集科技,制造业,012015,最新股东户数,irm2910120,公众号,2026-06-03 11:36:10,2026-06-04 09:42:50,2128326788413038592,2282532616191459328,,,
万集科技,300552,300552,万集科技,制造业,012015,贵公司的股票在2026年5月28日至29日期间累计暴跌15%，请问贵公司是经营出现问题了吗？,irm2297199,公众号,2026-05-29 14:08:54,2026-06-03 15:23:10,1941355514733936640,2278900482608316416,,,
万集科技,300552,300552,万集科技,制造业,012015,请问贵公司的激光雷达是否能测量矿洞内部的情况，是否能发现矿洞是否坍塌？是否能应用于无人矿车作业？,irm2297199,公众号,2026-05-25 12:22:25,2026-05-26 09:17:05,1941355514733936640,2275876920141086720,,,
万集科技,300552,300552,万集科技,制造业,012015,贵公司的激光雷达是否可以应用于采矿行业或者矿卡？借助激光雷达的技术来降低采矿业的人员伤亡率？,irm2297199,公众号,2026-05-23 22:13:35,2026-05-25 13:54:41,1941355514733936640,2274697264602112000,,,
万集科技,300552,300552,万集科技,制造业,012015,公司是否要破产了？,irm1471814,网站,2026-03-24 11:26:50,2026-05-25 11:30:04,759030011060629504,2229833711066599424,2273801591943659520,您好。公司生产经营正常，2025年实现营业收入10.94亿元，同比增长17.61%，主营业务、核心竞争力不存在重大不利变化，不存在破产相关情形。谢谢。,万集科技
万集科技,300552,300552,万集科技,制造业,012015,2025年全球销售汽车激光雷达渗透率才3%，贵公司为何不搭理扩展海外市场？,irm2297199,公众号,2026-04-28 23:44:02,2026-05-18 20:45:33,1941355514733936640,2256189623373111296,2268625907422420992,"您好，公司制定了明确的全球化发展战略。公司激光雷达产品已销往全球各地，并在多个科技发达国家实现规模化应用，重点服务于可移动机器人（AMR）和智能交通系统（ITS）两大行业。2025年度，在可移动机器人（AMR）导航防避障方面，公司实现了德国、马来西亚、美国、葡萄牙、韩国等新客户的批量订单；智能交通系统ITS LiDAR销售量较上年翻倍增长，应用于高速公路收费站车型分类。公司3D安全激光雷达已成功获得莱茵TÜV颁发的SIL 2（EN 61508）与PL d（EN ISO 13849）认证，成为全球首款通过功能安全认证的激光雷达，其机身设计超薄，兼具超高防护等级与精准探测能力，可确保机器人在各类复杂工业场景中实现最高等级的安全运行与性能保障。
海外市场拓展是公司长期战略方向，将持续稳步推进，相关进展情况请以公司公告为准。谢谢。",万集科技
万集科技,300552,300552,万集科技,制造业,012015,请回答：1、实控人年年质押，这笔钱用在哪里、对改善业绩体现在哪里？（请举例）2、连年亏损是偶然还是经营不善；是投资决策失误还是治理能力欠缺？（请实事求是）3、质押的钱为什么不用在“银贷换取证券”上以回购公司股份，为分红和回报投资者创造条件？4、质押和减持不是摆脱深陷亏损和经营危机的正确和正当选择（请高度重）。龙头企业何时止损、重启增长和重现辉煌？（请详解公司当前计划和举措）谢谢！,cninfo1373619,网站,2026-04-07 13:18:37,2026-05-18 20:45:33,2237988212705337344,2240281708877012992,2268632985349980160,"您好，针对您的问题回复如下：
实控人质押相关：公司控股股东股份质押的资金用途为其个人融资需求，不涉及公司生产经营相关支出，相关质押行为已按规定履行信息披露义务，目前质押风险可控，不存在平仓风险，不会导致公司实际控制权变更。
业绩亏损原因：公司2025年实现营业收入10.94亿元，同比增长17.61%，归母净利润亏损1.81亿元，较上年同期收窄53.10%，公司坚持长期发展战略，持续保持较高的市场与研发投入规模导致净利润亏损。2025年公司智能网联、激光雷达、动态称重业务收入均实现20%以上增长，经营性现金流同比改善115.96%，经营基本面持续向好，不存在经营不善或投资决策失误情况。
股份回购相关：公司目前未有股份回购计划。
公司改善业绩的举措：2026年公司将重点推进以下工作：1、持续推进收入增长：巩固传统业务ETC、动态称重的同时，提高智能网联、激光雷达新业务的收入占比，以及积极拓展海外业务。2、加强经营成本和期间费用管控：降低采购、生产、人工成本，控制费用支出。3、加快推进研发成果商业化：持续优化研发投入结构，全面推动成熟技术向商业化产品转化。4、盘活存量资产与加速周转：加强库存管理，推行库龄与产品价值交叉管理。加大应收账款催收力度，精细化管理应收账款。
公司将全力推动经营业绩改善，回报广大投资者。谢谢。",万集科技
