LOCAL_COMPANY_NAME,LOCAL_SYMBOL,股票代码,公司简称,行业,行业代码,问题,提问者,来源,提问时间,更新时间,提问者编号,问题编号,回答ID,回答内容,回答者
合众思壮,002383,002383,合众思壮,制造业,012002,请问公司全资子公司【河南合众思壮时空软件科技有限公司】拒不履行 北京东城区 法院（2026）京0101执4301号、4303生效判决，长期对抗司法执行，上市公司采取何种管控措施？何时督促清偿执行款？请如实披露整改进度。,irm3408855,网站,2026-06-10 11:40:08,2026-06-10 16:26:25,2287727721996800000,2287729853503987712,,,
合众思壮,002383,002383,合众思壮,制造业,012002,董秘您好：千寻位置CEO陈金培在解读行业趋势时表示，“北斗规模化应用正从追求终端数量，转向以质量牵引数量跃升的新阶段，与具身智能、物理AI的深度融合将成为下一轮增长的核心机遇，贵司是否也由此布局和发展，方便介绍下吗？,irm2694649,网站,2026-06-01 14:43:13,2026-06-02 14:29:15,2069773009525805056,2281144680796741632,,,
合众思壮,002383,002383,合众思壮,制造业,012002,董秘你好，公司2019年至2024年扣非净利润已连续6年亏损，现在公司创始人、股东郭信平债务爆雷和股权冻结，造血能力差，依赖外部，请问公司是否会被ST？,irm3386502,网站,2026-05-20 13:58:18,2026-05-28 20:45:33,2271471468349935616,2272215486539612160,2277575674464370688,您好！根据《深圳证券交易所股票上市规则》的相关规定，截至目前，公司未发现存在实施退市风险警示或退市的情形。感谢您的关注！,合众思壮
合众思壮,002383,002383,合众思壮,制造业,012002,"董秘您好！公司已成为中国卫星导航定位领域的龙头企业之一。公司已陆续推出“集思宝”,“任我游”,“芯动”,“新月”,“天鹰”等十余个产品系列近200种产品,满足GIS数据采集,高精度测量,汽车导航,系统集成,位置信息服务等与卫星导航应用相关的各类细分市场。其中,GIS数据采集产品市场占有率第一,“任我游”PND品牌关注度第一。综上所述：贵司有涉及“卫星互联网”“低空经济”和“商业航天”吧？谢谢！",cninfo808591,网站,2026-05-11 13:28:48,2026-05-28 20:45:33,972558965909643264,2265520749302460416,2277576241400053760,您好！公司以卫星导航技术为基础进行相关产品的研发、制造和销售，并在专业市场拓展行业应用，为众多用户提供北斗高精度及时空信息产品服务，以及“北斗+”、“+北斗”行业解决方案，推进北斗卫星导航产业全球化发展布局。在低空经济领域，公司已针对长航时拍摄、监控、勘察、数据采集等行业发展趋势，推出无人机测量等行业解决方案，但尚未实现规模化营收体量；在商业航天领域，公司目前未开展火箭发射、回收及卫星互联网业务。感谢您的关注！,合众思壮
合众思壮,002383,002383,合众思壮,制造业,012002,请问：兴慧电子诉郭信平及友合科技有无最新进展？截至2026年5月24日，上诉期已过，郭信平是否已上诉？,irm1422832,网站,2026-05-25 16:32:52,2026-05-28 11:30:04,500539388602241024,2276006001535180800,2277574858599129088,您好！有关诉讼的最新进展，公司会严格按照信息披露要求及时披露，请您留意后续公告。感谢您的关注！,合众思壮
合众思壮,002383,002383,合众思壮,制造业,012002,请问公司：兴慧电子诉大股东郭信平及其实控的友合科技案，截至2026年5月24日，上诉期已过，有什么最新进展没有？被告方是否已上诉？,irm1422832,网站,2026-05-25 16:16:18,2026-05-28 11:30:04,500539388602241024,2275997462961651712,2277574978823327744,您好！有关诉讼的最新进展，公司会严格按照信息披露要求及时披露，请您留意后续公告。感谢您的关注！,合众思壮
合众思壮,002383,002383,合众思壮,制造业,012002,董秘你好，贵司是否有能用于矿山，煤矿的设备，另外公司的自动驾驶，机械控制能否用于矿山的运输等工作,irm2694649,网站,2026-05-23 18:24:26,2026-05-28 11:30:04,2069773009525805056,2274579161681297408,2277575176228290560,您好！公司拥有的“北斗+智能露天矿开采系统”可提供覆盖露天矿“穿孔-剥离-运输-排土-验收”全流程一体化解决方案，为矿山生产的数字化、智能化和无人化提供有力支撑，相关产品已应用于矿山运输场景。感谢您的关注！,合众思壮
合众思壮,002383,002383,合众思壮,制造业,012002,董秘您好！国内A股很多国产芯片上市公司股价都在大幅上涨，而贵司的核心概念中也有“国产芯片”概念，股价却总是跌跌不休，让人惊讶！请问：贵司是否真实拥有国产芯片的概念？贵司的国产芯片包含了哪些产品？目前贵司的国产芯片在研发，生产，销售情况如何？在接下来的国产替代和芯片商业化方面，贵司是如何规划的？谢谢！,irm2177116,网站,2026-05-21 11:45:19,2026-05-28 11:30:04,1889186024320303104,2272889117800251392,2277575502844223488,您好！关于公司的核心技术及研发销售情况，请您参阅公司披露的定期报告。感谢您的关注！,合众思壮
合众思壮,002383,002383,合众思壮,制造业,012002,贵司大股东持有超聚变多少股份？,irm2694649,网站,2026-05-20 10:24:19,2026-05-28 11:30:04,2069773009525805056,2272105200369385472,2277575786277179392,您好！感谢您的关注！,合众思壮
合众思壮,002383,002383,合众思壮,制造业,012002,请问公司在河南省产权交易中心挂牌转让江苏金威遥感数据工程有限公司 100% 股权的项目，本次挂牌期内是否征集到意向受让方？后续安排是什么？,irm3386502,网站,2026-05-19 13:58:59,2026-05-28 11:30:04,2271471468349935616,2271473668378181632,2277575914982539264,您好！目前尚未征集到意向受让方，公司后续将持续推进项目推介及股权退出。感谢您的关注！,合众思壮
