LOCAL_COMPANY_NAME,LOCAL_SYMBOL,股票代码,公司简称,行业,行业代码,问题,提问者,来源,提问时间,更新时间,提问者编号,问题编号,回答ID,回答内容,回答者
北斗星通,002151,002151,北斗星通,制造业,012002,"董秘您好，想请教三个问题：

1. 北斗四代芯片今年出货、渗透率是否符合年初规划？二季度芯片收入是否达标？

2. 目前账面还有多少商誉？二季度是否仍有减值风险？上半年业绩何时披露，能否扭亏？

3. 股价创阶段新低，公司是否有回购、增持计划稳定信心？今年资本运作有新安排吗？
辛苦回复，谢谢。
",irm3379837,APP,2026-06-09 11:58:15,2026-06-11 20:45:33,2267079692491083776,2286997029610962944,2287838422492602368,"1、 公司整体的经营情况符合预期，二季度芯片收入届时会在半年报披露，敬请留意公司半年报披露时间。
2、截止2026年一季度末，公司商誉为5.14亿元，公司严格按照会计准则的要求，年度终了，对商誉进行减值测试。半年报披露时间还未预约，按照惯例，公司一般在8月下旬披露，敬请留意公司公告，谢谢关注！
3、公司目前没有回购计划，也没有资本运作的安排，谢谢关注！",北斗星通
北斗星通,002151,002151,北斗星通,制造业,012002,"董秘您好，想咨询几个关于公司商业航天业务的问题：
1.公司和千帆星座的建设运营方垣信卫星、以及其关联合作方上海格思航天，是否存在直接业务合作关系？
2.后续千帆星座组网推进过程中，公司是否获得了长期配套供货的优先合作资格？这部分业务，未来三年对公司商业航天板块的业绩贡献预期大概在什么范围？烦请您回复，谢谢。",irm3379837,APP,2026-06-04 23:18:20,2026-06-11 20:45:03,2267079692491083776,2283636681578184704,2287837151189082112,公司没有跟你所提及的公司有直接业务合作，关于低轨卫星上有用到公司的陶瓷元器件，目前都处于试制阶段，没有长期配套供货的优先资质，类似的问题之前有回复，可自行查阅，谢谢关注！,北斗星通
北斗星通,002151,002151,北斗星通,制造业,012002,"尊敬的董秘您好，想咨询两个问题：

1. 公司目前是否已经布局玻璃基板相关业务？

2. 公司未来是否有规划、或者正在考虑布局玻璃基板领域？
麻烦您方便的时候予以答复，谢谢！
",irm3379837,APP,2026-06-07 18:31:09,2026-06-11 08:21:03,2267079692491083776,2285715179461476352,2287837322782556160,公司没有布局玻璃基板业务，也没有规划布局此类业务，谢谢！,北斗星通
北斗星通,002151,002151,北斗星通,制造业,012002,公司的定位芯片和陶瓷天线能否用于可回收火箭第一级、星网计划卫星、千帆计划卫星？公司定位产品或技术是否支持太空定位功能？,irm3403410,网站,2026-06-04 17:12:20,2026-06-10 16:58:33,2283444720479686656,2283448046594670592,2287836171936538624,公司现有的定位芯片和陶瓷天线主要面向地面和近地场景，如车载、智驾、无人机等，星载场景对元器件有特殊的要求，如抗辐射、长寿命、高可靠等，公司当前没有产品应用于你提及场景。谢谢关注！,北斗星通
北斗星通,002151,002151,北斗星通,制造业,012002,董秘您好，受益于低轨星座、智能驾驶与低空经济景气度提升，公司一季度业绩高增。请问今年 二季度核心业务（高精度芯片、板卡、服务）是否延续良好增长趋势？今年新签订单与交付节奏是否符合预期？谢谢！,cninfo1382776,网站,2026-06-10 13:32:42,2026-06-10 16:57:51,2287649725415952384,2287787879138918400,,,
北斗星通,002151,002151,北斗星通,制造业,012002,公司股价较高点已腰斩了，请问公司有市值维护手段吗？请积极回复投资者的问题。,irm1341917,APP,2026-06-10 09:31:29,2026-06-10 15:30:32,92045454857994240,2287663548405760000,,,
北斗星通,002151,002151,北斗星通,制造业,012002,请问贵公司市场传闻，2025 年获得中国星网一代增强卫星项目 108 颗卫星的定轨单元订单，将于 2026 年交付，是否属实。,irm3379837,APP,2026-06-03 23:14:06,2026-06-09 20:45:03,2267079692491083776,2282892329386049536,2286358479848415232,公司与星网存在正常的业务沟通和技术对接，但截止目前为止，未签署您提及的订单或合同，相关的传闻不属实，敬请投资者理性看待市场传闻，一切信息以公司法定披露媒体发布的公告为准。切勿轻信或传播未经证实的信息，注意投资风险。,北斗星通
北斗星通,002151,002151,北斗星通,制造业,012002,请问贵公司，跟兵器集团有没有合作关系？合作的具体项目有哪些？,irm3379837,APP,2026-06-04 20:19:41,2026-06-08 16:03:33,2267079692491083776,2283544606049419264,2286359502043832320,公司与兵器集团下属的多个所都有业务合作，具体的项目不方便透露，敬请谅解！,北斗星通
北斗星通,002151,002151,北斗星通,制造业,012002,请问一下董秘:现在2026年6月2日北斗星通的股价具有高性价比了吗？再问一下北斗星通董事会:2026年二季度公司的各项经营活动是否正常？,irm1341917,APP,2026-06-02 15:03:58,2026-06-08 15:58:03,92045454857994240,2281897546220945408,2286358110276009984,非常抱歉，我们无法对股价的合理性作出评价；2026年度各项经营活动正常进行，谢谢关注！,北斗星通
北斗星通,002151,002151,北斗星通,制造业,012002,尊敬的董事会:请问一下目前欧美，日本的等海外市场业务销售有没有增长？,irm1341917,APP,2026-06-02 10:19:47,2026-06-08 15:27:33,92045454857994240,2281751079246217216,2286357758088691712,公司海外市场占营收不高，2025年度海外收入占比8.75%，同比增长26%。今年上半年的情况到时会在半年报中披露，敬请留意。,北斗星通
