LOCAL_COMPANY_NAME,LOCAL_SYMBOL,股票代码,公司简称,行业,行业代码,问题,提问者,来源,提问时间,更新时间,提问者编号,问题编号,回答ID,回答内容,回答者
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,最近高新兴机器人中标广州铁路公安局警用巡逻机器人项目，请问消息属实？,irm1402262,公众号,2026-06-11 20:57:36,2026-06-15 09:16:23,92575539721666560,2288759349450227712,,,
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,2015年创联科技计划北交所上市，目前进展顺利吗？预计今年年底可以顺利完成IPO吗？星联天通国内手机直连卫星潜力巨大，目前有计划上市吗？,irm1402262,公众号,2026-06-09 17:27:01,2026-06-12 15:00:05,92575539721666560,2287166474949033984,2288616576352591872,公司及子公司高新兴创联会在事项触发信披节点时进行公告。星联天通为公司参股公司，目前没有上市计划，该公司新闻请查阅其官方网站或官方公众号，感谢您对公司的关注，请您注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,公司参股的星联天通持股比例多少？星联天通目前在国内卫星终端市占率第一？,irm1402262,公众号,2026-06-09 17:20:14,2026-06-12 15:00:05,92575539721666560,2287162970255720448,2288616404547100672,根据工商信息，本公司持有星联天通36.67%的股份。该公司自主经营，不纳入公司合并报表。其新闻请查阅其官方网站或官方公众号，感谢您对公司的关注，请您注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,公司和广州图灵新智算有算力业务合作吗,irm1402262,公众号,2026-06-09 12:53:42,2026-06-12 15:00:05,92575539721666560,2287025600021725184,2288616258518212608,公司目前资源集中投入车载终端与公共安全产品及解决方案，以上两大业务板块占公司2025年营业收入超8成。感谢您对公司的关注，请注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,公司计划定增股票快1年了，目前是取消计划还是等待市场回暖呢,irm1402262,公众号,2026-06-09 12:51:42,2026-06-12 15:00:05,92575539721666560,2287024569229574144,2288616129470775296,公司会在融资事项触发信披节点时及时通过巨潮资讯网进行公告。请您注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,公司定增已经经股东大会通过，为何迟迟不提交深交所审核呢？请给出不提交的原因，给予中小股东知情权！,irm1405497,公众号,2026-06-04 11:23:03,2026-06-09 11:30:04,92603422649352192,2283268027603861504,2286446561100939264,公司会在融资事项触发信披节点时及时通过巨潮资讯网进行公告。请您注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,公司股价近期走势明显有异于创业板指数及板块指数，存在刻意打压迹象，为维护广大股东利益，建议公司尽快提交定增预案或者取消定增！,irm1405497,公众号,2026-06-04 10:56:21,2026-06-09 11:30:04,92603422649352192,2283254275118579712,2286446483791527936,感谢您对公司的建议，近期二级市场股价波动受多方因素影响，公司会持续做好经营，积极改善业绩情况，请您注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,贵司工业园区生产线上组装的AI服务器是哪个公司的产品？,irm1405497,公众号,2026-06-02 10:46:24,2026-06-04 16:26:32,92603422649352192,2281764797640196096,2283398637764550656,公司汽车电子智能制造基地坐落于广州知识城，总建筑面积达15万平方米，厂区配置多条全自动SMT高速贴片生产线、全自动测试线，配套建设30万级洁净无尘生产车间，已取得IATF16949汽车行业质量管理体系、ISO9001质量管理体系、ISO14001环境管理体系等多项权威体系认证，生产制造资质完备。该制造基地业务采用市场化运营模式，在优先保障集团内部产业配套生产需求的基础上，向全社会外部优质客户承接汽车电子相关代工、定制化生产等业务，持续盘活产能、拓展市场化营收来源。感谢您对公司的关注，请您注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,董秘你好:全国首个绿色算力全栈AI平台在呼和浩特正式上线，高新兴是否深度参与？谢谢！,irm1406305,公众号,2026-05-31 20:02:22,2026-06-03 08:42:03,342640791461457920,2280567000000692224,2281931511110631424,公司未参与。感谢您对公司的持续关注，请注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,请问公司定增进度严重滞后是什么原因？谢谢！,irm1406305,公众号,2026-05-31 09:32:46,2026-06-03 08:41:33,342640791461457920,2280242506631544832,2281931296514490368,公司已多次回复您类似问题。公司会在融资事项触发信披节点时及时通过巨潮资讯网进行公告。请您注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,您好董秘，高新兴公司在物理Ai智能体有深层次的研发与创造吗？,irm1881953,APP,2026-05-30 19:14:25,2026-06-03 08:41:33,1572613124524253184,2279800108002578432,2281931158923313152,公司目前资源集中投入车载终端与公共安全产品及解决方案，以上两大业务板块占公司2025年营业收入超8成。感谢您对公司的关注，请注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,弱弱的问一句公司还进行定增吗？定增时间太长股价长时间低位，不利于公司形象,irm1406305,公众号,2026-05-29 16:07:45,2026-06-03 08:41:03,342640791461457920,2278961738972487680,2281931013072969728,公司会在融资事项触发信披节点时及时通过巨潮资讯网进行公告。近期二级市场股价波动受多方因素影响，公司会持续做好经营，积极改善业绩情况，请您注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,董秘你好，公司参股公司星联天通有没有并购成为子公司打算，增加公司营业步入商业航天第二个利润增长点？,irm1674680,公众号,2026-05-29 08:46:38,2026-06-03 08:41:03,1176289365198811136,2278734388995096576,2281930849864212480,公司目前资源集中投入车载终端与公共安全产品及解决方案，以上两大业务板块占公司2025年营业收入超8成，目前没有参股公司并表计划，各参股公司财务状况将在公司定期报告中体现。感谢您对公司的关注，请注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,请问公司旗下控股子公司创联科技IPO进展如何？今年上半年能否向证监所提交验收？,irm3390381,公众号,2026-05-22 17:59:19,2026-05-27 16:51:33,2273822026641625088,2273824047374860288,2276846905630986240,尊敬的投资者您好，公司及子公司会在该事项触发信披节点时进行公告。感谢您对公司的关注，请您注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,公司是广州图灵新智算的参股大股东，广州图灵主营智算业务，公司应该也属于算力概念吧,irm1402262,公众号,2026-05-19 19:37:09,2026-05-27 16:51:33,92575539721666560,2271647959244668928,2276846802408112128,公司持有图灵新智算（广州）科技集团有限公司23.35%股份，非该公司控股股东，参股公司财务状况将在公司定期报告中体现。公司目前资源集中投入车载终端与公共安全产品及解决方案，以上两大业务板块占公司2025年营业收入超8成。感谢您对公司的关注，请您注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,1.公司哪些产品可以应用于数据中心，智算中心，目前订单情况如何？2.公司哪些产品属于物理ai可以应用的？3.公司通过和壹高泰持有鸿世佰熠半导体和鑫跃半导体这两家公司主要生产什么半导体是否用于ai光电方面？4.持有的中星高科在航天领域有什么优势？星联天通和机器人公司作为第一大股东，公司明明还持有很多优质资产为何不并表？为何故意损害上市公司股东利益？,irm1842547,公众号,2026-05-20 00:21:25,2026-05-21 20:45:33,1469360100797878272,2271794469169070080,2272992241058643968,"对您的问题回复如下：
1和2：公司目前资源集中投入车载终端与公共安全产品及解决方案，以上两大业务板块占公司2025年营业收入超8成。此外，公司深耕近30年的动力环境监控业务，目前应用在运营商机房、铁塔公司等场景，正在逐步应用至数据中心行业。目前新业务占营收比重极小，请注意投资风险。
3和4：和壹高泰为公司参股的产业投资基金，公司投资产业基金主要是希望借助专业投资机构的专业资源及其投资管理优势，拓展投资渠道，加速公司产业延展升级和资产保值增值，和壹高泰基金具体投资项目的情况您可通过项目公司的官方宣传渠道进行了解。此外，公司目前没有参股公司并表计划，各参股公司财务状况将在公司定期报告中体现。感谢您对公司的关注，请注意投资风险，谨慎投资。",高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,公司产品有没接入deepseek 大模型？,irm1402262,公众号,2026-04-24 19:32:31,2026-05-21 20:45:33,92575539721666560,2253091312617365504,2268629602257928192,尊敬的投资者您好，在大模型研发领域，公司已推出自研AI智能体平台的警务大模型产品，应用deepseek、Qwen等国内多款基座大模型。未来，公司将持续对已发布的基座大模型长期持续跟进，会根据具体产品的要求做选型、适配和调优，保障技术能力与市场需求同步演进，不断提升核心竞争力。感谢您对公司的关注，请您注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,高新兴机器人公司计划IPO，还是后面把资产注入上市公司呢,irm1402262,公众号,2026-05-19 19:38:59,2026-05-21 15:49:33,92575539721666560,2271648912727408640,2272991614171963392,参股公司近期无您提及的动作。本公司参股公司的消息请以参股公司官方渠道为准。感谢您对公司的关注，请您注意投资风险，谨慎投资。,高新兴
高新兴,300098,300098,高新兴,信息传输、软件和信息技术服务业,012015,公司去年发布公告股票定增，请问今年年前会实施吗？,irm1402262,公众号,2026-05-19 19:34:30,2026-05-21 15:49:03,92575539721666560,2271646593445068800,2272991270396035072,公司已多次回复您类似问题，公司会在融资事项触发信披节点时及时通过巨潮资讯网进行公告。感谢您对公司的关注。请您注意投资风险，谨慎投资。,高新兴
