LOCAL_COMPANY_NAME,LOCAL_SYMBOL,股票代码,公司简称,行业,行业代码,问题,提问者,来源,提问时间,更新时间,提问者编号,问题编号,回答ID,回答内容,回答者
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，我国成功研制出三维多层片上电容 可直接应用于AI/GPU芯片、高性能处理器等高端芯片，请问贵公司是否有相关配套产品，或者有该领域的技术储备？,irm1930094,公众号,2026-06-12 19:45:13,2026-06-15 15:59:00,1700813285626961920,2289464203979350016,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问贵公司股价持续低迷，是否有市值管理概念？公司内部管理层是否一心想要带领企业做大做强，给企业带来更好的业绩未来？,irm1930094,公众号,2026-06-08 20:59:46,2026-06-11 10:33:42,1700813285626961920,2286533945361784832,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,您好！请问公司有什么产品可以应用到6G卫星通信网络建设上和同行比较有什么优势?,irm1597068,公众号,2026-06-09 11:26:01,2026-06-10 09:15:50,1009869046154440704,2286980415623593984,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,目前芯片在制造环节成本提升了不少，请问公司的芯片有没有涨价销售？,irm1597068,公众号,2026-06-09 07:24:53,2026-06-09 16:42:16,1009869046154440704,2286856127859982336,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问司研发的CPO 光模块主要用于特定行业阵列领域，主要配套特定行业微系统、数字射频SiP系列产品，可满足气密性与国产化要求，预计什么时候投产，产生销售收入？,irm1930094,公众号,2026-06-08 21:01:31,2026-06-09 16:15:55,1700813285626961920,2286534847304916992,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,1、贵司DBF芯片的竞争对手有哪些？2、贵司DBF芯片的竞争对手去年销售收入多少？3、DBF芯片预测市场空间多大。,irm1415691,网站,2026-06-08 13:49:44,2026-06-09 14:35:11,429393478704807936,2286312307671023616,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好亲贵公司是否有光通信业务？,irm1930094,公众号,2026-05-22 14:18:46,2026-06-08 20:45:33,1700813285626961920,2273710375606771712,2286156838444843008,您好，感谢您的关注。与消费类高速数通CPO光模块应用于AI算力领域不同，公司研发的CPO光模块主要用于特定行业阵列领域，主要配套特定行业微系统、数字射频SiP系列产品，可满足气密性与国产化要求，目前尚未投产，暂未产生销售收入，请投资者注意投资风险。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,公司在5月8日发布的《投资者关系管理》里说“正在推出用于SiP集成的CPO光模块、用于板级集成的NPO光模块，完整打通从电信号链路到高速光传输的全链路架构，并同步推出适配AI场景的可伸缩数字子阵微系统系列产品。”请问公司为何会有cpo光模块技术？公司在cpo光模块的产能方面会有在怎么样的安排？,irm1251790,网站,2026-05-18 15:08:54,2026-06-08 20:45:33,89813824210731008,2270767532556484608,2286157010243534848,您好，感谢您的关注。与消费类高速数通CPO光模块应用于AI算力领域不同，公司研发的CPO光模块主要用于特定行业阵列领域，主要配套特定行业微系统、数字射频SiP系列产品，可满足气密性与国产化要求，目前尚未投产，暂未产生销售收入，请投资者注意投资风险。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘你好，公司的光模块业务目前处于“芯片+微型模块+系统方案”的垂直深耕阶段，能否介绍下目前业务研发进展？,irm1930094,公众号,2026-04-28 18:36:01,2026-06-08 20:45:33,1700813285626961920,2256030872791916544,2286157233753931776,您好，感谢您的关注。与消费类高速数通CPO光模块应用于AI算力领域不同，公司研发的CPO光模块主要用于特定行业阵列领域，主要配套特定行业微系统、数字射频SiP系列产品，可满足气密性与国产化要求，目前尚未投产，暂未产生销售收入，请投资者注意投资风险。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问贵公司是否涉及共封装光学相关领域研发合作，具备一定技术储备？,irm1930094,公众号,2026-04-17 23:56:05,2026-06-08 20:45:33,1700813285626961920,2248031968539430912,2286158247194116096,您好，感谢您的关注。与消费类高速数通CPO光模块应用于AI算力领域不同，公司研发的CPO光模块主要用于特定行业阵列领域，主要配套特定行业微系统、数字射频SiP系列产品，可满足气密性与国产化要求，目前尚未投产，暂未产生销售收入，请投资者注意投资风险。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问贵公司产品是否涉及光模块领域，并具备相关领域的技术储备？,irm1930094,公众号,2026-04-17 23:42:42,2026-06-08 20:45:33,1700813285626961920,2248025062232018944,2286158384633069568,您好，感谢您的关注。与消费类高速数通CPO光模块应用于AI算力领域不同，公司研发的CPO光模块主要用于特定行业阵列领域，主要配套特定行业微系统、数字射频SiP系列产品，可满足气密性与国产化要求，目前尚未投产，暂未产生销售收入，请投资者注意投资风险。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,您好！请问公司有产品应用到“千帆星座”项目吗？具体有哪些？,irm1597068,公众号,2026-06-05 16:39:39,2026-06-08 17:31:37,1009869046154440704,2284173371027816448,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,请问董秘，今年3月份公司收到的（2026）川0191民初4346号诉讼目前进展情况怎么样？作为本公司的中小投资者，除了与此案关联密切的当事人，投资市场中的中小股东有权利知晓此案目前的进展、公司是否有积极主动的应诉和推动此诉讼的司法判决结果，定期公告类似诉讼案件的进展情况，谢谢。,irm3401136,公众号,2026-06-04 17:03:48,2026-06-08 09:51:24,2281994593667928064,2283443647672836096,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问贵公司是否有新研发技术？主要涉及哪些领域？主要技术壁垒有哪些？,irm1930094,公众号,2026-05-25 17:29:32,2026-06-04 09:06:33,1700813285626961920,2276035207044358144,2282686376219074560,您好，感谢您的关注。公司研发项目具体情况详见公司《2025年年度报告》相关章节。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,新董事会成员和原管理层内斗会不会影响公司订单和业绩，还是对于公司运营，双方达成共识在不影响公司业绩的前提下进行？,irm1597068,公众号,2026-05-27 20:21:18,2026-06-04 09:06:03,1009869046154440704,2277608075429216256,2282686049801560064,您好，感谢您的关注。公司目前日常生产经营正常。公司的治理稳定和业务可持续发展离不开全体股东的共同努力，请投资者注意投资风险，理性投资。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,尊敬的董秘，您好！請問針對近期股東間關於董事會的分歧，是否已建立常態化溝通機製，確保董事會和經營層正常履職、核心業務持續穩定開展？公司是否已向深交所提交過相關治理安排的說明文件？,irm1597068,公众号,2026-05-28 09:43:18,2026-06-04 09:04:03,1009869046154440704,2278021423081783296,2282684306044837888,您好，感谢您的关注。公司在今年1月至3月已多次在法定信息披露媒体披露控股股东推进董事会提前换届等进展信息，截至目前，公司第七届董事会已完成换届，目前生产经营正常。请投资者注意投资风险，理性投资。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘您好，公司产品是否涉足太空算力业务，相关产品落地及供货情况怎样？ 公司相关算力板卡、星载芯片是否应用于太空算力领域，目前业务进展如何？,irm1930094,公众号,2026-05-28 21:27:45,2026-06-04 09:03:03,1700813285626961920,2278384493847183360,2282683627241586688,您好，感谢您的关注。公司目前暂不涉及算力芯片研发，公司的GPU算力板卡主要应用于特定行业，占收入比例很低。请投资者注意投资风险，理性投资。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,2026年一季度及后续订单获取是否受公司治理变动影响，新签合同有哪些？针对客户对供应商稳定性的要求，公司采取了哪些措施保障订单履约连续性？,irm1597068,网站,2026-05-28 16:34:50,2026-06-04 09:03:03,1009869046154440704,2278233525925273600,2282683988190937088,您好，感谢您的关注。公司目前生产经营正常，订单获取及交付未受重大影响，当前公司正全力保障业务稳定和可持续发展。合同等相关信息请以公司定期报告或其它公告为准。公司将按照相关要求及时履行信息披露义务，请注意投资风险。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,您好！请问公司是否建立应急预案，以应对管理权交接期间可能影响日常运营的突发情况？,irm1597068,网站,2026-05-28 16:33:16,2026-06-04 09:03:03,1009869046154440704,2278232718471421952,2282683790648762368,您好，感谢您的关注。公司目前日常生产经营正常。请投资者注意投资风险，理性投资。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问贵公司太空算力板卡业务是否已经批量出货？,irm1930094,公众号,2026-05-28 21:53:13,2026-06-04 09:02:33,1700813285626961920,2278397627857174528,2282683352383553536,您好，感谢您的关注。公司目前暂不涉及算力芯片研发，公司的GPU算力板卡主要针对特定行业，占收入比例很低。请投资者注意投资风险，理性投资。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,公司是否能公布大股东的的诉求内容和原管理层的诉求内容？一起协商怎么治理好公司？,irm1597068,公众号,2026-05-29 10:54:40,2026-06-04 09:00:33,1009869046154440704,2278800384298934272,2282682124201451520,您好，感谢您的关注。公司治理离不开全体股东的共同努力，公司第七届董事会换届工作已完成，当前正持续优化治理结构。公司始终致力于保障经营稳定，截至目前生产经营正常。请投资者以公告为准，注意投资风险。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘好，近来振芯科技公司发生了新管理团队无法正常进入公司履职情况，目前是否已解决？如未解决，公司有什么措施解决这些内部管理问题？,irm3399208,公众号,2026-05-31 20:26:31,2026-06-04 09:00:04,2280576086052884480,2280579445473738752,2282681660344983552,您好，感谢您的关注。公司第七届董事会换届工作已完成，当前正持续优化治理结构。公司始终致力于保障经营稳定，截至目前生产经营正常。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,请问公司有哪些产品可以应用到太空算力上？,irm1597068,公众号,2026-05-29 12:28:22,2026-06-04 09:00:04,1009869046154440704,2278848668142731264,2282681943614406656,您好，感谢您的关注。公司目前暂不涉及算力芯片研发，公司的GPU算力板卡主要应用于特定行业，占收入比例很低。请投资者注意投资风险，理性投资。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,根据目前公司的治理情况，公司是否有退市风险？,irm1597068,公众号,2026-05-29 10:47:49,2026-06-03 15:31:57,1009869046154440704,2278796845047463936,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问贵公司二季度军工项目主要中标了哪些项目？,irm1930094,公众号,2026-06-02 22:55:37,2026-06-03 14:47:29,1700813285626961920,2282140631726096384,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,请问，贵公司去年从无实控人变更为实控人，从国腾电子集团的战略定位，是否有将上市公司名称从振芯科技恢复为国腾电子的计划？,irm3401136,公众号,2026-06-02 18:39:04,2026-06-03 14:03:01,2281994593667928064,2282008407041466368,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,你好，董秘，董事会及新管理层已经产生，是否有更积极主动的与资本市场交互，定期披露公司的发展经营理念，技术创新，重大合同签订等事项，向市场投资者更透明的信息，并及时澄清市场传言，释放稳定预期的计划？,irm3401136,公众号,2026-06-02 18:36:08,2026-06-03 14:02:21,2281994593667928064,2282006895034433536,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问贵公司是否中标北斗项目15亿订单？,irm1930094,公众号,2026-06-02 17:55:27,2026-06-03 13:57:08,1700813285626961920,2281985927182639104,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，2024年股权激励三期业绩考核目标具体数值、目前完成进度？,irm1930094,公众号,2026-06-02 17:15:07,2026-06-03 13:48:26,1700813285626961920,2281965139540926464,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问：公司管理层矛盾是否理顺、有无股权激励；产业园投产及产能增量规划；军工芯片、北斗、无人视觉订单落地情况，通导一体、低空导航供货情况，高端芯片与车规芯片研发量产进度情况，全年业绩能否改善、有无分红计划？,irm1930094,公众号,2026-06-02 16:07:09,2026-06-03 11:18:24,1700813285626961920,2281930109787660288,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,您好，鉴于公司股价持续低迷，公司董事会管理层及控股股东是否有回购或增持计划？还有哪些维稳股价的措施可以实施？能不能有点诚意来维护股价啊？难道贵公司也不想好好发展公司吗？,irm1597068,公众号,2026-06-01 11:57:58,2026-06-02 13:55:37,1009869046154440704,2281059511326826496,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,针对SpaceX、OneWeb等商业航天公司的大型LEO卫星星座及配套相控阵需要具有多波束能力的通信载荷的能力要求，成都振芯科技股份有限公司设计推出了全数字多波束合成芯片GM5900A，一款32收32发的DBF（Digital Beam Form）芯片。请问贵司该款芯片和同行对比有什么优势？该款芯片是民用芯片吗？支持出口吗？,irm1597068,公众号,2026-05-30 07:47:39,2026-06-02 08:33:33,1009869046154440704,2279446158223147008,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,您好，请问当前董事会决议执行是否存在障碍，若存在，公司如何确保重大经营决策（如采购、销售合同签署）的合规性？,irm1597068,网站,2026-05-28 16:32:56,2026-06-01 08:58:32,1009869046154440704,2278232546474311680,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问贵公司是否涉及人形机器人业务，能否具体介绍下？,irm1930094,公众号,2026-05-07 13:31:21,2026-05-29 20:45:33,1700813285626961920,2262553381926313984,2278745546156498944,您好，感谢您的关注。公司不涉及人形机器人业务，公司聚焦特定行业的具身智能智能视觉方向，自主研制的视觉自主导航子系统、智能视觉模块以及全自主任务处理平台等核心产品可广泛应用于无人机、四足机器人等领域，实现具身智能产品、无人平台集群在复杂空间环境内的视觉感知、自主导航、集群协作等功能，发挥“眼睛”“大脑”指挥部署的关键作用，目前已实现小批量销售，占收入比例很低。请投资者注意投资风险，理性投资。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问贵公司是否有涉及玻璃基板业务，是否存在相关技术储备或者研发？,irm1930094,公众号,2026-05-22 14:11:01,2026-05-28 11:30:04,1700813285626961920,2273706389877121024,2277483031731486720,您好，感谢您的关注。公司目前暂不涉及相关技术及业务。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,请问公司目前新董事会成员是否已经全部入职？有没有自己的办公室？进入公司是否还受阻？,irm1597068,公众号,2026-05-21 13:19:41,2026-05-28 11:30:04,1009869046154440704,2272937753761349632,2277483203550052352,您好，感谢您的关注。公司第七届董事会换届工作已完成，当前正持续优化治理，截至目前公司生产经营正常。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,请问，董秘，截止到5月18日持股股东人数是多少？,irm1930094,公众号,2026-05-20 16:12:46,2026-05-28 11:30:04,1700813285626961920,2272284790061883392,2277483332542730240,您好，感谢您的关注。关于公司股东情况请致电投资者热线028-65557625，需要核实您的投资者身份后告知。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，公司未来是否有引进央企及外部实力资本的相关计划和想法？,irm1930094,公众号,2026-05-20 11:55:12,2026-05-28 11:30:04,1700813285626961920,2272152049624088576,2277483538736046080,您好，感谢您的关注。目前公司不存在应披露未披露的相关计划，请投资者注意风险，理性投资。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问贵公司或者子公司是否与四川成都国资委或者私下企业有股权合作？,irm1930094,公众号,2026-05-18 21:16:58,2026-05-28 11:30:04,1700813285626961920,2270957232850558976,2277483839205212160,感谢您的关注。公司控股子公司成都国弘天启智能科技有限公司的股东包含四川天府弘威军民融合产业发展股权投资基金合伙企业（有限合伙）、四川发展（控股）有限责任公司。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问成都国资委已通过四川发展／天府弘威投资振芯子公司新橙北斗1.24亿元，属战略布局。公司是否与省国资、何燕、创始团队接触，洽谈控制权整体解决方案？国资委收购国腾集团100％股权，若落地：四川国资将成为实控人，将会解决一切控制权问题。,irm1930094,公众号,2026-05-18 16:19:27,2026-05-28 11:30:04,1700813285626961920,2270803893928157184,2277484036952252416,您好，感谢您的关注。目前公司不存在应披露未披露的相关信息，请投资者注意风险，理性投资。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,请问贵公司，管理层稳定后，是否有在港股上市的计划？,cninfo1346998,网站,2026-05-12 13:41:07,2026-05-28 11:30:04,2063789355666026496,2266269267258621952,2277484646639190016,您好，感谢您的关注。目前暂无相关计划。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问振芯科技是否是伊朗空间数据中心仿真测试系统的独家供应商？,irm1930094,公众号,2026-03-29 13:15:47,2026-05-19 08:58:02,1700813285626961920,2233600715236470784,2270835152521592832,您好，感谢您的关注。公司暂不涉及上述业务。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,贵司汽车相关芯片目前在哪些车企上有应用？目前和哪些车企建立了合作关系？,irm1597068,公众号,2026-04-03 21:14:17,2026-05-19 08:57:33,1009869046154440704,2237558192626675712,2270834851873882112,您好，感谢您的关注。公司的SerDes接口等视频接口类芯片可用于智能汽车领域。目前公司已视相关行业情况开展产品研制及市场应用拓展。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,请问公司在无人驾驶中有相关产品和应用吗？目前有多少产品和应用可以在汽车上应用？对比国内竞争对手，贵司的竞争力如何？,irm1597068,公众号,2026-04-29 14:54:53,2026-05-19 08:57:03,1009869046154440704,2256659071861207040,2270832266303569920,您好，感谢您的关注。公司从事北斗导航产业多年，产品应用覆盖车、机、船等诸多领域，为用户提供定位、导航、通信、授时等基础服务。同时，公司的SerDes接口等视频接口类芯片可用于智能汽车领域。目前公司已视相关行业情况开展产品研制及市场应用拓展。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,请问公司定制化的GPU算力板主要使用在什么场合？效果如果？销售情况如何？,irm1597068,公众号,2026-04-29 14:50:15,2026-05-19 08:56:03,1009869046154440704,2256656683859390464,2270833417354805248,您好，感谢您的关注。公司目前暂不涉及算力芯片研发，公司的GPU算力板卡主要针对特定行业，已实现小批量销售。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,实控人团队控制公司董事会后，公司如何平衡董事会与负责日常经营层的关系，是否评估过如何治理能使公司稳定发展？后续如何稳定公司？,irm1597068,公众号,2026-04-29 15:04:39,2026-05-19 08:55:03,1009869046154440704,2256664105562877952,2270831733727625216,您好，感谢您的关注。公司严格遵循上市公司治理要求，董事会专注战略决策与监督，经营层负责日常经营执行，权责边界清晰、相互制衡。近期公司完成董事会换届，聘任了新的总经理。公司将持续完善决策流程与内控体系，保障治理规范有效。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董事会招聘的总经理设置有什么战略目标或者业绩目标考核吗？,irm1597068,公众号,2026-04-29 15:06:52,2026-05-19 08:54:03,1009869046154440704,2256665248024178688,2270830531136782336,您好，感谢您的关注。公司聘任总经理围绕战略推进与长期发展设定了明确的战略及业绩考核目标，考核工作由薪酬与考核委员会负责，考核结果与总经理绩效薪酬、中长期激励直接挂钩，严格按照公司薪酬管理制度执行，保障公司经营与战略落地。,振芯科技
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好！请问公司今年推出的SiP系统级封装产品及核心产品ZH-SC001的市场应用情况如何？目前该产品在低轨卫星通信、小型化机载设备等领域是否有订单和收入？,irm1597068,公众号,2026-04-22 14:59:34,2026-04-22 15:55:47,1009869046154440704,2251466293191585792,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,您好！请问公司研发的GM5900A芯片，该芯片目前量产进度如何？客户验证情况如何？目前是否有订单？,irm1597068,公众号,2026-04-22 14:57:30,2026-04-22 15:55:35,1009869046154440704,2251465228066988032,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,请问公司卫星导航和通信领域的抗干扰技术，可以降低航空返回舱降落时候，黑障对通信的影响吗？,irm1597068,公众号,2026-04-11 10:22:03,2026-04-13 09:50:56,1009869046154440704,2243159388504940544,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,尊敬的董秘，您好！公司自从重新选举管理层以来，公司股价市场波动较大，股价持续走低，投资者信心不足。恳请公司尽快发布2025年度业绩快报和提前披露2026年一季度预报，提前披露核心财务数据，让市场看到管理层的努力，稳定市场预期，保护中小股东利益，非常感谢！,irm1597068,公众号,2026-03-31 15:19:41,2026-04-01 08:28:42,1009869046154440704,2235148913507725312,,,
振芯科技,300101,300101,振芯科技,信息传输、软件和信息技术服务业,012015,董秘，您好，请问贵公司产品是否有涉及光刻机领域，具备该领域的技术储备？,irm1930094,公众号,2026-03-26 18:14:16,2026-03-31 20:45:33,1700813285626961920,2231528041305133056,2234430494541045760,您好，感谢您的关注。公司采取无晶圆厂Fabless经营模式，目前未涉及光刻机领域的技术储备或相关产品布局。,振芯科技
