LOCAL_COMPANY_NAME,LOCAL_SYMBOL,股票代码,公司简称,行业,行业代码,问题,提问者,来源,提问时间,更新时间,提问者编号,问题编号,回答ID,回答内容,回答者
广和通,300638,300638,广和通,制造业,012015,公司最新股东人数是多少？？,irm1407829,APP,2026-06-10 15:05:47,2026-06-11 10:01:26,355529000502358016,2287835854192050176,,,
广和通,300638,300638,广和通,制造业,012015,最新股东人数多少,irm1968469,APP,2026-05-28 14:28:34,2026-06-10 17:15:03,1795026640219836416,2278168449724563456,2287902348855853056,您好，公司将在各定期报告中披露各报告期末的股东人数，公司股东如需查询其他时点股东人数请致电公司投资者热线：0755-26520587，或邮件至公司邮箱： zqb@fibocom.com。感谢您的关注！,广和通
广和通,300638,300638,广和通,制造业,012015,您好，贵公司和宇树科技有哪些合作？,cninfo1166582,网站,2026-06-02 10:48:29,2026-06-10 17:14:33,1544063386129301504,2281765871401893888,2287902091363033088,您好，对公司经营产生重大影响、达到披露标准且未涉及商业保密的客户合作信息，请查看公司于法定信息披露媒体巨潮资讯网（www.cninfo.com.cn）披露的定期报告、投资者关系活动记录表等公告；公司与其他行业合作伙伴的合作情况请关注公司微信公众号（广和通FIBOCOM）及官网（www.fibocom.com）新闻。感谢您的关注！,广和通
广和通,300638,300638,广和通,制造业,012015,董秘您好，请问公司是否涉足AIPC方面的业务，与英伟达是否有合作，具体是哪方面的业务合作？,irm1867563,网站,2026-06-02 12:06:36,2026-06-10 17:13:32,1537013076927954944,2281806132425326592,2287901584550092800,您好，公司产品可应用于PC领域，有关公司产品、业务及客户合作信息请关注公司于法定信息披露媒体巨潮资讯网（www.cninfo.com.cn）披露的相关公告及公司微信公众号（广和通 FIBOCOM）及官网（www.fibocom.com）新闻。感谢您的关注！,广和通
广和通,300638,300638,广和通,制造业,012015,最近英伟达联合微软，以及戴尔等厂商，切入AIpc领域，广和通与全球前三大电脑销售企业均有蜂窝模组的合作，想问一下aipc业务广和通是否有相关研发投入，对后续的笔记本电脑的模组业务是否带来量价提升的机会，谢谢,irm3401022,网站,2026-06-02 16:15:54,2026-06-10 17:12:33,2281932574219657216,2281934620647079936,2287901163650097152,您好，公司产品可应用于PC领域，有关公司产品、研发信息请关注公司于法定信息披露媒体巨潮资讯网（www.cninfo.com.cn）披露的相关公告及公司微信公众号（广和通 FIBOCOM）及官网（www.fibocom.com）新闻。感谢您的关注！,广和通
广和通,300638,300638,广和通,制造业,012015,贵公司通信技术是否涉及光链接，光互联？,cninfo1371964,网站,2026-06-03 09:06:47,2026-06-10 17:11:32,2226973390982311936,2282455625949888512,2287900630888808448,您好，公司主要提供无线通信模组及解决方案产品，目前暂不涉及光链接、光互联产品。感谢您的关注！,广和通
广和通,300638,300638,广和通,制造业,012015,贵公司作为无线模块供应商，在光模块领域有哪些产品？,cninfo1371964,网站,2026-06-03 11:31:28,2026-06-10 17:11:03,2226973390982311936,2282530195172081664,2287900390549184512,您好，公司主要提供无线通信模组及解决方案产品，目前暂不涉及光模块产品。感谢您的关注！,广和通
广和通,300638,300638,广和通,制造业,012015,董秘您好：近月公司先后参加中国台北COMPUTEX、澳大利亚、韩国等多场国际展会，同时亮相国内智联光储类展会；中国台北展重点展示端侧AI、物理世界自主决策相关方案，同步展出ClawBox、Fibot等产品。请问公司是否将物理AI列为战略方向？相关研发、产品落地情况，以及和英伟达在该领域的合作进展与规划如何？,irm3075267,公众号,2026-06-09 09:16:45,2026-06-10 17:10:33,2179323675107594240,2286913784843141120,2287899986795937792,您好，有关公司产品、研发及客户合作情况请关注公司于法定信息披露媒体巨潮资讯网（www.cninfo.com.cn）披露的相关公告及公司微信公众号（广和通 FIBOCOM）及官网（www.fibocom.com）新闻。感谢您的关注！,广和通
广和通,300638,300638,广和通,制造业,012015,公司在市值管理方面做了哪些工作？,cninfo702218,网站,2026-06-09 11:08:01,2026-06-10 17:09:32,885882050521186304,2286971131246477312,2287899514177437696,您好，公司市值管理工作主要包括聚焦主业提升经营管理质量、推动重大资产重组、实施2025年度现金分红、加强信息披露及投资者交流等，有关事宜具体情况请关注公司于法定信息披露媒体巨潮资讯网（www.cninfo.com.cn）披露的相关公告。感谢您的关注！,广和通
广和通,300638,300638,广和通,制造业,012015,董秘您好，请问贵公司在无人驾驶领域有无布局？未来有何规划？,irm1867563,网站,2026-05-24 08:38:14,2026-06-09 15:45:03,1537013076927954944,2275019216494379008,2278259829468626944,您好，公司无线通信模组及解决方案产品可应用于无人驾驶领域，目前主要应用于汽车5G联网和智能座舱领域；公司将持续深耕智能汽车核心赛道，依托车规级通信技术、AI 全栈能力及全球化车载平台优势，聚焦5G、C-V2X、智能座舱，深化国内外头部车企及Tier1 客户合作，不断提升产品单车价值量与市场份额，助力软件定义汽车与智能驾驶演进，将智能汽车打造为公司长期增长的核心引擎。感谢您的关注！,广和通
