ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,summary,change_reason
002313.SZ,20260131,20251231,续亏,-86.9376,-64.505,-25000.0,-22000.0,预计:净利润-25000--22000,1.报告期内，受行业竞争格局变动影响，市场竞争加剧，公司营业收入较上年同期有所下降，毛利额同比减少，毛利额未能覆盖费用支出，导致利润亏损。此外，公司按照相关规定对应收款项进行计提减值损失。2.报告期内，公司持续推进降本增效与精简结构，通过组织调整提升运营效率，相关调整产生阶段性配套支出。未来公司将聚焦主营业务，持续降本增效，盘活资产价值，增强资金流动性，保障公司可持续健康发展。
002313.SZ,20260131,20251231,续亏,-86.9376,-64.505,-25000.0,-22000.0,预计:净利润-25000--22000,1.报告期内，受行业竞争格局变动影响，市场竞争加剧，公司营业收入较上年同期有所下降，毛利额同比减少，毛利额未能覆盖费用支出，导致利润亏损。此外，公司按照相关规定对应收款项进行计提减值损失。2.报告期内，公司持续推进降本增效与精简结构，通过组织调整提升运营效率，相关调整产生阶段性配套支出。未来公司将聚焦主营业务，持续降本增效，盘活资产价值，增强资金流动性，保障公司可持续健康发展。
002313.SZ,20250715,20250630,续亏,-31.5215,21.0871,-5000.0,-3000.0,预计:净利润-5000--3000,1、报告期内，受行业竞争格局变动影响，市场竞争加剧，公司营业收入较去年同期出现下降，毛利额减少，收入未能覆盖成本费用支出，导致利润亏损；2、报告期内，公司持续深化降本增效举措，加强费用预算管理，期间费用同比下降；3、报告期内，公司采取多种措施，加大对应收账款的催收力度，应收款回款金额有所增加，使得应收款项计提的信用减值损失同比减少。报告期内，虽然公司因收入下滑导致亏损，但公司积极采取措施有效遏制亏损幅度进一步扩大。未来公司将扎实推进降本增效，盘活、提升资产价值，增强资金流动性，保障公司可持续健康发展。
002313.SZ,20250123,20241231,续亏,56.1074,67.0806,-16000.0,-12000.0,预计:净利润-16000--12000,1、报告期内，公司营业收入总体呈现增长，其中无线通信模组业务收入增长明显；通信设备制造业务和通信服务工程业务因市场竞争激烈，营业收入出现下滑。虽然公司持续推进降本增效工作，期间费用同比减少，但整体期间费用仍然较高，各项业务产生的毛利无法有效覆盖期间费用，因此仍然出现亏损。2、报告期内，公司采取多种措施，加大对应收账款的催收力度，长账龄应收款回款金额有所增加，使得应收款项计提的信用减值损失同比减少。3、报告期内，公司因涉及证券虚假陈述责任纠纷诉讼，由此导致公司营业外支出有所增加。
002313.SZ,20240710,20240630,续亏,53.2567,71.954,-5000.0,-3000.0,预计:净利润-5000--3000,1、公司集中无线通信模组行业优势，加大模组核心技术投入，提升产品的竞争力；同时，聚焦大客户，重点投入和提升海外业务销售，提高运营能力和产品交付，模组业务销售额同比增长明显，带动毛利增长。2、报告期内，公司采取多种措施，加大对应收账款的催收力度，应收款回款金额有所增加，应收款项计提信用减值同比减少。
002313.SZ,20240710,20240630,续亏,53.2567,71.954,-5000.0,-3000.0,预计:净利润-5000--3000,1、公司集中无线通信模组行业优势，加大模组核心技术投入，提升产品的竞争力；同时，聚焦大客户，重点投入和提升海外业务销售，提高运营能力和产品交付，模组业务销售额同比增长明显，带动毛利增长。2、报告期内，公司采取多种措施，加大对应收账款的催收力度，应收款回款金额有所增加，应收款项计提信用减值同比减少。
002313.SZ,20240131,20231231,续亏,69.4259,74.1296,-39000.0,-33000.0,预计:净利润-39000--33000,1、报告期内，公司工程服务和基础设备业务中标项目数量同比减少，中标金额下降。公司基础设备板块国内运营商业务收入下降明显；公司基础设备海外业务下滑明显，因其毛利率较高，销售收入减少对利润影响显著。2、公司智慧城市等物联网产品及解决方案形成的历史应收账款，账龄长，金额大，回款风险增加，报告期需计提信用减值损失较大。
002313.SZ,20240131,20231231,续亏,69.4259,74.1296,-39000.0,-33000.0,预计:净利润-39000--33000,1、报告期内，公司工程服务和基础设备业务中标项目数量同比减少，中标金额下降。公司基础设备板块国内运营商业务收入下降明显；公司基础设备海外业务下滑明显，因其毛利率较高，销售收入减少对利润影响显著。2、公司智慧城市等物联网产品及解决方案形成的历史应收账款，账龄长，金额大，回款风险增加，报告期需计提信用减值损失较大。
002313.SZ,20230715,20230630,续亏,65.7,71.9363,-11000.0,-9000.0,预计:净利润-11000--9000,1、报告期内，公司进一步聚焦主业，停止有关与主营业务关联度较低的业务、战略缩减低毛利率业务，同时公司基础设备海外业务中微站电池电源等产品收入同比下滑明显，上半年公司收入同比下降。2、上半年，公司积极进行降本增效，毛利率上升明显；同时加强费用的管理，期间费用同比下降。
002313.SZ,20230715,20230630,续亏,65.7,71.9363,-11000.0,-9000.0,预计:净利润-11000--9000,1、报告期内，公司进一步聚焦主业，停止有关与主营业务关联度较低的业务、战略缩减低毛利率业务，同时公司基础设备海外业务中微站电池电源等产品收入同比下滑明显，上半年公司收入同比下降。2、上半年，公司积极进行降本增效，毛利率上升明显；同时加强费用的管理，期间费用同比下降。
