ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,summary,change_reason
300101.SZ,20240130,20231231,预减,-80.01,-75.01,6000.0,7500.0,预计:净利润6000-7500,"报告期内，公司持续加大研发投入，巩固核心竞争力，不断深度拓展产品应用领域，集成电路产品销售继续保持稳定，产品化战略有序推进。1、本报告期公司经营业绩较上年同期下降，主要原因为：（1）受北斗三号市场推广不及预期及行业暂定价合同于本期完成审价调整；（2）集成电路设计服务项目承接数量减少；（3）政府补助等非经常性损益较上年同期减少。2、预计报告期内非经常性损益对公司净利润的影响金额为2,000万元。综上，公司2023年度实现归属于上市公司股东的净利润较上年同期下降，截至目前，公司在手订单充裕，生产经营有序开展。"
300101.SZ,20240130,20231231,预减,-80.01,-75.01,6000.0,7500.0,预计:净利润6000-7500,"报告期内，公司持续加大研发投入，巩固核心竞争力，不断深度拓展产品应用领域，集成电路产品销售继续保持稳定，产品化战略有序推进。1、本报告期公司经营业绩较上年同期下降，主要原因为：（1）受北斗三号市场推广不及预期及行业暂定价合同于本期完成审价调整；（2）集成电路设计服务项目承接数量减少；（3）政府补助等非经常性损益较上年同期减少。2、预计报告期内非经常性损益对公司净利润的影响金额为2,000万元。综上，公司2023年度实现归属于上市公司股东的净利润较上年同期下降，截至目前，公司在手订单充裕，生产经营有序开展。"
300101.SZ,20230130,20221231,预增,98.05,137.66,30000.0,36000.0,预计:净利润30000-36000,"1、报告期内，公司持续推进产品化战略，巩固核心竞争力，不断深度拓展产品应用领域，总体营业收入实现同比增长。尤其受益于国内集成电路行业的高景气发展，公司集成电路板块销售突破新高。尽管报告期内受疫情、高温限电等影响，但公司全体员工共克时艰、战“疫”保产，保障了重点项目的研发和产品交付，最终公司实现了报告期归属于上市公司股东净利润的较大提升。2、预计报告期内非经常性损益对净利润的影响金额为11,000万元。"
300101.SZ,20220127,20211231,预增,73.67,103.45,14000.0,16400.0,预计:净利润14000-16400,"1、基于公司产品化战略的持续推进，报告期内各板块业务发展持续向好，尤其受益于集成电路行业市场需求增长，公司重点加强了技术创新和供货保障，积极推进产品生产交付，报告期公司集成电路业务销售收入较其他业务板块同比增长明显；同时，通过强化重点产品市场销售及加快新产品的推出，北斗导航定位终端销售收入较上年同期实现增长。2、预计报告期内非经常性损益对净利润的影响金额为7,000万元。综上，公司2021年度实现归属于上市公司股东的净利润较上年同期实现增长。"
300101.SZ,20220127,20211231,预增,73.67,103.45,14000.0,16400.0,预计净利润14000-16400万,"1、基于公司产品化战略的持续推进，报告期内各板块业务发展持续向好，尤其受益于集成电路行业市场需求增长，公司重点加强了技术创新和供货保障，积极推进产品生产交付，报告期公司集成电路业务销售收入较其他业务板块同比增长明显；同时，通过强化重点产品市场销售及加快新产品的推出，北斗导航定位终端销售收入较上年同期实现增长。2、预计报告期内非经常性损益对净利润的影响金额为7,000万元。综上，公司2021年度实现归属于上市公司股东的净利润较上年同期实现增长。"
300101.SZ,20210125,20201231,预增,1535.13,1862.15,7500.0,9000.0,预计净利润7500-9000万,"1,报告期,公司基于完善的法人治理结构和内控管理,保障了上市公司治理的独立稳定运行,在公司管理层的带领下,紧紧围绕“抓市场,强研发,增效率”的指导思想,克服了新冠疫情的不利影响,确保了年初经营目标的实现.2,报告期,公司紧抓集成电路行业市场需求增长以及北斗全球导航系统正式组网运行的历史性机遇,积极强化新产品推出速度和重点市场拓展力度,持续加强研发投入和供货保障能力建设,实现了2020年度总体销售收入的增长.其中,元器件及模块产品,卫星导航定位终端板块的销售收入较上年同期实现增长,收入结构占比较同期有所提升,使得公司综合毛利率较去年同期实现增长.3,报告期,公司通过增效降费,狠抓回款等各种措施,销售回款较上年同期增长,预计报告期计提应收款项信用减值损失较上年同期下降.4,预计报告期内非经常性损益对净利润的影响金额为2,700万元.综上,公司2020年度实现归属于上市公司股东的净利润较上年同期增长."
300101.SZ,20200410,20200331,略增,18.52,48.15,400.0,500.0,预计净利润400-500万,"1,本报告期受新型冠状病毒疫情影响,公司上下游客户复工时间有所延迟,导致公司部分安防监控现场施工进度及设计服务节点验收受到影响,因此公司总体营业收入有所下降.面对疫情带来的不利影响,公司在全力做好疫情防控的同时,加紧复工复产,积极推进产品生产交付,使得报告期元器件,北斗卫星导航定位终端销售所受疫情影响较小,同时基于报告期公司期间费用较上年同期下降以及销售回款情况良好等因素,公司报告期归属于上市公司股东的净利润较上年同期实现增长.2,预计报告期内非经常性损益对净利润的影响金额为200万元."
300101.SZ,20200122,20191231,预减,-81.45,-53.62,300.0,750.0,预计净利润300-750万,"1、报告期内，公司元器件、设计服务等业务发展趋势良好，营业总收入保持了稳定增长。2、报告期末，公司应收账款较期初增加，预计报告期计提信用减值损失2,000万元。3、报告期内，基于谨慎性原则，公司对参股公司北京东方道迩信息技术股份有限公司（下简称“东方道迩”）形成的长期股权投资进行了减值测试，初步判断公司投资东方道迩，以及旗下参股产业基金——杭州振芯静元股权投资合伙企业（有限合伙）投资东方道迩形成的长期股权投资均存在减值风险，预计将对本报告期归属于上市公司股东的净利润影响金额为2,500万元。该金额尚待审计、评估机构进行审计、评估后方可确定。4、预计报告期内非经常性损益对净利润的影响金额为2,200万元。综上，公司2019年度实现归属于上市公司股东的净利润较上年同期下降。"
300101.SZ,20191015,20190930,预减,-70.61,-64.05,781.0,956.0,预计净利润781-956万,"1.2019年前三季度公司元器件、设计服务业务较上年同期增长，公司营业收入较上年同期基本持平。受公司销售综合毛利下降，市场开拓和技术支持费用加大，以及计提资产减值损失增长的影响，公司业绩总体较去年同期下降。2.公司预计2019年前三季度非经常性损益对净利润的影响金额为1,400万元。"
300101.SZ,20190713,20190630,预减,-73.41,-62.01,700.0,1000.0,预计净利润700-1000万,1、报告期，公司营业收入较上年同期略有增长，受公司销售综合毛利下降，市场开拓和技术支持费用加大，以及计提资产减值损失增长的影响，使得报告期内公司归属于上市公司股东的净利润较上年同期下降。2、预计报告期内非经常性损益对净利润的影响金额为450万元。
