ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,summary,change_reason
300552.SZ,20260124,20251231,续亏,52.086,65.0357,-18500.0,-13500.0,预计:净利润-18500--13500,报告期内，受益于车路云一体化及高速公路交通基础设施数字化转型升级相关政策的推动，公司紧密关注国家政策导向与行业发展趋势，积极把握市场机遇，持续开拓国内外市场，提升市场份额。2025年度，公司整体营业收入实现15%以上增长，其中智能网联、激光雷达、动态称重业务收入同比增长均超过20%。公司通过加强成本管控、抑制费用过快增长，并加大应收账款清收力度，期间费用同比有所下降；同时随着应收账款回收情况改善，信用减值计提同比减少。在上述因素共同作用下，公司2025年度净利润与经营性现金流均实现同比大幅度改善。然而，由于公司坚持长期发展战略，持续保持较高的市场与研发投入规模，2025年度净利润仍处于亏损状态。
300552.SZ,20250122,20241231,续亏,3.2502,24.0008,-37300.0,-29300.0,预计净利润-37300~-29300万,报告期内，随着车路云一体化及高速公路交通基础设施数字化转型升级相关政策的发布，公司为应对车路云一体化及高速公路业务的展开，在报告期内加大了市场拓展力度。同时公司坚持长期战略，保持创新投入力度，持续对激光雷达、智能网联等新产品进行研发投入，以及由于专用短程通信业务市场竞争加剧，部分产品价格的下降影响了整体毛利率下降，受上述因素综合影响导致公司净利润为亏损。
300552.SZ,20250122,20241231,续亏,3.2502,24.0008,-37300.0,-29300.0,预计:净利润-37300--29300,报告期内，随着车路云一体化及高速公路交通基础设施数字化转型升级相关政策的发布，公司为应对车路云一体化及高速公路业务的展开，在报告期内加大了市场拓展力度。同时公司坚持长期战略，保持创新投入力度，持续对激光雷达、智能网联等新产品进行研发投入，以及由于专用短程通信业务市场竞争加剧，部分产品价格的下降影响了整体毛利率下降，受上述因素综合影响导致公司净利润为亏损。
300552.SZ,20240126,20231231,续亏,-1400.6158,-1128.0901,-43500.0,-35600.0,预计:净利润-43500--35600,报告期内，公司营业收入保持稳定，较上年同期略有增长。其中专用短程通信业务收入和智能网联业务收入都较上年增长20%以上。公司2023年净利润同比下降主要原因如下：公司坚持长期战略，保持创新投入力度，持续加大激光雷达、智能网联等新产品的市场和研发投入，研发费用同比增长幅度较大；同时，公司部分产品价格在2023年有所下降，影响了整体毛利率。另外，报告期内，受经济增速放缓等方面因素的影响，公司回款受到影响，公司根据相关规定以及谨慎性原则，对应收款项计提坏账准备及对部分存货计提减值准备的金额同比增加。
300552.SZ,20240126,20231231,续亏,-1400.6158,-1128.0901,-43500.0,-35600.0,预计:净利润-43500--35600,报告期内，公司营业收入保持稳定，较上年同期略有增长。其中专用短程通信业务收入和智能网联业务收入都较上年增长20%以上。公司2023年净利润同比下降主要原因如下：公司坚持长期战略，保持创新投入力度，持续加大激光雷达、智能网联等新产品的市场和研发投入，研发费用同比增长幅度较大；同时，公司部分产品价格在2023年有所下降，影响了整体毛利率。另外，报告期内，受经济增速放缓等方面因素的影响，公司回款受到影响，公司根据相关规定以及谨慎性原则，对应收款项计提坏账准备及对部分存货计提减值准备的金额同比增加。
300552.SZ,20230131,20221231,首亏,-158.7018,-130.525,-2500.0,-1300.0,预计:净利润-2500--1300,公司2022年度净利润同比减少的主要原因是：1、报告期内，为满足公司未来业务拓展的需要，公司持续加大激光雷达等新产品的市场和研发投入，不断丰富产品品类和积累技术优势，开拓新市场、新客户，导致期间费用同比增加；2、报告期内，受新冠疫情反复、经济增速放缓等方面因素的影响，公司回款不达预期，公司按照《企业会计准则》等相关会计政策对应收款项计提坏账准备的金额同比增加。
300552.SZ,20230131,20221231,首亏,-158.7018,-130.525,-2500.0,-1300.0,预计净利润-2500~-1300万,公司2022年度净利润同比减少的主要原因是：1、报告期内，为满足公司未来业务拓展的需要，公司持续加大激光雷达等新产品的市场和研发投入，不断丰富产品品类和积累技术优势，开拓新市场、新客户，导致期间费用同比增加；2、报告期内，受新冠疫情反复、经济增速放缓等方面因素的影响，公司回款不达预期，公司按照《企业会计准则》等相关会计政策对应收款项计提坏账准备的金额同比增加。
300552.SZ,20220129,20211231,预减,-93.77,-90.88,3757.0,5498.0,预计:净利润3757-5498,公司2021年度净利润同比减少的主要原因是：（1）随着ETC行业进入稳步发展期，ETC产品出货量下降，公司ETC业务收入同比下降，影响公司2021年度整体营业收入同比下降；（2）报告期内，公司持续加大研发投入，在激光雷达、智能网联、汽车电子方面持续提升产品及解决方案能力，导致公司研发费用增加；（3）公司收到的增值税即征即退同比减少，因报告期内对应缴纳的软件收入增值税较少，导致该部分产生的增值税即征即退款在2021年度收到较少。
300552.SZ,20220129,20211231,预减,-93.77,-90.88,3757.0,5498.0,预计净利润3757-5498万,公司2021年度净利润同比减少的主要原因是：（1）随着ETC行业进入稳步发展期，ETC产品出货量下降，公司ETC业务收入同比下降，影响公司2021年度整体营业收入同比下降；（2）报告期内，公司持续加大研发投入，在激光雷达、智能网联、汽车电子方面持续提升产品及解决方案能力，导致公司研发费用增加；（3）公司收到的增值税即征即退同比减少，因报告期内对应缴纳的软件收入增值税较少，导致该部分产生的增值税即征即退款在2021年度收到较少。
300552.SZ,20210428,20210630,不确定,,,,,不确定,公司预计上半年激光产品和动态称重业务实现收入较上年同期增长，ETC行业进入稳步发展期，ETC业务上半年实现收入同比将出现下降；加之公司持续加大研发投入及软件退税较上年同期大幅下降，预计上半年实现的净利润较上年同期将出现下降。
