ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,summary,change_reason
300310.SZ,20260119,20251231,扭亏,126.3592,139.5388,800.0,1200.0,预计:净利润800-1200,1、报告期内，尽管公司营业收入较上年同期略有下降，但公司持续强化成本管控意识，积极落实一系列切实有效的降本增效措施，成功实现毛利率的稳步提升，从而对整体利润水平产生了积极影响。2、报告期内，公司严控期间费用，使得销售费用、管理费用同比均有所下降；同时，信用减值损失、资产减值损失及营业外支出亦较上年同期明显改善。上述积极因素共同作用，为公司当期盈利水平的提升提供了有力支撑。
300310.SZ,20250123,20241231,首亏,-172.6268,-156.0264,-3500.0,-2700.0,预计:净利润-3500--2700,"预计公司2024年归属上市公司股东的净利润约为-2,700万元至-3,500万元。业绩变动的主要原因如下：1、报告期内，公司业务收入较上年同期略有下降，对公司净利润产生了一定的影响。2、报告期内，因公司子公司爱云信息技术（北京）有限公司包含商誉的相关资产组出现减值，公司计提商誉减值准备3,127.21万元。3、报告期内，因公司财务费用较上年同期增加、其他收益较上年同期减少等对公司净利润有较大影响。4、报告期内，公司丧失对控股子公司广东宜通衡睿科技有限公司的控制权后，剩余股权按公允价值重新计量确认的投资收益对净利润的影响约为4,000万元。"
300310.SZ,20240130,20231231,预增,132.77,203.61,4600.0,6000.0,预计:净利润4600-6000,"1、报告期内，公司收回以前年度对深圳市倍泰健康测量分析技术有限公司已全额单项计提减值准备的委托银行贷款7,141.05万元，导致“归属于上市公司股东的净利润”同比增长。2、报告期内，公司应收客户款项回款周期延长致使计提的信用减值损失增加、公司持续加大市场体系建设导致销售费用增加等因素导致“扣除非经常性损益后的净利润”同比下降。3、报告期内，公司预计非经常性损益对净利润的影响金额约7,800.00万元。"
300310.SZ,20240130,20231231,预增,132.77,203.61,4600.0,6000.0,预计:净利润4600-6000,"1、报告期内，公司收回以前年度对深圳市倍泰健康测量分析技术有限公司已全额单项计提减值准备的委托银行贷款7,141.05万元，导致“归属于上市公司股东的净利润”同比增长。2、报告期内，公司应收客户款项回款周期延长致使计提的信用减值损失增加、公司持续加大市场体系建设导致销售费用增加等因素导致“扣除非经常性损益后的净利润”同比下降。3、报告期内，公司预计非经常性损益对净利润的影响金额约7,800.00万元。"
300310.SZ,20230130,20221231,预减,-66.55,-57.26,1800.0,2300.0,预计:净利润1800-2300,"2021年公司非经常性损益对净利润的影响金额为4,281.51万元，公司预计2022年度非经常性损益对净利润的影响金额约为800万元。因此，2022年预计归属于上市公司股东的净利润同比下降。"
300310.SZ,20220126,20211231,预增,140.64,188.77,5000.0,6000.0,预计:净利润5000-6000,"报告期内，公司围绕发展战略全力拓展市场，并进一步加强项目运营交付管理，使得传统主业保持稳步增长，同时在ICT业务也取得较大突破。公司预计2021年度非经常性损益对公司净利润的影响金额约为4,400万元，其中因公司对参股公司股权投资由“长期股权投资”改为“其他权益工具投资”核算，该变化对损益的影响约为1,900万；回收以前年度已单项全额计提坏账准备的应收款项1,898万。"
300310.SZ,20220126,20211231,预增,140.64,188.77,5000.0,6000.0,预计净利润5000-6000万,"报告期内，公司围绕发展战略全力拓展市场，并进一步加强项目运营交付管理，使得传统主业保持稳步增长，同时在ICT业务也取得较大突破。公司预计2021年度非经常性损益对公司净利润的影响金额约为4,400万元，其中因公司对参股公司股权投资由“长期股权投资”改为“其他权益工具投资”核算，该变化对损益的影响约为1,900万；回收以前年度已单项全额计提坏账准备的应收款项1,898万。"
300310.SZ,20200410,20200331,预减,-79.85,-74.09,350.0,450.0,预计净利润350-450万,报告期内，爆发的新型冠状病毒感染肺炎疫情给公司一季度经营造成一定的影响。由于政府纾解企业困难，推动企业有序复工复产，给予一定的减免政策，实际影响金额较原预计有所减少。公司按并购协议在2018年末确认了可获取的业绩承诺方需补偿的股份数仍有436.78万股未回购注销，此部分股票在本报告期的公允价值变动484.84万元计入公允价值损益，属于非经常性损益事项。2020年3月31日公司股票收盘价高于原预计收盘价。
300310.SZ,20200307,20200331,预减,-120.15,-91.36,-350.0,150.0,预计净利润-350-150万,报告期内，爆发的新型冠状病毒感染肺炎疫情给公司网络维护和网络工程业务带来一定的影响，由于各地封闭社区、交通管制，导致工程工期延长，维护工单完成率较低，预计会对公司一季度经营造成一定的影响。另外，公司按并购协议在2018年末确认了可获取的业绩承诺方需补偿的股份数仍有436.78万股未回购注销，此部分股票的公允价值变动将计入公允价值损益，属于非经常性损益事项。
300310.SZ,20200122,20191231,扭亏,101.5233,101.7771,3000.0,3500.0,预计净利润3000-3500万,"1、公司2019年度预计业绩已考虑商誉减值准备的影响，计提商誉减值准备对2019年度业绩的影响将远小于2018年度，这是公司2019年度扭亏为盈的主要原因。2、报告期内，公司加大应收账款催收力度，销售回款情况改善明显，2019年经营性现金净流量较去年同期大幅增长。报告期内，预计非经常性损益对公司净利润的影响金额约为1,000万元。"
300310.SZ,20191030,20191231,扭亏,,,,,扭亏,2018年度末对公司各项资产进行了清查，对存在减值迹象的资产进行了减值测试并计提了大额减值准备，而预测2019年金额相对较小，不会对净利润造成很大影响。
300310.SZ,20190810,20190930,扭亏,105.27,106.15,3000.0,3500.0,预计净利润3000-3500万,"2018年前三季度，因倍泰健康当时实际经营环境与收购时有较大差异，对其合并商誉进行了初步测试并计提减值准备5.1亿元；因2017年实施的限制性股票激励方案终止，2018年前三季度计提2,011.72万元的股票摊销成本；因倍泰健康的客户北京远程视界科技集团有限公司（以下简称“远程视界”）存在持续经营问题，对其计提单项计提坏账准备8,100万元；以上导致2018年前三季度亏损，而本年度内无此类事项。"
300310.SZ,20190712,20190630,扭亏,105.5536,106.6216,2600.0,3100.0,预计净利润2600-3100万,"2018年二季度，子公司深圳市倍泰健康测量分析技术有限公司（以下简称“倍泰健康”）原负责人方炎林涉嫌犯罪及违规经营，使子公司当期经营受阻，营业收入下滑。由于倍泰健康当时实际经营环境与收购时有较大差异，基于谨慎性原则，公司在2018年半年报对其合并商誉进行了初步测试并计提减值准备5.1亿元，导致归属上市公司净利润出现亏损。另外，公司预计本报告期非经常性损益约为1,100万元。主要是倍泰健康未完成2018年度对赌业绩，按协议确认的可获取的业绩承诺方补偿的股份，该部分股份在本报告期的公允价值变动收益。"
300310.SZ,20190425,20190630,扭亏,,,,,扭亏,公司预测年初至下一报告期末的累计净利润可能与上年同期发生相比增加。主要原因是2018年二季度，子公司倍泰健康原负责人涉嫌犯罪涉及事项使子公司当期经营受阻、营业收入下滑。由于倍泰健康当时实际经营环境与收购时有较大差异，基于谨慎性原则，公司在2018年半年报对其合并商誉进行了初步测试并计提减值准备5.1亿元，导致归属上市公司净利润出现亏损。而公司预测年初至下一报告期不会发生此类事件，净利润将有所增加。
