ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,summary,change_reason
002373.SZ,20260122,20251231,扭亏,120.96,126.83,25000.0,32000.0,预计:净利润25000-32000,报告期内，公司预计归属于上市公司股东的净利润实现扭亏为盈，主要受以下几方面因素综合影响：主营业务恢复增长，收入有所提升：2025年度，公司紧抓市场机遇，持续深化业务布局与结构调整，在智能物联业务领域，公司强化市场拓展与产品创新，收入逐步恢复增长；在智慧交通业务领域多项目实现交付验收，收入增长。同时，公司持续推进精细化管理和运营效率提升，加强费用管控，从而带动了整体盈利能力的提升。资产减值损失较上年同期大幅下降：上年同期，公司基于对相关资产组未来经营情况的审慎评估，计提了较大金额的商誉减值准备。本报告期内，相关业务经营状况趋于稳定，未来现金流预期改善，计提的商誉减值准备大幅下降。非经常性损益的影响：本报告期非经常性损益对净利润的影响主要来源于公司持有的鸿泉物联（证券代码：688288）股票公允价值变动产生的收益及处置部分股份产生的投资收益。该部分收益增加了公司报告期内的净利润，但属于非经常性损益项目。综上所述，公司2025年度业绩扭亏为盈，主要得益于主营业务的恢复性增长与费用控制、资产减值损失计提大幅减少以及非经常性损益的正面贡献。
002373.SZ,20250715,20250630,预增,1125.99,1534.65,15000.0,20000.0,预计:净利润15000-20000,2025年1-6月，公司归属于上市公司股东的净利润同比上升，主要受持有的权益工具公允价值变动对本期净利润的影响约1.1亿元。报告期内，公司主营业务受行业阶段性调整及公司主动采取的更加稳健的营销策略影响同比有所下降，但通过市场拓展、优化产品结构及成本管控等多项措施，公司第二季度业务调整成效逐步显现，核心盈利能力持续修复。未来，公司将聚焦高附加值业务领域，加速新产品落地及市场份额拓展，同时提高运营效率。目前，下游需求呈现回暖趋势，叠加公司技术升级与业务布局的逐步释放，预计主营业务将逐步恢复稳健增长，为投资者创造长期价值。
002373.SZ,20250124,20241231,首亏,-335.9878,-289.8964,-128000.0,-103000.0,预计:净利润-128000--103000,(一)主营业务影响1、2024年，受国内部分地区客户需求下降和项目实施延后等因素影响，以及公司在国内部分行业或区域采取了更加稳健的营销策略，主动放弃了部分可能会带来应收账款回款风险的项目，由此导致公司本期营业收入有所下降。此外，智慧交通及智能物联部分业务受需求下降及市场竞争加剧等影响，使得总体毛利率下降，整体盈利空间受到进一步挤压。2、计提资产减值准备的影响2024年末，公司根据《企业会计准则》和公司会计政策的相关规定，同时结合公司业务发展情况和外部经济形势，对合并报表范围内各公司2024年12月末所属资产进行了初步减值测试，本着谨慎性原则，预计对其中部分资产计提减值准备，其中2024年度计提商誉减值准备金额合计约为7亿元。公司下属子公司浙江宇视科技有限公司，受到竞争加剧、行业需求变化的影响，2024年毛利率有所下降，同时海外经营环境面临一定的不确定性和挑战，对未来营收增速的不确定性增加；公司下属子公司盘天（厦门）智能交通有限公司受下游客户需求的压缩致使业务拓展不达预期，毛利率有所下降，应收账款回款放缓。公司出于谨慎性原则，预计主要对浙江宇视科技有限公司和盘天（厦门）智能交通有限公司的商誉计提减值准备。(二)非经营性损益的影响2024年，公司持有鸿泉物联的股票价格下跌，公允价值下降对2024年度净利润的影响约-0.9亿元。
002373.SZ,20240711,20240630,预减,-96.49,-94.74,1000.0,1500.0,预计:净利润1000-1500,报告期内，营业收入同比增长5%到10%。受市场波动影响公司持有鸿泉物联（股票代码：688288）的公允价值下降对净利润的影响约-0.91亿元，该项目属于非经常性损益；受外部环境影响及单体项目利润率波动影响，上述因素致使2024年半年度归属母公司净利润下降。
002373.SZ,20240711,20240630,预减,-96.49,-94.74,1000.0,1500.0,预计:净利润1000-1500,报告期内，营业收入同比增长5%到10%。受市场波动影响公司持有鸿泉物联（股票代码：688288）的公允价值下降对净利润的影响约-0.91亿元，该项目属于非经常性损益；受外部环境影响及单体项目利润率波动影响，上述因素致使2024年半年度归属母公司净利润下降。
002373.SZ,20240124,20231231,扭亏,211.8965,224.3294,54000.0,60000.0,预计:净利润54000-60000,"报告期内，公司净利润同比扭亏为盈，主要为随着市场逐步回暖、需求复苏，项目交付加快，公司产品和解决方案销售收入同比增长所致；公司持有鸿泉物联（股票代码：688288）、思特威（股票代码：688213）等公允价值上涨使净利润增长约20,668.42万元，该项目属于非经常性损益。上述因素综合影响，促使2023年度归属母公司净利润扭亏为盈。"
002373.SZ,20240124,20231231,扭亏,211.8965,224.3294,54000.0,60000.0,预计:净利润54000-60000,"报告期内，公司净利润同比扭亏为盈，主要为随着市场逐步回暖、需求复苏，项目交付加快，公司产品和解决方案销售收入同比增长所致；公司持有鸿泉物联（股票代码：688288）、思特威（股票代码：688213）等公允价值上涨使净利润增长约20,668.42万元，该项目属于非经常性损益。上述因素综合影响，促使2023年度归属母公司净利润扭亏为盈。"
002373.SZ,20230715,20230630,扭亏,369.9458,423.9349,25000.0,30000.0,预计:净利润25000-30000,报告期内，公司净利润同比扭亏为盈，主要为随着市场逐步回暖、需求复苏，项目交付加快，公司产品和解决方案销售收入同比增长所致；公司持有鸿泉物联（股票代码：688288）、思特威（股票代码：688213）等公允价值上涨使净利润增长约1.3亿元，该项目属于非经常性损益。上述因素综合影响，促使2023年半年度归属母公司净利润扭亏为盈。
002373.SZ,20230715,20230630,扭亏,369.9458,423.9349,25000.0,30000.0,预计:净利润25000-30000,报告期内，公司净利润同比扭亏为盈，主要为随着市场逐步回暖、需求复苏，项目交付加快，公司产品和解决方案销售收入同比增长所致；公司持有鸿泉物联（股票代码：688288）、思特威（股票代码：688213）等公允价值上涨使净利润增长约1.3亿元，该项目属于非经常性损益。上述因素综合影响，促使2023年半年度归属母公司净利润扭亏为盈。
002373.SZ,20230131,20221231,首亏,-173.2025,-162.153,-53000.0,-45000.0,预计:净利润-53000--45000,报告期内，受市场波动影响公司持有鸿泉物联（股票代码：688288）的公允价值下降对净利润的影响约2.94亿元，该项目属于非经常性损益；受外部环境影响，公司产品和解决方案销售有所下降、部分项目交付延迟，同时公司对存货、商誉等计提了资产减值损失，致使2022年度归属母公司净利润预计亏损。
002373.SZ,20230131,20221231,首亏,-173.2025,-162.153,-53000.0,-45000.0,预计净利润-53000~-45000万,报告期内，受市场波动影响公司持有鸿泉物联（股票代码：688288）的公允价值下降对净利润的影响约2.94亿元，该项目属于非经常性损益；受外部环境影响，公司产品和解决方案销售有所下降、部分项目交付延迟，同时公司对存货、商誉等计提了资产减值损失，致使2022年度归属母公司净利润预计亏损。
002373.SZ,20220715,20220630,首亏,-125.6552,-113.8143,-13000.0,-7000.0,预计:净利润-13000--7000,报告期内，受市场波动影响公司持有鸿泉物联（股票代码：688288）的公允价值下降对净利润的影响约2.2亿元，该项目属于非经常性损益；同时受疫情影响，公司产品和解决方案销售有所下降，上述因素致使2022年半年度归属母公司净利润预计亏损。
002373.SZ,20220715,20220630,首亏,-125.6552,-113.8143,-13000.0,-7000.0,预计净利润-13000~-7000万,报告期内，受市场波动影响公司持有鸿泉物联（股票代码：688288）的公允价值下降对净利润的影响约2.2亿元，该项目属于非经常性损益；同时受疫情影响，公司产品和解决方案销售有所下降，上述因素致使2022年半年度归属母公司净利润预计亏损。
002373.SZ,20220330,20220331,首亏,-307.1429,-271.4286,-29000.0,-24000.0,预计:净利润-29000--24000,报告期内，受市场波动影响公司持有鸿泉物联（股票代码：688288）的公允价值下降对净利润的影响约1.9-2.2亿元，该项目属于非经常性损益；同时受疫情影响，公司产品销售同比有所下降，交通解决方案项目交付出现部分延迟导致收入确认相应延迟，上述因素致使2022年一季度归属母公司净利润预计转亏。
002373.SZ,20220330,20220331,首亏,-307.1429,-271.4286,-29000.0,-24000.0,预计净利润-29000~-24000万,报告期内，受市场波动影响公司持有鸿泉物联（股票代码：688288）的公允价值下降对净利润的影响约1.9-2.2亿元，该项目属于非经常性损益；同时受疫情影响，公司产品销售同比有所下降，交通解决方案项目交付出现部分延迟导致收入确认相应延迟，上述因素致使2022年一季度归属母公司净利润预计转亏。
002373.SZ,20190330,20190331,预增,40.0,60.0,14200.0,16228.0,预计净利润14200-16228万,报告期内，公司智慧交通和智能安防市场依然保持良好的发展态势，公司经营业务收入和业绩亦保持稳定快速增长，以及公司合并报表影响。
002373.SZ,20181030,20181231,预增,61.09,82.57,75000.0,85000.0,预计净利润75000-85000万,公司发行股份购买交智科技重大资产重组于2018年3月完成资产交割，由于资产交割前交智科技受千方集团控制，与公司属于同一控制下的合并，本公司自2018年起将交智科技纳入合并范围，同时追溯调整可比期间财务报表。受合并调整影响，公司按同一控制下控制交智科技股权之份额合并业绩，即2018年1-3月按照公司与千方集团合计持有的将杭州交智38.0010%股权计算归属于上市股东的净利润；2018年4-9月按照公司持有的95.3202%股权比例计算归属于上市股东的净利润；2017年3-9月按照26.68%股权比例计算交智科技的归属于上市股东的净利润。此外，公司智慧交通和智慧安防市场依然保持良好的发展态势，公司经营业务收入和业绩亦保持稳定快速增长。
002373.SZ,20180825,20180930,预增,53.05,68.99,48000.0,53000.0,预计净利润48000-53000万,公司发行股份购买交智科技重大资产重组于2018年3月完成资产交割，由于资产交割前交智科技受千方集团控制，与公司属于同一控制下的合并，本公司自2018年起将交智科技纳入合并范围，同时追溯调整可比期间财务报表。受合并调整影响，公司按同一控制下控制交智科技股权之份额合并业绩，即2018年1-3月按照公司与千方集团合计持有的将杭州交智38.0010%股权计算归属于上市股东的净利润；2018年4-6月按照公司持有的95.3202%股权比例计算归属于上市股东的净利润；2017年3-6月按照26.68%股权比例计算交智科技的归属于上市股东的净利润。此外，公司智慧交通和智慧安防市场依然保持良好的发展态势，公司经营业务收入和业绩亦保持稳定快速增长。
002373.SZ,20180427,20180630,预增,44.0,60.0,27000.0,30000.0,预计净利润27000-30000万,本公司发行股份购买交智科技重大资产重组于2018年3月完成资产交割，由于交割前交智科技受千方集团控制，与公司属于同一控制下的合并，本公司自2018年起将交智科技纳入合并范围，同时追溯调整可比期间财务报表。受合并调整影响，上市公司将按同一控制下控制交智科技股权之份额合并业绩，即2018年4月资产交割前按照千方科技、千方集团合计持有的将杭州交智38.0010%股权计算归属于上市股东的净利润，资产交割后按照千方科技持有的95.3202%股权比例计算归属于上市股东的净利润；2017年3月至6月份按照26.68%股权比例计算交智科技的归属于上市股东的净利润。此外，本公司智能交通和大安防市场依然保持良好的发展态势，公司经营业务收入和业绩亦保持稳定快速增长。
002373.SZ,20180331,20180331,预增,39.0,53.0,9482.0,10437.0,预计净利润9482-10437万,本公司发行股份购买杭州交智科技有限公司（以下简称“交智科技”）重大资产重组于2018年3月完成资产交割，由于交割前交智科技受千方集团控制，与公司属于同一控制下的合并，本公司2018年一季度将杭州交智纳入合并范围，同时追溯调整可比期间财务报表。受合并调整影响，上市公司将按同一控制下控制交智科技股权之份额合并业绩。此外，本公司智能交通和大安防市场依然保持良好的发展态势，公司经营业务收入和业绩亦保持稳定快速增长。
002373.SZ,20171028,20171231,略增,5.0,20.0,35267.0,40305.0,预计净利润35267-40305万,公司业绩的持续增长主要因公司依托“大交通”产业布局基于更加完整的产品及解决方案伴随着各级政府投入增加项目建设与实施有所增加。
002373.SZ,20170824,20170930,略增,5.0,25.0,23134.0,27541.0,预计净利润23134-27541万,公司业绩的快速增长主要因公司依托“大交通”产业布局基于更加完整的产品及解决方案伴随着各级政府投入增加项目建设与实施有所增加。
002373.SZ,20170429,20170630,略增,10.0,20.0,14349.0,15653.0,预计净利润14349-15653万,公司业绩的快速增长主要因公司依托“大交通”产业布局，基于更加完整的产品及解决方案，伴随着各级政府投入增加，项目建设与实施有所增加。
002373.SZ,20170331,20170331,略增,5.0,15.0,6043.0,6618.0,预计净利润6043-6618万,公司依托“大交通”产业布局，基于更加完整的产品及解决方案，伴随着各级政府投入增加，项目建设与实施有所增加。
002373.SZ,20161028,20161231,略增,9.23,26.3,32000.0,37000.0,预计净利润32000-37000万,
002373.SZ,20160824,20160930,略增,0.39,7.36,21600.0,23100.0,预计净利润21600-23100万,
002373.SZ,20160427,20160630,略增,15.0,35.0,12598.0,14789.0,预计净利润12598-14789万,
002373.SZ,20160331,20160331,略增,15.0,30.0,5263.0,5950.0,预计净利润5263-5950万,
002373.SZ,20151020,20151231,略增,16.36,24.38,29000.0,31000.0,预计净利润29000-31000万,
