ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,summary,change_reason
002869.SZ,20260130,20251231,首亏,-252.3717,-211.7392,-12000.0,-8800.0,预计:净利润-12000--8800,1、报告期内，因车路通2025年度业绩未达预期，公司收购其100%股权所形成的商誉存在减值迹象，需计提商誉减值损失。针对车路通未实现2025年业绩承诺事项，待专项审计意见出具后，公司将按照此前签署的《支付现金购买资产之业绩补偿协议》约定，积极督促相关业绩承诺方履行补偿义务。2、2025年初，公司发布“大车路云”战略，持续聚焦数字交通与交能融合主航线，致力于打造iACT网联交通智能体与CCTE网联交能复合体，以实现Z4（零死亡、零事故、零拥堵、零碳排）及FST（未来可持续发展交通系统）的使命和愿景。报告期内，面对市场环境变化带来的行业挑战，公司坚持以客户需求与技术创新为驱动，积极布局未来发展动能。在技术端，公司持续加大研发投入，不断丰富产品矩阵，巩固核心技术竞争力；在销售端，公司着力强化渠道体系建设，扩大市场资源投放。上述战略推进导致报告期内公司研发费用及销售费用同比增加，同时公司传统业务收入、毛利率有所下降，对本期利润产生影响。
002869.SZ,20260130,20251231,首亏,-252.3717,-211.7392,-12000.0,-8800.0,预计:净利润-12000--8800,1、报告期内，因车路通2025年度业绩未达预期，公司收购其100%股权所形成的商誉存在减值迹象，需计提商誉减值损失。针对车路通未实现2025年业绩承诺事项，待专项审计意见出具后，公司将按照此前签署的《支付现金购买资产之业绩补偿协议》约定，积极督促相关业绩承诺方履行补偿义务。2、2025年初，公司发布“大车路云”战略，持续聚焦数字交通与交能融合主航线，致力于打造iACT网联交通智能体与CCTE网联交能复合体，以实现Z4（零死亡、零事故、零拥堵、零碳排）及FST（未来可持续发展交通系统）的使命和愿景。报告期内，面对市场环境变化带来的行业挑战，公司坚持以客户需求与技术创新为驱动，积极布局未来发展动能。在技术端，公司持续加大研发投入，不断丰富产品矩阵，巩固核心技术竞争力；在销售端，公司着力强化渠道体系建设，扩大市场资源投放。上述战略推进导致报告期内公司研发费用及销售费用同比增加，同时公司传统业务收入、毛利率有所下降，对本期利润产生影响。
002869.SZ,20250715,20250630,首亏,-177.1015,-157.8261,-1200.0,-900.0,预计:净利润-1200--900,报告期内，公司聚焦智慧交通领域，大力发展ETC、车路云、汽车电子、数字能源、低空网联、智慧物联、数字监测等相关业务集群，推动“聪明的车、智慧的路、协同的云、清洁的能、低碳的园、韧性的城”实现数字化升级。本报告期行业竞争态势加剧，部分产品售价下降明显，综合毛利率承压，加之公司理财产品收益减少等因素影响，导致公司整体业绩下滑。公司将持续秉承Z4（零死亡、零事故、零拥堵、零碳）的交通使命，沿着“ETC-V2X车路协同-大车路云-车能路云-iACT网联交通智能体与CCTE网联交能复合体”的战略发展路径稳步前进，积极在相关业务领域布局，坚持“以技术之根育产品之树，以产品之树构建方案生态”的理念，以期实现更安全、更高效、更节能的FST未来可持续发展交通愿景。
002869.SZ,20250117,20241231,预增,50.05,65.05,7400.0,8140.0,预计:净利润7400-8140,报告期内，公司持续聚焦“智慧的路”和“聪明的车”两大核心业务场景，致力于构建车路高效协同的现代化智能交通系统，赋能交通管理数字化转型和智慧化升级。报告期内，公司战略稳步推进，相关业务发展态势良好。公司持续推进精细化管理，提升客户满意度，促进业绩提升。
002869.SZ,20240713,20240630,预增,90.06,90.06,1555.0,1555.0,预计:净利润1555,"报告期内，公司坚持聚焦主营业务，围绕公司整体战略目标及经营目标，积极开拓市场，持续提升公司市场竞争力与盈利水平。报告期内，预计非经常性损益对公司归属于上市公司股东的净利润的影响金额为1,295万元左右，主要系收到的政府补助、理财收益等。"
002869.SZ,20240713,20240630,预增,90.06,90.06,1555.0,1555.0,预计:净利润1555,"报告期内，公司坚持聚焦主营业务，围绕公司整体战略目标及经营目标，积极开拓市场，持续提升公司市场竞争力与盈利水平。报告期内，预计非经常性损益对公司归属于上市公司股东的净利润的影响金额为1,295万元左右，主要系收到的政府补助、理财收益等。"
002869.SZ,20240125,20231231,预增,144.21,164.99,4700.0,5100.0,预计:净利润4700-5100,报告期内，公司坚持聚焦主业，持续大力发展智慧高速、城市数字交通、车路协同、汽车电子四大业务集群。公司在原有传统ETC业务发展的基础上，在高速公路收费机器人、车路协同、汽车电子等业务领域实现突破和增长。与此同时，公司持续优化资产结构、推进降本增效，整体业绩得以提升。报告期内，预计非经常性损益对公司归属于上市公司股东的净利润的影响金额为3500万元左右，主要系公司收到的理财收益、重大诉讼和解减值冲回、政府补助资金等。
002869.SZ,20240125,20231231,预增,144.21,164.99,4700.0,5100.0,预计:净利润4700-5100,报告期内，公司坚持聚焦主业，持续大力发展智慧高速、城市数字交通、车路协同、汽车电子四大业务集群。公司在原有传统ETC业务发展的基础上，在高速公路收费机器人、车路协同、汽车电子等业务领域实现突破和增长。与此同时，公司持续优化资产结构、推进降本增效，整体业绩得以提升。报告期内，预计非经常性损益对公司归属于上市公司股东的净利润的影响金额为3500万元左右，主要系公司收到的理财收益、重大诉讼和解减值冲回、政府补助资金等。
002869.SZ,20230714,20230630,预增,102.61,102.61,818.0,818.0,预计:净利润818,报告期内，公司秉承“让交通更智慧，让生活更简单”的企业使命，围绕经营目标，积极拓展市场，实现收入增长，全面推进精细化管理，提升盈利能力。
002869.SZ,20230714,20230630,预增,102.61,102.61,818.0,818.0,预计:净利润818,报告期内，公司秉承“让交通更智慧，让生活更简单”的企业使命，围绕经营目标，积极拓展市场，实现收入增长，全面推进精细化管理，提升盈利能力。
002869.SZ,20230119,20221231,扭亏,109.3394,112.9714,1800.0,2500.0,预计:净利润1800-2500,报告期内，公司持续加强研发创新，积极链接产业上下游资源，构建了“解决方案+核心设备+边端系统”的全栈式服务能力，在智慧高速、城市数字交通、车路协同、汽车电子等领域实现多业务突破。与此同时，公司通过优化资产结构、实施精细化管理等方式，全面提升运营管理能力，努力提升公司整体核心竞争力。
002869.SZ,20230119,20221231,扭亏,109.3394,112.9714,1800.0,2500.0,预计净利润1800-2500万,报告期内，公司持续加强研发创新，积极链接产业上下游资源，构建了“解决方案+核心设备+边端系统”的全栈式服务能力，在智慧高速、城市数字交通、车路协同、汽车电子等领域实现多业务突破。与此同时，公司通过优化资产结构、实施精细化管理等方式，全面提升运营管理能力，努力提升公司整体核心竞争力。
002869.SZ,20220715,20220630,扭亏,113.38,120.07,400.0,600.0,预计:净利润400-600,报告期内，公司业务围绕智慧的路和聪明的车，聚焦三大业务领域，各业务板块业绩增长明显。具体情况如下：1、智慧高速业务板块受路端及车端需求增加的影响，同时布局的新型收费系统进入市场发展期，相关业务收入增长明显。2、智慧城市业务板块，静态交通业务收入增长明显，动态交通业务基于城市路口全息感知数字孪生系统带来新的收入增长。以“研发创新+客户需求”为导向，积极捕捉客户需求，开拓新项目，打开增收创利新局面，实现相关业务营业收入跨越式增长。3、智能网联业务板块，自动驾驶车路协同V2X业务随着车端及路端需求增长，以及前装产品业务渗透率提升，带来相关业务收入增长。
002869.SZ,20220715,20220630,扭亏,113.38,120.07,400.0,600.0,预计净利润400-600万,报告期内，公司业务围绕智慧的路和聪明的车，聚焦三大业务领域，各业务板块业绩增长明显。具体情况如下：1、智慧高速业务板块受路端及车端需求增加的影响，同时布局的新型收费系统进入市场发展期，相关业务收入增长明显。2、智慧城市业务板块，静态交通业务收入增长明显，动态交通业务基于城市路口全息感知数字孪生系统带来新的收入增长。以“研发创新+客户需求”为导向，积极捕捉客户需求，开拓新项目，打开增收创利新局面，实现相关业务营业收入跨越式增长。3、智能网联业务板块，自动驾驶车路协同V2X业务随着车端及路端需求增长，以及前装产品业务渗透率提升，带来相关业务收入增长。
002869.SZ,20220129,20211231,首亏,-136.4714,-128.5428,-23000.0,-18000.0,预计:净利润-23000--18000,受国家相关政策调整及市场环境等综合因素的影响，市场订单减少，导致公司营业收入同比减少。同时，因存货消耗未达预期，针对这部分物料计提存货减值准备（具体减值情况可参阅公司同日刊登在《证券时报》、《证券日报》、《中国证券报》、《上海证券报》和巨潮资讯网<www.cninfo.com.cn>的《关于2021年度计提资产减值准备的公告》<公告编号：2022-002>），综合前述影响导致年度净利润为负。
002869.SZ,20220129,20211231,首亏,-136.4714,-128.5428,-23000.0,-18000.0,预计净利润-23000~-18000万,受国家相关政策调整及市场环境等综合因素的影响，市场订单减少，导致公司营业收入同比减少。同时，因存货消耗未达预期，针对这部分物料计提存货减值准备（具体减值情况可参阅公司同日刊登在《证券时报》、《证券日报》、《中国证券报》、《上海证券报》和巨潮资讯网<www.cninfo.com.cn>的《关于2021年度计提资产减值准备的公告》<公告编号：2022-002>），综合前述影响导致年度净利润为负。
002869.SZ,20211015,20210930,首亏,-116.9533,-115.3462,-8650.0,-7830.0,预计:净利润-8650--7830,受国家相关政策调整及市场环境等综合因素的影响，导致公司营业收入同比减少。
002869.SZ,20211015,20210930,首亏,-116.9533,-115.3462,-8650.0,-7830.0,预计净利润-8650~-7830万,受国家相关政策调整及市场环境等综合因素的影响，导致公司营业收入同比减少。
002869.SZ,20210714,20210630,首亏,-109.39,-107.69,-3410.0,-2790.0,预计:净利润-3410--2790,"1,国家取消高速公路省界收费站政策的刺激效应逐渐消退,2021年高速公路ETC行业发展回归常态.报告期内,高速公路ETC业务实现的收入同比减少,导致公司实现的整体营收同比减少;2,报告期内,公司取得的政府补助同比减少."
002869.SZ,20210714,20210630,首亏,-109.39,-107.69,-3410.0,-2790.0,预计净利润-3410~-2790万,"1,国家取消高速公路省界收费站政策的刺激效应逐渐消退,2021年高速公路ETC行业发展回归常态.报告期内,高速公路ETC业务实现的收入同比减少,导致公司实现的整体营收同比减少;2,报告期内,公司取得的政府补助同比减少."
002869.SZ,20210410,20210331,首亏,-107.33,-100.0,-800.0,0.0,预计:净利润-800-0,"1,国家取消高速公路省界收费站政策的刺激效应逐渐消退,报告期内,高速公路ETC业务实现的收入同比减少,而城市智慧停车,汽车电子标识,车路协同等业务实现收入占比较小,导致公司实现的整体营收同比减少;2,由于市场竞争加剧,报告期内,OBU毛利率下降导致公司的综合毛利率同比下降;3,公司的城市智慧停车,汽车电子标识,车路协同等业务在研发等方面仍处于持续投入阶段,报告期内,公司的研发费用仍维持在较大的规模;4,报告期内,公司取得的政府补助同比减少.2021年,高速公路ETC行业发展回归常态,由于行业特点,客户上半年确定全年的规划,预算,并对项目进行建设规划和招投标工作,因而公司的产品销售,收入确认存在一定的季节性特征,一季度占比相对较小."
