ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,summary,change_reason
002383.SZ,20260131,20251231,续亏,14.5112,41.5077,-19000.0,-13000.0,预计:净利润-19000--13000,"1、公司聚焦主责主业，加强资源统筹与配置，在测量测绘、精准农业、海外市场等重点领域进行业务拓展。在市场竞争加剧的环境下，公司主营业务收入逆势增长。同时，得益于公司降本增效、提升运营效率的多番举措，盈利能力逐步改善。2、公司拟对存货、商誉及应收款项计提减值准备合计9,000万元至12,000万元，具体金额应以会计师审定的最终金额为准。3、公司持续推动战略调整与业务结构重塑，有序剥离部分非核心业务及低效资产。上述调整导致部分业务单元出现收入下滑、成本上升的情况，进而对公司整体盈利水平造成负面影响。"
002383.SZ,20260131,20251231,续亏,14.5112,41.5077,-19000.0,-13000.0,预计:净利润-19000--13000,"1、公司聚焦主责主业，加强资源统筹与配置，在测量测绘、精准农业、海外市场等重点领域进行业务拓展。在市场竞争加剧的环境下，公司主营业务收入逆势增长。同时，得益于公司降本增效、提升运营效率的多番举措，盈利能力逐步改善。2、公司拟对存货、商誉及应收款项计提减值准备合计9,000万元至12,000万元，具体金额应以会计师审定的最终金额为准。3、公司持续推动战略调整与业务结构重塑，有序剥离部分非核心业务及低效资产。上述调整导致部分业务单元出现收入下滑、成本上升的情况，进而对公司整体盈利水平造成负面影响。"
002383.SZ,20250715,20250630,续亏,81.82,87.88,-1050.0,-700.0,预计:净利润-1050--700,报告期内，公司归属于上市公司股东的净利润亏损和归属于上市公司股东的扣除非经常性损益的净利润亏损较去年同期大幅收窄，经营效益持续提升。主要原因如下：1、得益于公司持续深入战略转型，积极拓展在测量测绘、精准农业、GIS等领域的业务发展，加之海外市场开发得力，预计营业收入同比增长超过15%，带动业绩上升。2、随着公司积极盘活低效资产、提升经营效益，融资规模和成本大幅下降，带动财务费用同比下降超过50%。3、本年投资收益较上年下降约900万元。
002383.SZ,20250118,20241231,首亏,-152.3,-135.57,-25000.0,-17000.0,预计净利润-25000~-17000万,"1.2024年，全球测量测绘等下游市场需求增速放缓，市场竞争加剧，业务规模有所下降。加之，公司加快收缩非核心业务，主动性战略调整导致整体营收体量和利润率均出现一定下滑。面对严峻的外部环境，公司紧抓经营、管理能力提升,大力推动组织改革,建立适应新战略格局的业务体系，为公司转型升级发展和盈利能力提升奠定坚实的基础。2.2023年，公司通过处置海外全资子公司等方式取得投资收益8.61亿元，本年投资收益较上年下降约8.52亿元。3.根据《企业会计准则第8号-资产减值》及相关会计政策规定，公司拟对前期并购子公司形成的商誉计提减值准备，对前期投资形成的长期股权投资计提减值准备，以及公司按照坏账计提政策拟计提信用减值损失，预计计提各项减值准备合计约6,000.00万元至10,000.00万元，具体金额应以会计师审定的最终金额为准。"
002383.SZ,20250118,20241231,首亏,-152.3,-135.57,-25000.0,-17000.0,预计:净利润-25000--17000,"1.2024年，全球测量测绘等下游市场需求增速放缓，市场竞争加剧，业务规模有所下降。加之，公司加快收缩非核心业务，主动性战略调整导致整体营收体量和利润率均出现一定下滑。面对严峻的外部环境，公司紧抓经营、管理能力提升,大力推动组织改革,建立适应新战略格局的业务体系，为公司转型升级发展和盈利能力提升奠定坚实的基础。2.2023年，公司通过处置海外全资子公司等方式取得投资收益8.61亿元，本年投资收益较上年下降约8.52亿元。3.根据《企业会计准则第8号-资产减值》及相关会计政策规定，公司拟对前期并购子公司形成的商誉计提减值准备，对前期投资形成的长期股权投资计提减值准备，以及公司按照坏账计提政策拟计提信用减值损失，预计计提各项减值准备合计约6,000.00万元至10,000.00万元，具体金额应以会计师审定的最终金额为准。"
002383.SZ,20240711,20240630,首亏,-520.71,-380.47,-6000.0,-4000.0,预计:净利润-6000--4000,1、报告期内，项目型业务市场需求有所下滑，加之该类业务建设及交付具有周期长的特点，未在上半年形成收入支撑。2、报告期内，高精度业务板块下游市场需求增速放缓，市场竞争加剧，产品销量及利润率出现一定的下滑。3、公司集中优势资源聚焦主业发展，主动收缩、退出部分低毛利、回款周期长或亏损的业务，导致收入同比有所下降。
002383.SZ,20240711,20240630,首亏,-520.71,-380.47,-6000.0,-4000.0,预计:净利润-6000--4000,1、报告期内，项目型业务市场需求有所下滑，加之该类业务建设及交付具有周期长的特点，未在上半年形成收入支撑。2、报告期内，高精度业务板块下游市场需求增速放缓，市场竞争加剧，产品销量及利润率出现一定的下滑。3、公司集中优势资源聚焦主业发展，主动收缩、退出部分低毛利、回款周期长或亏损的业务，导致收入同比有所下降。
002383.SZ,20240130,20231231,扭亏,278.82,307.93,43000.0,50000.0,预计:净利润43000-50000,"1.2023年，公司持续强化技术与产品研发，投入资源推动团队及业务融合再造，加大市场开发力度，公司整体业务实现平稳发展，在智慧农业、形变监测等领域实现一定增长。2.因处置海外全资子公司产生税后投资收益预计65,000.00万元至70,000.00万元，将计入本年度非经常性损益，具体金额应以会计师审定的最终金额为准。3.根据《企业会计准则第8号-资产减值》及相关会计政策规定，公司拟对前期并购子公司形成的商誉计提减值准备，对前期投资形成的长期股权投资计提减值准备，以及公司按照坏账计提政策拟计提信用减值损失，预计计提各项减值准备合计约15,000.00万元至20,000.00万元，具体金额应以会计师审定的最终金额为准。"
002383.SZ,20240130,20231231,扭亏,278.82,307.93,43000.0,50000.0,预计:净利润43000-50000,"1.2023年，公司持续强化技术与产品研发，投入资源推动团队及业务融合再造，加大市场开发力度，公司整体业务实现平稳发展，在智慧农业、形变监测等领域实现一定增长。2.因处置海外全资子公司产生税后投资收益预计65,000.00万元至70,000.00万元，将计入本年度非经常性损益，具体金额应以会计师审定的最终金额为准。3.根据《企业会计准则第8号-资产减值》及相关会计政策规定，公司拟对前期并购子公司形成的商誉计提减值准备，对前期投资形成的长期股权投资计提减值准备，以及公司按照坏账计提政策拟计提信用减值损失，预计计提各项减值准备合计约15,000.00万元至20,000.00万元，具体金额应以会计师审定的最终金额为准。"
002383.SZ,20230715,20230630,预减,-53.05,-29.58,1000.0,1500.0,预计:净利润1000-1500,"1.公司围绕年度经营目标，聚焦主营业务发展，整体发展态势良好。但是，由于海外子公司不再纳入合并报表范围及毛利率较低的项目集成类业务收入占比较高等原因，导致公司整体毛利降低、净利润减少。2．2023年上半年，公司的利息收入同比下降约2,600万元，导致非经常性损益减少，扣非净利润同比增长。"
