ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,summary,change_reason
300627.SZ,20260109,20251231,略增,14.84,18.27,67000.0,69000.0,预计:净利润67000-69000,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润稳健增长，主要原因如下：（1）公司坚持全球化、打爆品的发展战略，积极拓展产品和解决方案的行业应用，机器人与自动驾驶、地理空间信息等相关业务领域发展较快。在国内市场与监测业务阶段性承压的背景下，公司集中资源大力拓展海外市场，海外区域营业收入持续快速增长，未来海外市场仍有较大增长空间。（2）公司保持高强度研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约4,400万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为7,200万元。"
300627.SZ,20251010,20250930,略增,23.17,27.02,48000.0,49500.0,预计:净利润48000-49500,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润有效增长，主要原因如下：（1）公司坚持全球化、打爆品的发展战略，积极拓展产品和解决方案的行业应用，机器人与自动驾驶、地理空间信息等相关业务领域快速发展。公司集中资源大力拓展海外市场，海外区域营业收入持续快速增长，未来海外市场仍有较大增长空间。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约为3,300万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为4,000万元。"
300627.SZ,20251010,20250930,略增,23.17,27.02,48000.0,49500.0,预计:净利润48000-49500,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润有效增长，主要原因如下：（1）公司坚持全球化、打爆品的发展战略，积极拓展产品和解决方案的行业应用，机器人与自动驾驶、地理空间信息等相关业务领域快速发展。公司集中资源大力拓展海外市场，海外区域营业收入持续快速增长，未来海外市场仍有较大增长空间。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约为3,300万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为4,000万元。"
300627.SZ,20250708,20250630,略增,27.37,33.34,32000.0,33500.0,预计:净利润32000-33500,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润快速增长，主要原因如下：（1）公司坚持全球化、打爆品的发展战略，积极拓展产品和解决方案的行业应用，地理空间信息、机器人与自动驾驶等相关业务领域快速发展。公司集中资源大力拓展海外市场，海外区域营业收入持续快速增长，未来海外市场仍有较大增长空间。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约为2,200万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为2,700万元。"
300627.SZ,20250409,20250331,略增,30.99,38.75,13500.0,14300.0,预计:净利润13500-14300,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润快速增长，主要原因如下：（1）公司坚持全球化、打爆品的发展战略，积极拓展产品和解决方案的行业应用，地理空间信息、机器人与自动驾驶等相关业务领域快速发展，国内外区域业务协同发展，推动公司整体营收有效增长。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约1,050万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为1,950万元。"
300627.SZ,20250110,20241231,略增,25.8,30.25,56500.0,58500.0,预计:净利润56500-58500,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润快速增长，主要原因如下：（1）公司积极拓展产品和解决方案的行业应用，资源与公共事业、地理空间信息等相关业务领域营业收入实现较大增长，公司集中资源大力拓展海外市场，海外区域营业收入持续快速增长，未来海外市场仍有较大增长空间。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施上市公司股权激励计划带来股份支付费用约5,850万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为6,200万元。"
300627.SZ,20241009,20240930,略增,32.64,37.95,37500.0,39000.0,预计:净利润37500-39000,"1、报告期内，公司实现归属于上市公司股东的净利润快速增长，主要原因如下：（1）公司积极拓展产品和解决方案的行业应用，资源与公共事业、地理空间信息等相关业务领域营业收入实现较大增长，公司集中资源大力拓展海外市场，海外区域营业收入持续快速增长，未来海外市场仍有较大增长空间。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约4,100万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为4,800万元。"
300627.SZ,20240708,20240630,略增,38.27,43.96,24300.0,25300.0,预计:净利润24300-25300,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润快速增长，主要原因如下：（1）公司积极拓展行业应用，打造公司品牌影响力，资源与公共事业等相关业务领域及海外区域营收实现快速增长。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约为2,700万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为4,100万元。"
300627.SZ,20240708,20240630,略增,38.27,43.96,24300.0,25300.0,预计:净利润24300-25300,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润快速增长，主要原因如下：（1）公司积极拓展行业应用，打造公司品牌影响力，资源与公共事业等相关业务领域及海外区域营收实现快速增长。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约为2,700万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为4,100万元。"
300627.SZ,20240408,20240331,略增,26.48,34.06,10000.0,10600.0,预计:净利润10000-10600,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润快速增长，主要原因如下：（1）公司积极拓展行业应用，打造公司品牌影响力，资源与公共事业等相关业务领域及海外区域营收实现快速增长。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约1,400万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为1,700万元。"
300627.SZ,20240408,20240331,略增,26.48,34.06,10000.0,10600.0,预计:净利润10000-10600,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润快速增长，主要原因如下：（1）公司积极拓展行业应用，打造公司品牌影响力，资源与公共事业等相关业务领域及海外区域营收实现快速增长。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约1,400万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为1,700万元。"
300627.SZ,20240111,20231231,略增,22.68,25.45,44300.0,45300.0,预计:净利润44300-45300,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润持续有效增长，主要原因如下：（1）公司积极拓展行业应用，打造公司品牌影响力，资源与公共事业、机器人与自动驾驶等相关业务领域营收实现稳步增长。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施上市公司股权激励计划带来股份支付费用约3,300万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为7,500万元。"
300627.SZ,20240111,20231231,略增,22.68,25.45,44300.0,45300.0,预计:净利润44300-45300,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润持续有效增长，主要原因如下：（1）公司积极拓展行业应用，打造公司品牌影响力，资源与公共事业、机器人与自动驾驶等相关业务领域营收实现稳步增长。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施上市公司股权激励计划带来股份支付费用约3,300万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为7,500万元。"
300627.SZ,20231009,20230930,略增,27.79,30.05,28200.0,28700.0,预计:净利润28200-28700,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润快速增长，主要原因如下：（1）公司积极拓展行业应用，打造公司品牌影响力，地理空间信息、资源与公共事业、机器人与自动驾驶等相关业务领域营收实现稳步增长。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约2,600万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为3,000万元。"
300627.SZ,20231009,20230930,略增,27.79,30.05,28200.0,28700.0,预计:净利润28200-28700,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润快速增长，主要原因如下：（1）公司积极拓展行业应用，打造公司品牌影响力，地理空间信息、资源与公共事业、机器人与自动驾驶等相关业务领域营收实现稳步增长。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约2,600万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为3,000万元。"
300627.SZ,20230711,20230630,略增,28.3,32.01,17300.0,17800.0,预计:净利润17300-17800,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润快速增长，主要原因如下：（1）公司积极拓展行业应用，打造公司品牌影响力，地理空间信息、资源与公共事业、机器人与自动驾驶等相关业务领域营收实现稳步增长。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约为1,700万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为1,900万元。"
300627.SZ,20230711,20230630,略增,28.3,32.01,17300.0,17800.0,预计:净利润17300-17800,"1、报告期内，公司实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润快速增长，主要原因如下：（1）公司积极拓展行业应用，打造公司品牌影响力，地理空间信息、资源与公共事业、机器人与自动驾驶等相关业务领域营收实现稳步增长。（2）公司继续加大研发投入，构筑核心技术壁垒，提升公司产品竞争力，助力公司在各行业市场业务快速拓展。2、报告期内，因实施公司股权激励计划带来股份支付费用约为1,700万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为1,900万元。"
300627.SZ,20230406,20230331,略增,16.9,21.39,7800.0,8100.0,预计:净利润7800-8100,"1、报告期内，公司归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润比上年同期均实现稳定增长，主要原因如下：（1）公司下游应用需求稳步提升，资源与公共事业、机器人与自动驾驶等相关业务领域实现良好的业务拓展成果。（2）公司坚持战略研发投入，巩固公司核心竞争力，打造公司品牌影响力，为未来的快速拓展夯实基础。（3）公司积极投入提高组织能力，降本控费，逐步提升管理的效率和效益。2、报告期内，因实施公司股权激励计划带来股份支付费用约800万元，已经计入本报告期损益。3、预计2023年第一季度非经常性损益对当期净利润的影响约为1,700万元。"
300627.SZ,20230406,20230331,略增,16.9,21.39,7800.0,8100.0,预计:净利润7800-8100,"1、报告期内，公司归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润比上年同期均实现稳定增长，主要原因如下：（1）公司下游应用需求稳步提升，资源与公共事业、机器人与自动驾驶等相关业务领域实现良好的业务拓展成果。（2）公司坚持战略研发投入，巩固公司核心竞争力，打造公司品牌影响力，为未来的快速拓展夯实基础。（3）公司积极投入提高组织能力，降本控费，逐步提升管理的效率和效益。2、报告期内，因实施公司股权激励计划带来股份支付费用约800万元，已经计入本报告期损益。3、预计2023年第一季度非经常性损益对当期净利润的影响约为1,700万元。"
300627.SZ,20230110,20221231,略增,20.61,25.71,35500.0,37000.0,预计:净利润35500-37000,"1、报告期内，公司营收及净利润持续有效增长。2022年，公司面对宏观环境的不确定性，积极应对，及时调整市场拓展策略，把握农机自动驾驶、水文测绘市场的发展机会，实现业绩大幅增长；区域维度上，在海外市场开拓中取得较大突破，实现2022年海外市场产品多元化，业绩大幅增长。同时，公司在机器人与自动驾驶、地理空间信息等业务领域均取得了良好进展。2、公司持续加大研发投入，在算法、芯片、激光雷达等相关领域持续突破，提升公司的核心技术竞争力和抗风险能力，开发出领先行业的产品及解决方案，为公司的业务发展夯实基础。3、公司积极实施降本增效，持续优化公司的经营管理体系，提升运营效率，为公司的健康发展提供了有力保障。4、公司持续推出股权激励计划，激发核心人员积极性，提升团队凝聚力。因实施公司股权激励计划带来股份支付费用约4,400万元，已计入本报告期损益。5、预计2022年非经常性损益对当期净利润的影响约为7,600万元。"
300627.SZ,20230110,20221231,略增,20.61,25.71,35500.0,37000.0,预计净利润35500-37000万,"1、报告期内，公司营收及净利润持续有效增长。2022年，公司面对宏观环境的不确定性，积极应对，及时调整市场拓展策略，把握农机自动驾驶、水文测绘市场的发展机会，实现业绩大幅增长；区域维度上，在海外市场开拓中取得较大突破，实现2022年海外市场产品多元化，业绩大幅增长。同时，公司在机器人与自动驾驶、地理空间信息等业务领域均取得了良好进展。2、公司持续加大研发投入，在算法、芯片、激光雷达等相关领域持续突破，提升公司的核心技术竞争力和抗风险能力，开发出领先行业的产品及解决方案，为公司的业务发展夯实基础。3、公司积极实施降本增效，持续优化公司的经营管理体系，提升运营效率，为公司的健康发展提供了有力保障。4、公司持续推出股权激励计划，激发核心人员积极性，提升团队凝聚力。因实施公司股权激励计划带来股份支付费用约4,400万元，已计入本报告期损益。5、预计2022年非经常性损益对当期净利润的影响约为7,600万元。"
300627.SZ,20221011,20220930,略增,22.39,25.21,21700.0,22200.0,预计:净利润21700-22200,"1、2022年前三季度，公司积极应对外部环境变化，审慎经营，持续提升管理水平，同时进一步加大市场拓展力度，整体营收和利润水平保持增长态势。外部环境仍有较多的不确定性，公司将继续努力抓住市场机会，争取实现2022年度业绩目标。2、公司坚持对战略研发项目的投入，进一步提升公司技术先进性和核心竞争力，为公司业务未来的快速拓展夯实基础。3、预计公司2022年1-9月非经常性损益金额约为6,000万元。4、报告期内，因实施公司股权激励计划带来股份支付费用约3,300万元，已经计入本报告期损益。"
300627.SZ,20221011,20220930,略增,22.39,25.21,21700.0,22200.0,预计净利润21700-22200万,"1、2022年前三季度，公司积极应对外部环境变化，审慎经营，持续提升管理水平，同时进一步加大市场拓展力度，整体营收和利润水平保持增长态势。外部环境仍有较多的不确定性，公司将继续努力抓住市场机会，争取实现2022年度业绩目标。2、公司坚持对战略研发项目的投入，进一步提升公司技术先进性和核心竞争力，为公司业务未来的快速拓展夯实基础。3、预计公司2022年1-9月非经常性损益金额约为6,000万元。4、报告期内，因实施公司股权激励计划带来股份支付费用约3,300万元，已经计入本报告期损益。"
300627.SZ,20220706,20220630,略增,20.55,25.12,13200.0,13700.0,预计:净利润13200-13700,"1、2022年上半年，新冠肺炎疫情反复对公司业绩造成了一定程度的影响。公司努力克服困难，积极应对，奋力推进复工复产，降本控费，优化产品及解决方案，实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润较上年同期稳定增长。2、报告期内，因实施公司股权激励计划带来股份支付费用约2,200万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为4,100万元。"
300627.SZ,20220706,20220630,略增,20.55,25.12,13200.0,13700.0,预计净利润13200-13700万,"1、2022年上半年，新冠肺炎疫情反复对公司业绩造成了一定程度的影响。公司努力克服困难，积极应对，奋力推进复工复产，降本控费，优化产品及解决方案，实现归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润较上年同期稳定增长。2、报告期内，因实施公司股权激励计划带来股份支付费用约2,200万元，已经计入本报告期损益。3、报告期内，预计非经常性损益对当期净利润的影响约为4,100万元。"
