ts_code,trade_date,adj_factor
002881.SZ,20260615,2.2476
002881.SZ,20260612,2.2476
002881.SZ,20260611,2.2476
002881.SZ,20260610,2.2476
002881.SZ,20260609,2.2476
002881.SZ,20260608,2.2476
002881.SZ,20260605,2.2476
002881.SZ,20260604,2.2476
002881.SZ,20260603,2.2476
002881.SZ,20260602,2.2476
002881.SZ,20260601,2.2476
002881.SZ,20260529,2.2476
002881.SZ,20260528,2.2476
002881.SZ,20260527,2.2476
002881.SZ,20260526,2.2476
002881.SZ,20260525,2.2476
002881.SZ,20260522,2.2476
002881.SZ,20260521,2.2476
002881.SZ,20260520,2.2476
002881.SZ,20260519,2.2476
002881.SZ,20260518,2.2476
002881.SZ,20260515,2.2476
002881.SZ,20260514,2.2476
002881.SZ,20260513,2.2476
002881.SZ,20260512,2.2476
002881.SZ,20260511,2.2476
002881.SZ,20260508,2.2476
002881.SZ,20260507,2.2476
002881.SZ,20260506,2.2476
002881.SZ,20260430,2.2476
002881.SZ,20260429,2.2476
002881.SZ,20260428,2.2476
002881.SZ,20260427,2.2476
002881.SZ,20260424,2.2476
002881.SZ,20260423,2.2476
002881.SZ,20260422,2.2476
002881.SZ,20260421,2.2476
002881.SZ,20260420,2.2476
002881.SZ,20260417,2.2476
002881.SZ,20260416,2.2476
002881.SZ,20260415,2.2476
002881.SZ,20260414,2.2476
002881.SZ,20260413,2.2476
002881.SZ,20260410,2.2476
002881.SZ,20260409,2.2476
002881.SZ,20260408,2.2476
002881.SZ,20260407,2.2476
002881.SZ,20260403,2.2476
002881.SZ,20260402,2.2476
002881.SZ,20260401,2.2476
002881.SZ,20260331,2.2476
002881.SZ,20260330,2.2476
002881.SZ,20260327,2.2476
002881.SZ,20260326,2.2476
002881.SZ,20260325,2.2476
002881.SZ,20260324,2.2476
002881.SZ,20260323,2.2476
002881.SZ,20260320,2.2476
002881.SZ,20260319,2.2476
002881.SZ,20260318,2.2476
002881.SZ,20260317,2.2476
002881.SZ,20260316,2.2476
002881.SZ,20260313,2.2476
002881.SZ,20260312,2.2476
002881.SZ,20260311,2.2476
002881.SZ,20260310,2.2476
002881.SZ,20260309,2.2476
002881.SZ,20260306,2.2476
002881.SZ,20260305,2.2476
002881.SZ,20260304,2.2476
002881.SZ,20260303,2.2476
002881.SZ,20260302,2.2476
002881.SZ,20260227,2.2476
002881.SZ,20260226,2.2476
002881.SZ,20260225,2.2476
002881.SZ,20260224,2.2476
002881.SZ,20260213,2.2476
002881.SZ,20260212,2.2476
002881.SZ,20260211,2.2476
002881.SZ,20260210,2.2476
002881.SZ,20260209,2.2476
002881.SZ,20260206,2.2476
002881.SZ,20260205,2.2476
002881.SZ,20260204,2.2476
002881.SZ,20260203,2.2476
002881.SZ,20260202,2.2476
002881.SZ,20260130,2.2476
002881.SZ,20260129,2.2476
002881.SZ,20260128,2.2476
002881.SZ,20260127,2.2476
002881.SZ,20260126,2.2476
002881.SZ,20260123,2.2476
002881.SZ,20260122,2.2476
002881.SZ,20260121,2.2476
002881.SZ,20260120,2.2476
002881.SZ,20260119,2.2476
002881.SZ,20260116,2.2476
002881.SZ,20260115,2.2476
002881.SZ,20260114,2.2476
002881.SZ,20260113,2.2476
002881.SZ,20260112,2.2476
002881.SZ,20260109,2.2476
002881.SZ,20260108,2.2476
002881.SZ,20260107,2.2476
002881.SZ,20260106,2.2476
002881.SZ,20260105,2.2476
002881.SZ,20251231,2.2476
002881.SZ,20251230,2.2476
002881.SZ,20251229,2.2476
002881.SZ,20251226,2.2476
002881.SZ,20251225,2.2476
002881.SZ,20251224,2.2476
002881.SZ,20251223,2.2476
002881.SZ,20251222,2.2476
002881.SZ,20251219,2.2476
002881.SZ,20251218,2.2476
002881.SZ,20251217,2.2476
002881.SZ,20251216,2.2476
002881.SZ,20251215,2.2476
002881.SZ,20251212,2.2476
002881.SZ,20251211,2.2476
002881.SZ,20251210,2.2476
002881.SZ,20251209,2.2476
002881.SZ,20251208,2.2476
002881.SZ,20251205,2.2476
002881.SZ,20251204,2.2476
002881.SZ,20251203,2.2476
002881.SZ,20251202,2.2476
002881.SZ,20251201,2.2476
002881.SZ,20251128,2.2476
002881.SZ,20251127,2.2476
002881.SZ,20251126,2.2476
002881.SZ,20251125,2.2476
002881.SZ,20251124,2.2476
002881.SZ,20251121,2.2476
002881.SZ,20251120,2.2476
002881.SZ,20251119,2.2476
002881.SZ,20251118,2.2476
002881.SZ,20251117,2.2476
002881.SZ,20251114,2.2476
002881.SZ,20251113,2.2476
002881.SZ,20251112,2.2476
002881.SZ,20251111,2.2476
002881.SZ,20251110,2.2476
002881.SZ,20251107,2.2476
002881.SZ,20251106,2.2476
002881.SZ,20251105,2.2476
002881.SZ,20251104,2.2476
002881.SZ,20251103,2.2476
002881.SZ,20251031,2.2476
