ts_code,trade_date,adj_factor
002373.SZ,20260615,4.1495
002373.SZ,20260612,4.1495
002373.SZ,20260611,4.1495
002373.SZ,20260610,4.1495
002373.SZ,20260609,4.1495
002373.SZ,20260608,4.1495
002373.SZ,20260605,4.1495
002373.SZ,20260604,4.1495
002373.SZ,20260603,4.1495
002373.SZ,20260602,4.1495
002373.SZ,20260601,4.1495
002373.SZ,20260529,4.1495
002373.SZ,20260528,4.1495
002373.SZ,20260527,4.1495
002373.SZ,20260526,4.1495
002373.SZ,20260525,4.1495
002373.SZ,20260522,4.1495
002373.SZ,20260521,4.1495
002373.SZ,20260520,4.1495
002373.SZ,20260519,4.1495
002373.SZ,20260518,4.1352
002373.SZ,20260515,4.1352
002373.SZ,20260514,4.1352
002373.SZ,20260513,4.1352
002373.SZ,20260512,4.1352
002373.SZ,20260511,4.1352
002373.SZ,20260508,4.1352
002373.SZ,20260507,4.1352
002373.SZ,20260506,4.1352
002373.SZ,20260430,4.1352
002373.SZ,20260429,4.1352
002373.SZ,20260428,4.1352
002373.SZ,20260427,4.1352
002373.SZ,20260424,4.1352
002373.SZ,20260423,4.1352
002373.SZ,20260422,4.1352
002373.SZ,20260421,4.1352
002373.SZ,20260420,4.1352
002373.SZ,20260417,4.1352
002373.SZ,20260416,4.1352
002373.SZ,20260415,4.1352
002373.SZ,20260414,4.1352
002373.SZ,20260413,4.1352
002373.SZ,20260410,4.1352
002373.SZ,20260409,4.1352
002373.SZ,20260408,4.1352
002373.SZ,20260407,4.1352
002373.SZ,20260403,4.1352
002373.SZ,20260402,4.1352
002373.SZ,20260401,4.1352
002373.SZ,20260331,4.1352
002373.SZ,20260330,4.1352
002373.SZ,20260327,4.1352
002373.SZ,20260326,4.1352
002373.SZ,20260325,4.1352
002373.SZ,20260324,4.1352
002373.SZ,20260323,4.1352
002373.SZ,20260320,4.1352
002373.SZ,20260319,4.1352
002373.SZ,20260318,4.1352
002373.SZ,20260317,4.1352
002373.SZ,20260316,4.1352
002373.SZ,20260313,4.1352
002373.SZ,20260312,4.1352
002373.SZ,20260311,4.1352
002373.SZ,20260310,4.1352
002373.SZ,20260309,4.1352
002373.SZ,20260306,4.1352
002373.SZ,20260305,4.1352
002373.SZ,20260304,4.1352
002373.SZ,20260303,4.1352
002373.SZ,20260302,4.1352
002373.SZ,20260227,4.1352
002373.SZ,20260226,4.1352
002373.SZ,20260225,4.1352
002373.SZ,20260224,4.1352
002373.SZ,20260213,4.1352
002373.SZ,20260212,4.1352
002373.SZ,20260211,4.1352
002373.SZ,20260210,4.1352
002373.SZ,20260209,4.1352
002373.SZ,20260206,4.1352
002373.SZ,20260205,4.1352
002373.SZ,20260204,4.1352
002373.SZ,20260203,4.1352
002373.SZ,20260202,4.1352
002373.SZ,20260130,4.1352
002373.SZ,20260129,4.1352
002373.SZ,20260128,4.1352
002373.SZ,20260127,4.1352
002373.SZ,20260126,4.1352
002373.SZ,20260123,4.129
002373.SZ,20260122,4.129
002373.SZ,20260121,4.129
002373.SZ,20260120,4.129
002373.SZ,20260119,4.129
002373.SZ,20260116,4.129
002373.SZ,20260115,4.129
002373.SZ,20260114,4.129
002373.SZ,20260113,4.129
002373.SZ,20260112,4.129
002373.SZ,20260109,4.129
002373.SZ,20260108,4.129
002373.SZ,20260107,4.129
002373.SZ,20260106,4.129
002373.SZ,20260105,4.129
002373.SZ,20251231,4.129
002373.SZ,20251230,4.129
002373.SZ,20251229,4.129
002373.SZ,20251226,4.129
002373.SZ,20251225,4.129
002373.SZ,20251224,4.129
002373.SZ,20251223,4.129
002373.SZ,20251222,4.129
002373.SZ,20251219,4.129
002373.SZ,20251218,4.129
002373.SZ,20251217,4.129
002373.SZ,20251216,4.129
002373.SZ,20251215,4.129
002373.SZ,20251212,4.129
002373.SZ,20251211,4.129
002373.SZ,20251210,4.129
002373.SZ,20251209,4.129
002373.SZ,20251208,4.129
002373.SZ,20251205,4.129
002373.SZ,20251204,4.129
002373.SZ,20251203,4.129
002373.SZ,20251202,4.129
002373.SZ,20251201,4.129
002373.SZ,20251128,4.129
002373.SZ,20251127,4.129
002373.SZ,20251126,4.129
002373.SZ,20251125,4.129
002373.SZ,20251124,4.129
002373.SZ,20251121,4.129
002373.SZ,20251120,4.129
002373.SZ,20251119,4.129
002373.SZ,20251118,4.129
002373.SZ,20251117,4.129
002373.SZ,20251114,4.129
002373.SZ,20251113,4.129
002373.SZ,20251112,4.129
002373.SZ,20251111,4.129
002373.SZ,20251110,4.129
002373.SZ,20251107,4.129
002373.SZ,20251106,4.129
002373.SZ,20251105,4.129
002373.SZ,20251104,4.129
002373.SZ,20251103,4.129
002373.SZ,20251031,4.129
002373.SZ,20251030,4.129
002373.SZ,20251029,4.129
002373.SZ,20251028,4.129
002373.SZ,20251027,4.129
002373.SZ,20251024,4.129
002373.SZ,20251023,4.129
002373.SZ,20251022,4.129
002373.SZ,20251021,4.129
002373.SZ,20251020,4.129
002373.SZ,20251017,4.129
