ts_code,trade_date,adj_factor
002313.SZ,20260615,2.686
002313.SZ,20260612,2.686
002313.SZ,20260611,2.686
002313.SZ,20260610,2.686
002313.SZ,20260609,2.686
002313.SZ,20260608,2.686
002313.SZ,20260605,2.686
002313.SZ,20260604,2.686
002313.SZ,20260603,2.686
002313.SZ,20260602,2.686
002313.SZ,20260601,2.686
002313.SZ,20260529,2.686
002313.SZ,20260528,2.686
002313.SZ,20260527,2.686
002313.SZ,20260526,2.686
002313.SZ,20260525,2.686
002313.SZ,20260522,2.686
002313.SZ,20260521,2.686
002313.SZ,20260520,2.686
002313.SZ,20260519,2.686
002313.SZ,20260518,2.686
002313.SZ,20260515,2.686
002313.SZ,20260514,2.686
002313.SZ,20260513,2.686
002313.SZ,20260512,2.686
002313.SZ,20260511,2.686
002313.SZ,20260508,2.686
002313.SZ,20260507,2.686
002313.SZ,20260506,2.686
002313.SZ,20260430,2.686
002313.SZ,20260429,2.686
002313.SZ,20260428,2.686
002313.SZ,20260427,2.686
002313.SZ,20260424,2.686
002313.SZ,20260423,2.686
002313.SZ,20260422,2.686
002313.SZ,20260421,2.686
002313.SZ,20260420,2.686
002313.SZ,20260417,2.686
002313.SZ,20260416,2.686
002313.SZ,20260415,2.686
002313.SZ,20260414,2.686
002313.SZ,20260413,2.686
002313.SZ,20260410,2.686
002313.SZ,20260409,2.686
002313.SZ,20260408,2.686
002313.SZ,20260407,2.686
002313.SZ,20260403,2.686
002313.SZ,20260402,2.686
002313.SZ,20260401,2.686
002313.SZ,20260331,2.686
002313.SZ,20260330,2.686
002313.SZ,20260327,2.686
002313.SZ,20260326,2.686
002313.SZ,20260325,2.686
002313.SZ,20260324,2.686
002313.SZ,20260323,2.686
002313.SZ,20260320,2.686
002313.SZ,20260319,2.686
002313.SZ,20260318,2.686
002313.SZ,20260317,2.686
002313.SZ,20260316,2.686
002313.SZ,20260313,2.686
002313.SZ,20260312,2.686
002313.SZ,20260311,2.686
002313.SZ,20260310,2.686
002313.SZ,20260309,2.686
002313.SZ,20260306,2.686
002313.SZ,20260305,2.686
002313.SZ,20260304,2.686
002313.SZ,20260303,2.686
002313.SZ,20260302,2.686
002313.SZ,20260227,2.686
002313.SZ,20260226,2.686
002313.SZ,20260225,2.686
002313.SZ,20260224,2.686
002313.SZ,20260213,2.686
002313.SZ,20260212,2.686
002313.SZ,20260211,2.686
002313.SZ,20260210,2.686
002313.SZ,20260209,2.686
002313.SZ,20260206,2.686
002313.SZ,20260205,2.686
002313.SZ,20260204,2.686
002313.SZ,20260203,2.686
002313.SZ,20260202,2.686
002313.SZ,20260130,2.686
002313.SZ,20260129,2.686
002313.SZ,20260128,2.686
002313.SZ,20260127,2.686
002313.SZ,20260126,2.686
002313.SZ,20260123,2.686
002313.SZ,20260122,2.686
002313.SZ,20260121,2.686
002313.SZ,20260120,2.686
002313.SZ,20260119,2.686
002313.SZ,20260116,2.686
002313.SZ,20260115,2.686
002313.SZ,20260114,2.686
002313.SZ,20260113,2.686
002313.SZ,20260112,2.686
002313.SZ,20260109,2.686
002313.SZ,20260108,2.686
002313.SZ,20260107,2.686
002313.SZ,20260106,2.686
002313.SZ,20260105,2.686
002313.SZ,20251231,2.686
002313.SZ,20251230,2.686
002313.SZ,20251229,2.686
002313.SZ,20251226,2.686
002313.SZ,20251225,2.686
002313.SZ,20251224,2.686
002313.SZ,20251223,2.686
002313.SZ,20251222,2.686
002313.SZ,20251219,2.686
002313.SZ,20251218,2.686
002313.SZ,20251217,2.686
002313.SZ,20251216,2.686
002313.SZ,20251215,2.686
002313.SZ,20251212,2.686
002313.SZ,20251211,2.686
002313.SZ,20251210,2.686
002313.SZ,20251209,2.686
002313.SZ,20251208,2.686
002313.SZ,20251205,2.686
002313.SZ,20251204,2.686
002313.SZ,20251203,2.686
002313.SZ,20251202,2.686
002313.SZ,20251201,2.686
002313.SZ,20251128,2.686
002313.SZ,20251127,2.686
002313.SZ,20251126,2.686
002313.SZ,20251125,2.686
002313.SZ,20251124,2.686
002313.SZ,20251121,2.686
002313.SZ,20251120,2.686
002313.SZ,20251119,2.686
002313.SZ,20251118,2.686
002313.SZ,20251117,2.686
002313.SZ,20251114,2.686
002313.SZ,20251113,2.686
002313.SZ,20251112,2.686
002313.SZ,20251111,2.686
002313.SZ,20251110,2.686
002313.SZ,20251107,2.686
002313.SZ,20251106,2.686
002313.SZ,20251105,2.686
002313.SZ,20251104,2.686
002313.SZ,20251103,2.686
002313.SZ,20251031,2.686
002313.SZ,20251030,2.686
002313.SZ,20251029,2.686
002313.SZ,20251028,2.686
002313.SZ,20251027,2.686
002313.SZ,20251024,2.686
002313.SZ,20251023,2.686
002313.SZ,20251022,2.686
002313.SZ,20251021,2.686
002313.SZ,20251020,2.686
002313.SZ,20251017,2.686
002313.SZ,20251016,2.686
002313.SZ,20251015,2.686
002313.SZ,20251014,2.686
002313.SZ,20251013,2.686
002313.SZ,20251010,2.686
002313.SZ,20251009,2.686
002313.SZ,20250930,2.686
002313.SZ,20250929,2.686
002313.SZ,20250926,2.686
002313.SZ,20250925,2.686
002313.SZ,20250924,2.686
002313.SZ,20250923,2.686
002313.SZ,20250922,2.686
002313.SZ,20250919,2.686
002313.SZ,20250918,2.686
002313.SZ,20250917,2.686
002313.SZ,20250916,2.686
002313.SZ,20250915,2.686
002313.SZ,20250912,2.686
002313.SZ,20250911,2.686
002313.SZ,20250910,2.686
002313.SZ,20250909,2.686
002313.SZ,20250908,2.686
002313.SZ,20250905,2.686
002313.SZ,20250904,2.686
002313.SZ,20250903,2.686
002313.SZ,20250902,2.686
002313.SZ,20250901,2.686
002313.SZ,20250829,2.686
002313.SZ,20250828,2.686
002313.SZ,20250827,2.686
002313.SZ,20250826,2.686
002313.SZ,20250825,2.686
002313.SZ,20250822,2.686
002313.SZ,20250821,2.686
002313.SZ,20250820,2.686
002313.SZ,20250819,2.686
002313.SZ,20250818,2.686
002313.SZ,20250815,2.686
002313.SZ,20250814,2.686
002313.SZ,20250813,2.686
002313.SZ,20250812,2.686
002313.SZ,20250811,2.686
002313.SZ,20250808,2.686
002313.SZ,20250807,2.686
002313.SZ,20250806,2.686
002313.SZ,20250805,2.686
002313.SZ,20250804,2.686
002313.SZ,20250801,2.686
002313.SZ,20250731,2.686
002313.SZ,20250730,2.686
002313.SZ,20250729,2.686
002313.SZ,20250728,2.686
002313.SZ,20250725,2.686
002313.SZ,20250724,2.686
002313.SZ,20250723,2.686
002313.SZ,20250722,2.686
002313.SZ,20250721,2.686
002313.SZ,20250718,2.686
002313.SZ,20250717,2.686
002313.SZ,20250716,2.686
002313.SZ,20250715,2.686
002313.SZ,20250714,2.686
002313.SZ,20250711,2.686
002313.SZ,20250710,2.686
002313.SZ,20250709,2.686
002313.SZ,20250708,2.686
002313.SZ,20250707,2.686
002313.SZ,20250704,2.686
002313.SZ,20250703,2.686
002313.SZ,20250702,2.686
002313.SZ,20250701,2.686
002313.SZ,20250630,2.686
002313.SZ,20250627,2.686
002313.SZ,20250626,2.686
002313.SZ,20250625,2.686
002313.SZ,20250624,2.686
002313.SZ,20250623,2.686
002313.SZ,20250620,2.686
002313.SZ,20250619,2.686
002313.SZ,20250618,2.686
002313.SZ,20250617,2.686
002313.SZ,20250616,2.686
002313.SZ,20250613,2.686
002313.SZ,20250612,2.686
002313.SZ,20250611,2.686
002313.SZ,20250610,2.686
002313.SZ,20250609,2.686
002313.SZ,20250606,2.686
002313.SZ,20250605,2.686
002313.SZ,20250604,2.686
002313.SZ,20250603,2.686
002313.SZ,20250530,2.686
002313.SZ,20250529,2.686
002313.SZ,20250528,2.686
002313.SZ,20250527,2.686
002313.SZ,20250526,2.686
002313.SZ,20250523,2.686
002313.SZ,20250522,2.686
002313.SZ,20250521,2.686
002313.SZ,20250520,2.686
002313.SZ,20250519,2.686
002313.SZ,20250516,2.686
002313.SZ,20250515,2.686
002313.SZ,20250514,2.686
002313.SZ,20250513,2.686
002313.SZ,20250512,2.686
002313.SZ,20250509,2.686
002313.SZ,20250508,2.686
002313.SZ,20250507,2.686
002313.SZ,20250506,2.686
002313.SZ,20250430,2.686
002313.SZ,20250429,2.686
002313.SZ,20250428,2.686
002313.SZ,20250425,2.686
002313.SZ,20250424,2.686
002313.SZ,20250423,2.686
002313.SZ,20250422,2.686
002313.SZ,20250421,2.686
002313.SZ,20250418,2.686
002313.SZ,20250417,2.686
002313.SZ,20250416,2.686
002313.SZ,20250415,2.686
002313.SZ,20250414,2.686
002313.SZ,20250411,2.686
002313.SZ,20250410,2.686
002313.SZ,20250409,2.686
002313.SZ,20250408,2.686
002313.SZ,20250407,2.686
002313.SZ,20250403,2.686
002313.SZ,20250402,2.686
002313.SZ,20250401,2.686
002313.SZ,20250331,2.686
002313.SZ,20250328,2.686
002313.SZ,20250327,2.686
002313.SZ,20250326,2.686
002313.SZ,20250325,2.686
002313.SZ,20250324,2.686
002313.SZ,20250321,2.686
002313.SZ,20250320,2.686
002313.SZ,20250319,2.686
002313.SZ,20250318,2.686
002313.SZ,20250317,2.686
002313.SZ,20250314,2.686
002313.SZ,20250313,2.686
002313.SZ,20250312,2.686
002313.SZ,20250311,2.686
002313.SZ,20250310,2.686
002313.SZ,20250307,2.686
002313.SZ,20250306,2.686
002313.SZ,20250305,2.686
002313.SZ,20250304,2.686
002313.SZ,20250303,2.686
002313.SZ,20250228,2.686
002313.SZ,20250227,2.686
002313.SZ,20250226,2.686
002313.SZ,20250225,2.686
002313.SZ,20250224,2.686
002313.SZ,20250221,2.686
002313.SZ,20250220,2.686
002313.SZ,20250219,2.686
002313.SZ,20250218,2.686
002313.SZ,20250217,2.686
002313.SZ,20250214,2.686
002313.SZ,20250213,2.686
002313.SZ,20250212,2.686
002313.SZ,20250211,2.686
002313.SZ,20250210,2.686
002313.SZ,20250207,2.686
002313.SZ,20250206,2.686
002313.SZ,20250205,2.686
002313.SZ,20250127,2.686
002313.SZ,20250124,2.686
002313.SZ,20250123,2.686
002313.SZ,20250122,2.686
002313.SZ,20250121,2.686
002313.SZ,20250120,2.686
002313.SZ,20250117,2.686
002313.SZ,20250116,2.686
002313.SZ,20250115,2.686
002313.SZ,20250114,2.686
002313.SZ,20250113,2.686
002313.SZ,20250110,2.686
002313.SZ,20250109,2.686
002313.SZ,20250108,2.686
002313.SZ,20250107,2.686
002313.SZ,20250106,2.686
002313.SZ,20250103,2.686
002313.SZ,20250102,2.686
002313.SZ,20241231,2.686
002313.SZ,20241230,2.686
002313.SZ,20241227,2.686
002313.SZ,20241226,2.686
002313.SZ,20241225,2.686
002313.SZ,20241224,2.686
002313.SZ,20241223,2.686
002313.SZ,20241220,2.686
002313.SZ,20241219,2.686
002313.SZ,20241218,2.686
002313.SZ,20241217,2.686
002313.SZ,20241216,2.686
002313.SZ,20241213,2.686
002313.SZ,20241212,2.686
002313.SZ,20241211,2.686
002313.SZ,20241210,2.686
002313.SZ,20241209,2.686
002313.SZ,20241206,2.686
002313.SZ,20241205,2.686
002313.SZ,20241204,2.686
002313.SZ,20241203,2.686
002313.SZ,20241202,2.686
002313.SZ,20241129,2.686
002313.SZ,20241128,2.686
002313.SZ,20241127,2.686
002313.SZ,20241126,2.686
002313.SZ,20241125,2.686
002313.SZ,20241122,2.686
002313.SZ,20241121,2.686
002313.SZ,20241120,2.686
002313.SZ,20241119,2.686
002313.SZ,20241118,2.686
002313.SZ,20241115,2.686
002313.SZ,20241114,2.686
002313.SZ,20241113,2.686
002313.SZ,20241112,2.686
002313.SZ,20241111,2.686
002313.SZ,20241108,2.686
002313.SZ,20241107,2.686
002313.SZ,20241106,2.686
002313.SZ,20241105,2.686
002313.SZ,20241104,2.686
002313.SZ,20241101,2.686
002313.SZ,20241031,2.686
002313.SZ,20241030,2.686
002313.SZ,20241029,2.686
002313.SZ,20241028,2.686
002313.SZ,20241025,2.686
002313.SZ,20241024,2.686
002313.SZ,20241023,2.686
002313.SZ,20241022,2.686
002313.SZ,20241021,2.686
002313.SZ,20241018,2.686
002313.SZ,20241017,2.686
002313.SZ,20241016,2.686
002313.SZ,20241015,2.686
002313.SZ,20241014,2.686
002313.SZ,20241011,2.686
002313.SZ,20241010,2.686
002313.SZ,20241009,2.686
002313.SZ,20241008,2.686
002313.SZ,20240930,2.686
