ts_code,trade_date,adj_factor
300101.SZ,20260615,8.207
300101.SZ,20260612,8.207
300101.SZ,20260611,8.207
300101.SZ,20260610,8.207
300101.SZ,20260609,8.207
300101.SZ,20260608,8.207
300101.SZ,20260605,8.207
300101.SZ,20260604,8.207
300101.SZ,20260603,8.207
300101.SZ,20260602,8.207
300101.SZ,20260601,8.207
300101.SZ,20260529,8.207
300101.SZ,20260528,8.207
300101.SZ,20260527,8.207
300101.SZ,20260526,8.207
300101.SZ,20260525,8.207
300101.SZ,20260522,8.207
300101.SZ,20260521,8.207
300101.SZ,20260520,8.207
300101.SZ,20260519,8.207
300101.SZ,20260518,8.207
300101.SZ,20260515,8.207
300101.SZ,20260514,8.207
300101.SZ,20260513,8.207
300101.SZ,20260512,8.207
300101.SZ,20260511,8.207
300101.SZ,20260508,8.207
300101.SZ,20260507,8.207
300101.SZ,20260506,8.207
300101.SZ,20260430,8.207
300101.SZ,20260429,8.207
300101.SZ,20260428,8.207
300101.SZ,20260427,8.207
300101.SZ,20260424,8.207
300101.SZ,20260423,8.207
300101.SZ,20260422,8.207
300101.SZ,20260421,8.207
300101.SZ,20260420,8.207
300101.SZ,20260417,8.207
300101.SZ,20260416,8.207
300101.SZ,20260415,8.207
300101.SZ,20260414,8.207
300101.SZ,20260413,8.207
300101.SZ,20260410,8.207
300101.SZ,20260409,8.207
300101.SZ,20260408,8.207
300101.SZ,20260407,8.207
300101.SZ,20260403,8.207
300101.SZ,20260402,8.207
300101.SZ,20260401,8.207
300101.SZ,20260331,8.207
300101.SZ,20260330,8.207
300101.SZ,20260327,8.207
300101.SZ,20260326,8.207
300101.SZ,20260325,8.207
300101.SZ,20260324,8.207
300101.SZ,20260323,8.207
300101.SZ,20260320,8.207
300101.SZ,20260319,8.207
300101.SZ,20260318,8.207
300101.SZ,20260317,8.207
300101.SZ,20260316,8.207
300101.SZ,20260313,8.207
300101.SZ,20260312,8.207
300101.SZ,20260311,8.207
300101.SZ,20260310,8.207
300101.SZ,20260309,8.207
300101.SZ,20260306,8.207
300101.SZ,20260305,8.207
300101.SZ,20260304,8.207
300101.SZ,20260303,8.207
300101.SZ,20260302,8.207
300101.SZ,20260227,8.207
300101.SZ,20260226,8.207
300101.SZ,20260225,8.207
300101.SZ,20260224,8.207
300101.SZ,20260213,8.207
300101.SZ,20260212,8.207
300101.SZ,20260211,8.207
300101.SZ,20260210,8.207
300101.SZ,20260209,8.207
300101.SZ,20260206,8.207
300101.SZ,20260205,8.207
300101.SZ,20260204,8.207
300101.SZ,20260203,8.207
300101.SZ,20260202,8.207
300101.SZ,20260130,8.207
300101.SZ,20260129,8.207
300101.SZ,20260128,8.207
300101.SZ,20260127,8.207
300101.SZ,20260126,8.207
300101.SZ,20260123,8.207
300101.SZ,20260122,8.207
300101.SZ,20260121,8.207
300101.SZ,20260120,8.207
300101.SZ,20260119,8.207
300101.SZ,20260116,8.207
300101.SZ,20260115,8.207
300101.SZ,20260114,8.207
300101.SZ,20260113,8.207
300101.SZ,20260112,8.207
300101.SZ,20260109,8.207
300101.SZ,20260108,8.207
300101.SZ,20260107,8.207
300101.SZ,20260106,8.207
300101.SZ,20260105,8.207
300101.SZ,20251231,8.207
300101.SZ,20251230,8.207
300101.SZ,20251229,8.207
300101.SZ,20251226,8.207
300101.SZ,20251225,8.207
300101.SZ,20251224,8.207
300101.SZ,20251223,8.207
300101.SZ,20251222,8.207
300101.SZ,20251219,8.207
300101.SZ,20251218,8.207
300101.SZ,20251217,8.207
300101.SZ,20251216,8.207
300101.SZ,20251215,8.207
300101.SZ,20251212,8.207
300101.SZ,20251211,8.207
300101.SZ,20251210,8.207
300101.SZ,20251209,8.207
300101.SZ,20251208,8.207
300101.SZ,20251205,8.207
300101.SZ,20251204,8.207
300101.SZ,20251203,8.207
300101.SZ,20251202,8.207
300101.SZ,20251201,8.207
300101.SZ,20251128,8.207
300101.SZ,20251127,8.207
300101.SZ,20251126,8.207
300101.SZ,20251125,8.207
300101.SZ,20251124,8.207
300101.SZ,20251121,8.207
300101.SZ,20251120,8.207
300101.SZ,20251119,8.207
300101.SZ,20251118,8.207
300101.SZ,20251117,8.207
300101.SZ,20251114,8.207
300101.SZ,20251113,8.207
300101.SZ,20251112,8.207
300101.SZ,20251111,8.207
300101.SZ,20251110,8.207
300101.SZ,20251107,8.207
300101.SZ,20251106,8.207
300101.SZ,20251105,8.207
300101.SZ,20251104,8.207
300101.SZ,20251103,8.207
300101.SZ,20251031,8.207
300101.SZ,20251030,8.207
300101.SZ,20251029,8.207
300101.SZ,20251028,8.207
300101.SZ,20251027,8.207
300101.SZ,20251024,8.207
300101.SZ,20251023,8.207
300101.SZ,20251022,8.207
300101.SZ,20251021,8.207
300101.SZ,20251020,8.207
300101.SZ,20251017,8.207
300101.SZ,20251016,8.207
300101.SZ,20251015,8.207
300101.SZ,20251014,8.207
300101.SZ,20251013,8.207
300101.SZ,20251010,8.207
300101.SZ,20251009,8.207
300101.SZ,20250930,8.207
300101.SZ,20250929,8.207
300101.SZ,20250926,8.207
300101.SZ,20250925,8.207
300101.SZ,20250924,8.207
300101.SZ,20250923,8.207
300101.SZ,20250922,8.207
300101.SZ,20250919,8.207
300101.SZ,20250918,8.207
300101.SZ,20250917,8.207
300101.SZ,20250916,8.207
300101.SZ,20250915,8.207
300101.SZ,20250912,8.207
300101.SZ,20250911,8.207
300101.SZ,20250910,8.207
300101.SZ,20250909,8.207
300101.SZ,20250908,8.207
300101.SZ,20250905,8.207
300101.SZ,20250904,8.207
300101.SZ,20250903,8.207
300101.SZ,20250902,8.207
300101.SZ,20250901,8.207
300101.SZ,20250829,8.207
300101.SZ,20250828,8.207
300101.SZ,20250827,8.207
300101.SZ,20250826,8.207
300101.SZ,20250825,8.207
300101.SZ,20250822,8.207
300101.SZ,20250821,8.207
300101.SZ,20250820,8.207
300101.SZ,20250819,8.207
300101.SZ,20250818,8.207
300101.SZ,20250815,8.207
300101.SZ,20250814,8.207
300101.SZ,20250813,8.207
300101.SZ,20250812,8.207
300101.SZ,20250811,8.207
300101.SZ,20250808,8.207
300101.SZ,20250807,8.207
300101.SZ,20250806,8.207
300101.SZ,20250805,8.207
300101.SZ,20250804,8.207
300101.SZ,20250801,8.207
300101.SZ,20250731,8.207
300101.SZ,20250730,8.207
300101.SZ,20250729,8.207
300101.SZ,20250728,8.207
300101.SZ,20250725,8.207
300101.SZ,20250724,8.207
300101.SZ,20250723,8.207
300101.SZ,20250722,8.207
300101.SZ,20250721,8.207
300101.SZ,20250718,8.207
300101.SZ,20250717,8.207
300101.SZ,20250716,8.207
300101.SZ,20250715,8.207
300101.SZ,20250714,8.207
300101.SZ,20250711,8.207
300101.SZ,20250710,8.207
300101.SZ,20250709,8.207
300101.SZ,20250708,8.207
300101.SZ,20250707,8.207
300101.SZ,20250704,8.207
300101.SZ,20250703,8.207
300101.SZ,20250702,8.207
300101.SZ,20250701,8.207
300101.SZ,20250630,8.207
300101.SZ,20250627,8.207
300101.SZ,20250626,8.207
300101.SZ,20250625,8.207
300101.SZ,20250624,8.207
300101.SZ,20250623,8.207
300101.SZ,20250620,8.207
300101.SZ,20250619,8.207
300101.SZ,20250618,8.207
300101.SZ,20250617,8.18
300101.SZ,20250616,8.18
300101.SZ,20250613,8.18
300101.SZ,20250612,8.18
300101.SZ,20250611,8.18
300101.SZ,20250610,8.18
300101.SZ,20250609,8.18
300101.SZ,20250606,8.18
300101.SZ,20250605,8.18
300101.SZ,20250604,8.18
300101.SZ,20250603,8.18
300101.SZ,20250530,8.18
300101.SZ,20250529,8.18
300101.SZ,20250528,8.18
300101.SZ,20250527,8.18
300101.SZ,20250526,8.18
300101.SZ,20250523,8.18
300101.SZ,20250522,8.18
300101.SZ,20250521,8.18
300101.SZ,20250520,8.18
300101.SZ,20250519,8.18
300101.SZ,20250516,8.18
300101.SZ,20250515,8.18
300101.SZ,20250514,8.18
300101.SZ,20250513,8.18
300101.SZ,20250512,8.18
300101.SZ,20250509,8.18
300101.SZ,20250508,8.18
300101.SZ,20250507,8.18
300101.SZ,20250506,8.18
300101.SZ,20250430,8.18
300101.SZ,20250429,8.18
300101.SZ,20250428,8.18
300101.SZ,20250425,8.18
300101.SZ,20250424,8.18
300101.SZ,20250423,8.18
300101.SZ,20250422,8.18
300101.SZ,20250421,8.18
300101.SZ,20250418,8.18
300101.SZ,20250417,8.18
300101.SZ,20250416,8.18
300101.SZ,20250415,8.18
300101.SZ,20250414,8.18
300101.SZ,20250411,8.18
300101.SZ,20250410,8.18
300101.SZ,20250409,8.18
300101.SZ,20250408,8.18
300101.SZ,20250407,8.18
300101.SZ,20250403,8.18
300101.SZ,20250402,8.18
300101.SZ,20250401,8.18
300101.SZ,20250331,8.18
300101.SZ,20250328,8.18
300101.SZ,20250327,8.18
300101.SZ,20250326,8.18
300101.SZ,20250325,8.18
300101.SZ,20250324,8.18
300101.SZ,20250321,8.18
300101.SZ,20250320,8.18
300101.SZ,20250319,8.18
300101.SZ,20250318,8.18
300101.SZ,20250317,8.18
300101.SZ,20250314,8.18
300101.SZ,20250313,8.18
300101.SZ,20250312,8.18
300101.SZ,20250311,8.18
300101.SZ,20250310,8.18
300101.SZ,20250307,8.18
300101.SZ,20250306,8.18
300101.SZ,20250305,8.18
300101.SZ,20250304,8.18
300101.SZ,20250303,8.18
300101.SZ,20250228,8.18
300101.SZ,20250227,8.18
300101.SZ,20250226,8.18
300101.SZ,20250225,8.18
300101.SZ,20250224,8.18
300101.SZ,20250221,8.18
300101.SZ,20250220,8.18
300101.SZ,20250219,8.18
300101.SZ,20250218,8.18
300101.SZ,20250217,8.18
300101.SZ,20250214,8.18
300101.SZ,20250213,8.18
300101.SZ,20250212,8.18
300101.SZ,20250211,8.18
300101.SZ,20250210,8.18
300101.SZ,20250207,8.18
300101.SZ,20250206,8.18
300101.SZ,20250205,8.18
300101.SZ,20250127,8.18
300101.SZ,20250124,8.18
300101.SZ,20250123,8.18
300101.SZ,20250122,8.18
300101.SZ,20250121,8.18
300101.SZ,20250120,8.18
300101.SZ,20250117,8.18
300101.SZ,20250116,8.18
300101.SZ,20250115,8.18
300101.SZ,20250114,8.18
300101.SZ,20250113,8.18
300101.SZ,20250110,8.18
300101.SZ,20250109,8.18
300101.SZ,20250108,8.18
300101.SZ,20250107,8.18
300101.SZ,20250106,8.18
300101.SZ,20250103,8.18
300101.SZ,20250102,8.18
300101.SZ,20241231,8.18
300101.SZ,20241230,8.18
300101.SZ,20241227,8.18
300101.SZ,20241226,8.18
300101.SZ,20241225,8.18
300101.SZ,20241224,8.18
300101.SZ,20241223,8.18
300101.SZ,20241220,8.18
300101.SZ,20241219,8.18
300101.SZ,20241218,8.18
300101.SZ,20241217,8.18
300101.SZ,20241216,8.18
300101.SZ,20241213,8.18
300101.SZ,20241212,8.18
300101.SZ,20241211,8.18
300101.SZ,20241210,8.18
300101.SZ,20241209,8.18
300101.SZ,20241206,8.18
300101.SZ,20241205,8.18
300101.SZ,20241204,8.18
300101.SZ,20241203,8.18
300101.SZ,20241202,8.18
300101.SZ,20241129,8.18
300101.SZ,20241128,8.18
300101.SZ,20241127,8.18
300101.SZ,20241126,8.18
300101.SZ,20241125,8.18
300101.SZ,20241122,8.18
300101.SZ,20241121,8.18
300101.SZ,20241120,8.18
300101.SZ,20241119,8.18
300101.SZ,20241118,8.18
300101.SZ,20241115,8.18
300101.SZ,20241114,8.18
300101.SZ,20241113,8.18
300101.SZ,20241112,8.18
300101.SZ,20241111,8.18
300101.SZ,20241108,8.18
300101.SZ,20241107,8.18
300101.SZ,20241106,8.18
300101.SZ,20241105,8.18
300101.SZ,20241104,8.18
300101.SZ,20241101,8.18
300101.SZ,20241031,8.18
300101.SZ,20241030,8.18
300101.SZ,20241029,8.18
300101.SZ,20241028,8.18
300101.SZ,20241025,8.18
300101.SZ,20241024,8.18
300101.SZ,20241023,8.18
300101.SZ,20241022,8.18
300101.SZ,20241021,8.18
300101.SZ,20241018,8.18
300101.SZ,20241017,8.18
300101.SZ,20241016,8.18
300101.SZ,20241015,8.18
300101.SZ,20241014,8.18
300101.SZ,20241011,8.18
300101.SZ,20241010,8.18
300101.SZ,20241009,8.18
300101.SZ,20241008,8.18
300101.SZ,20240930,8.18
300101.SZ,20240927,8.18
300101.SZ,20240926,8.18
300101.SZ,20240925,8.18
300101.SZ,20240924,8.18
300101.SZ,20240923,8.18
300101.SZ,20240920,8.18
300101.SZ,20240919,8.18
300101.SZ,20240918,8.18
300101.SZ,20240913,8.18
300101.SZ,20240912,8.18
300101.SZ,20240911,8.18
300101.SZ,20240910,8.18
300101.SZ,20240909,8.18
300101.SZ,20240906,8.18
300101.SZ,20240905,8.18
300101.SZ,20240904,8.18
300101.SZ,20240903,8.18
300101.SZ,20240902,8.18
300101.SZ,20240830,8.18
300101.SZ,20240829,8.18
300101.SZ,20240828,8.18
300101.SZ,20240827,8.18
300101.SZ,20240826,8.18
300101.SZ,20240823,8.18
300101.SZ,20240822,8.18
300101.SZ,20240821,8.18
300101.SZ,20240820,8.18
300101.SZ,20240819,8.18
300101.SZ,20240816,8.18
300101.SZ,20240815,8.18
300101.SZ,20240814,8.18
300101.SZ,20240813,8.18
