ts_code,trade_date,adj_factor
300310.SZ,20260615,7.701
300310.SZ,20260612,7.701
300310.SZ,20260611,7.701
300310.SZ,20260610,7.701
300310.SZ,20260609,7.701
300310.SZ,20260608,7.701
300310.SZ,20260605,7.701
300310.SZ,20260604,7.701
300310.SZ,20260603,7.701
300310.SZ,20260602,7.701
300310.SZ,20260601,7.701
300310.SZ,20260529,7.701
300310.SZ,20260528,7.701
300310.SZ,20260527,7.701
300310.SZ,20260526,7.701
300310.SZ,20260525,7.701
300310.SZ,20260522,7.701
300310.SZ,20260521,7.701
300310.SZ,20260520,7.701
300310.SZ,20260519,7.701
300310.SZ,20260518,7.701
300310.SZ,20260515,7.701
300310.SZ,20260514,7.701
300310.SZ,20260513,7.701
300310.SZ,20260512,7.701
300310.SZ,20260511,7.701
300310.SZ,20260508,7.701
300310.SZ,20260507,7.701
300310.SZ,20260506,7.701
300310.SZ,20260430,7.701
300310.SZ,20260429,7.701
300310.SZ,20260428,7.701
300310.SZ,20260427,7.701
300310.SZ,20260424,7.701
300310.SZ,20260423,7.701
300310.SZ,20260422,7.701
300310.SZ,20260421,7.701
300310.SZ,20260420,7.701
300310.SZ,20260417,7.701
300310.SZ,20260416,7.701
300310.SZ,20260415,7.701
300310.SZ,20260414,7.701
300310.SZ,20260413,7.701
300310.SZ,20260410,7.701
300310.SZ,20260409,7.701
300310.SZ,20260408,7.701
300310.SZ,20260407,7.701
300310.SZ,20260403,7.701
300310.SZ,20260402,7.701
300310.SZ,20260401,7.701
300310.SZ,20260331,7.701
300310.SZ,20260330,7.701
300310.SZ,20260327,7.701
300310.SZ,20260326,7.701
300310.SZ,20260325,7.701
300310.SZ,20260324,7.701
300310.SZ,20260323,7.701
300310.SZ,20260320,7.701
300310.SZ,20260319,7.701
300310.SZ,20260318,7.701
300310.SZ,20260317,7.701
300310.SZ,20260316,7.701
300310.SZ,20260313,7.701
300310.SZ,20260312,7.701
300310.SZ,20260311,7.701
300310.SZ,20260310,7.701
300310.SZ,20260309,7.701
300310.SZ,20260306,7.701
300310.SZ,20260305,7.701
300310.SZ,20260304,7.701
300310.SZ,20260303,7.701
300310.SZ,20260302,7.701
300310.SZ,20260227,7.701
300310.SZ,20260226,7.701
300310.SZ,20260225,7.701
300310.SZ,20260224,7.701
300310.SZ,20260213,7.701
300310.SZ,20260212,7.701
300310.SZ,20260211,7.701
300310.SZ,20260210,7.701
300310.SZ,20260209,7.701
300310.SZ,20260206,7.701
300310.SZ,20260205,7.701
300310.SZ,20260204,7.701
300310.SZ,20260203,7.701
300310.SZ,20260202,7.701
300310.SZ,20260130,7.701
300310.SZ,20260129,7.701
300310.SZ,20260128,7.701
300310.SZ,20260127,7.701
300310.SZ,20260126,7.701
300310.SZ,20260123,7.701
300310.SZ,20260122,7.701
300310.SZ,20260121,7.701
300310.SZ,20260120,7.701
300310.SZ,20260119,7.701
300310.SZ,20260116,7.701
300310.SZ,20260115,7.701
300310.SZ,20260114,7.701
300310.SZ,20260113,7.701
300310.SZ,20260112,7.701
300310.SZ,20260109,7.701
300310.SZ,20260108,7.701
300310.SZ,20260107,7.701
300310.SZ,20260106,7.701
300310.SZ,20260105,7.701
300310.SZ,20251231,7.701
300310.SZ,20251230,7.701
300310.SZ,20251229,7.701
300310.SZ,20251226,7.701
300310.SZ,20251225,7.701
300310.SZ,20251224,7.701
300310.SZ,20251223,7.701
300310.SZ,20251222,7.701
300310.SZ,20251219,7.701
300310.SZ,20251218,7.701
300310.SZ,20251217,7.701
300310.SZ,20251216,7.701
300310.SZ,20251215,7.701
300310.SZ,20251212,7.701
300310.SZ,20251211,7.701
300310.SZ,20251210,7.701
300310.SZ,20251209,7.701
300310.SZ,20251208,7.701
300310.SZ,20251205,7.701
300310.SZ,20251204,7.701
300310.SZ,20251203,7.701
300310.SZ,20251202,7.701
300310.SZ,20251201,7.701
300310.SZ,20251128,7.701
300310.SZ,20251127,7.701
300310.SZ,20251126,7.701
300310.SZ,20251125,7.701
300310.SZ,20251124,7.701
300310.SZ,20251121,7.701
300310.SZ,20251120,7.701
300310.SZ,20251119,7.701
300310.SZ,20251118,7.701
300310.SZ,20251117,7.701
300310.SZ,20251114,7.701
300310.SZ,20251113,7.701
300310.SZ,20251112,7.701
300310.SZ,20251111,7.701
300310.SZ,20251110,7.701
300310.SZ,20251107,7.701
300310.SZ,20251106,7.701
300310.SZ,20251105,7.701
300310.SZ,20251104,7.701
300310.SZ,20251103,7.701
300310.SZ,20251031,7.701
300310.SZ,20251030,7.701
300310.SZ,20251029,7.701
300310.SZ,20251028,7.701
300310.SZ,20251027,7.701
300310.SZ,20251024,7.701
300310.SZ,20251023,7.701
300310.SZ,20251022,7.701
300310.SZ,20251021,7.701
300310.SZ,20251020,7.701
300310.SZ,20251017,7.701
300310.SZ,20251016,7.701
300310.SZ,20251015,7.701
300310.SZ,20251014,7.701
300310.SZ,20251013,7.701
300310.SZ,20251010,7.701
300310.SZ,20251009,7.701
300310.SZ,20250930,7.701
300310.SZ,20250929,7.701
300310.SZ,20250926,7.701
300310.SZ,20250925,7.701
300310.SZ,20250924,7.701
300310.SZ,20250923,7.701
300310.SZ,20250922,7.701
300310.SZ,20250919,7.701
300310.SZ,20250918,7.701
300310.SZ,20250917,7.701
300310.SZ,20250916,7.701
300310.SZ,20250915,7.701
300310.SZ,20250912,7.701
300310.SZ,20250911,7.701
300310.SZ,20250910,7.701
300310.SZ,20250909,7.701
300310.SZ,20250908,7.701
300310.SZ,20250905,7.701
300310.SZ,20250904,7.701
300310.SZ,20250903,7.701
300310.SZ,20250902,7.701
300310.SZ,20250901,7.701
300310.SZ,20250829,7.701
300310.SZ,20250828,7.701
300310.SZ,20250827,7.701
300310.SZ,20250826,7.701
300310.SZ,20250825,7.701
300310.SZ,20250822,7.701
300310.SZ,20250821,7.701
300310.SZ,20250820,7.701
300310.SZ,20250819,7.701
300310.SZ,20250818,7.701
300310.SZ,20250815,7.701
300310.SZ,20250814,7.701
300310.SZ,20250813,7.701
300310.SZ,20250812,7.701
300310.SZ,20250811,7.701
300310.SZ,20250808,7.701
300310.SZ,20250807,7.701
300310.SZ,20250806,7.701
300310.SZ,20250805,7.701
300310.SZ,20250804,7.701
300310.SZ,20250801,7.701
300310.SZ,20250731,7.701
300310.SZ,20250730,7.701
300310.SZ,20250729,7.701
300310.SZ,20250728,7.701
300310.SZ,20250725,7.701
300310.SZ,20250724,7.701
300310.SZ,20250723,7.701
300310.SZ,20250722,7.701
300310.SZ,20250721,7.701
300310.SZ,20250718,7.701
300310.SZ,20250717,7.701
300310.SZ,20250716,7.701
300310.SZ,20250715,7.701
300310.SZ,20250714,7.701
300310.SZ,20250711,7.701
300310.SZ,20250710,7.701
300310.SZ,20250709,7.701
300310.SZ,20250708,7.701
300310.SZ,20250707,7.701
300310.SZ,20250704,7.701
300310.SZ,20250703,7.701
300310.SZ,20250702,7.701
300310.SZ,20250701,7.701
300310.SZ,20250630,7.701
300310.SZ,20250627,7.701
300310.SZ,20250626,7.701
300310.SZ,20250625,7.701
300310.SZ,20250624,7.701
300310.SZ,20250623,7.701
300310.SZ,20250620,7.701
300310.SZ,20250619,7.701
300310.SZ,20250618,7.701
300310.SZ,20250617,7.701
300310.SZ,20250616,7.701
300310.SZ,20250613,7.701
300310.SZ,20250612,7.701
300310.SZ,20250611,7.701
300310.SZ,20250610,7.701
300310.SZ,20250609,7.701
300310.SZ,20250606,7.701
300310.SZ,20250605,7.701
300310.SZ,20250604,7.701
300310.SZ,20250603,7.701
300310.SZ,20250530,7.701
300310.SZ,20250529,7.701
300310.SZ,20250528,7.701
300310.SZ,20250527,7.701
300310.SZ,20250526,7.701
300310.SZ,20250523,7.701
300310.SZ,20250522,7.701
300310.SZ,20250521,7.701
300310.SZ,20250520,7.701
300310.SZ,20250519,7.701
300310.SZ,20250516,7.701
300310.SZ,20250515,7.701
300310.SZ,20250514,7.701
300310.SZ,20250513,7.701
300310.SZ,20250512,7.701
300310.SZ,20250509,7.701
300310.SZ,20250508,7.701
300310.SZ,20250507,7.701
300310.SZ,20250506,7.701
300310.SZ,20250430,7.701
300310.SZ,20250429,7.701
300310.SZ,20250428,7.701
300310.SZ,20250425,7.701
300310.SZ,20250424,7.701
300310.SZ,20250423,7.701
300310.SZ,20250422,7.701
300310.SZ,20250421,7.701
300310.SZ,20250418,7.701
300310.SZ,20250417,7.701
300310.SZ,20250416,7.701
300310.SZ,20250415,7.701
300310.SZ,20250414,7.701
300310.SZ,20250411,7.701
300310.SZ,20250410,7.701
300310.SZ,20250409,7.701
300310.SZ,20250408,7.701
300310.SZ,20250407,7.701
300310.SZ,20250403,7.701
300310.SZ,20250402,7.701
300310.SZ,20250401,7.701
300310.SZ,20250331,7.701
300310.SZ,20250328,7.701
300310.SZ,20250327,7.701
300310.SZ,20250326,7.701
300310.SZ,20250325,7.701
300310.SZ,20250324,7.701
300310.SZ,20250321,7.701
300310.SZ,20250320,7.701
300310.SZ,20250319,7.701
300310.SZ,20250318,7.701
300310.SZ,20250317,7.701
300310.SZ,20250314,7.701
300310.SZ,20250313,7.701
300310.SZ,20250312,7.701
300310.SZ,20250311,7.701
300310.SZ,20250310,7.701
300310.SZ,20250307,7.701
300310.SZ,20250306,7.701
300310.SZ,20250305,7.701
300310.SZ,20250304,7.701
300310.SZ,20250303,7.701
300310.SZ,20250228,7.701
300310.SZ,20250227,7.701
300310.SZ,20250226,7.701
300310.SZ,20250225,7.701
300310.SZ,20250224,7.701
300310.SZ,20250221,7.701
300310.SZ,20250220,7.701
300310.SZ,20250219,7.701
300310.SZ,20250218,7.701
300310.SZ,20250217,7.701
300310.SZ,20250214,7.701
300310.SZ,20250213,7.701
300310.SZ,20250212,7.701
300310.SZ,20250211,7.701
300310.SZ,20250210,7.701
300310.SZ,20250207,7.701
300310.SZ,20250206,7.701
300310.SZ,20250205,7.701
300310.SZ,20250127,7.701
300310.SZ,20250124,7.701
300310.SZ,20250123,7.701
300310.SZ,20250122,7.701
300310.SZ,20250121,7.701
300310.SZ,20250120,7.701
300310.SZ,20250117,7.701
300310.SZ,20250116,7.701
300310.SZ,20250115,7.701
300310.SZ,20250114,7.701
300310.SZ,20250113,7.701
300310.SZ,20250110,7.701
300310.SZ,20250109,7.701
300310.SZ,20250108,7.701
300310.SZ,20250107,7.701
300310.SZ,20250106,7.701
300310.SZ,20250103,7.701
300310.SZ,20250102,7.701
