ts_code,trade_date,adj_factor
002151.SZ,20260615,5.858
002151.SZ,20260612,5.858
002151.SZ,20260611,5.858
002151.SZ,20260610,5.858
002151.SZ,20260609,5.858
002151.SZ,20260608,5.858
002151.SZ,20260605,5.858
002151.SZ,20260604,5.858
002151.SZ,20260603,5.858
002151.SZ,20260602,5.858
002151.SZ,20260601,5.858
002151.SZ,20260529,5.858
002151.SZ,20260528,5.858
002151.SZ,20260527,5.858
002151.SZ,20260526,5.858
002151.SZ,20260525,5.858
002151.SZ,20260522,5.858
002151.SZ,20260521,5.858
002151.SZ,20260520,5.858
002151.SZ,20260519,5.858
002151.SZ,20260518,5.858
002151.SZ,20260515,5.858
002151.SZ,20260514,5.858
002151.SZ,20260513,5.858
002151.SZ,20260512,5.858
002151.SZ,20260511,5.858
002151.SZ,20260508,5.858
002151.SZ,20260507,5.858
002151.SZ,20260506,5.858
002151.SZ,20260430,5.858
002151.SZ,20260429,5.858
002151.SZ,20260428,5.858
002151.SZ,20260427,5.858
002151.SZ,20260424,5.858
002151.SZ,20260423,5.858
002151.SZ,20260422,5.858
002151.SZ,20260421,5.858
002151.SZ,20260420,5.858
002151.SZ,20260417,5.858
002151.SZ,20260416,5.858
002151.SZ,20260415,5.858
002151.SZ,20260414,5.858
002151.SZ,20260413,5.858
002151.SZ,20260410,5.858
002151.SZ,20260409,5.858
002151.SZ,20260408,5.858
002151.SZ,20260407,5.858
002151.SZ,20260403,5.858
002151.SZ,20260402,5.858
002151.SZ,20260401,5.858
002151.SZ,20260331,5.858
002151.SZ,20260330,5.858
002151.SZ,20260327,5.858
002151.SZ,20260326,5.858
002151.SZ,20260325,5.858
002151.SZ,20260324,5.858
002151.SZ,20260323,5.858
002151.SZ,20260320,5.858
002151.SZ,20260319,5.858
002151.SZ,20260318,5.858
002151.SZ,20260317,5.858
002151.SZ,20260316,5.858
002151.SZ,20260313,5.858
002151.SZ,20260312,5.858
002151.SZ,20260311,5.858
002151.SZ,20260310,5.858
002151.SZ,20260309,5.858
002151.SZ,20260306,5.858
002151.SZ,20260305,5.858
002151.SZ,20260304,5.858
002151.SZ,20260303,5.858
002151.SZ,20260302,5.858
002151.SZ,20260227,5.858
002151.SZ,20260226,5.858
002151.SZ,20260225,5.858
