ts_code,trade_date,adj_factor
002383.SZ,20260615,4.798
002383.SZ,20260612,4.798
002383.SZ,20260611,4.798
002383.SZ,20260610,4.798
002383.SZ,20260609,4.798
002383.SZ,20260608,4.798
002383.SZ,20260605,4.798
002383.SZ,20260604,4.798
002383.SZ,20260603,4.798
002383.SZ,20260602,4.798
002383.SZ,20260601,4.798
002383.SZ,20260529,4.798
002383.SZ,20260528,4.798
002383.SZ,20260527,4.798
002383.SZ,20260526,4.798
002383.SZ,20260525,4.798
002383.SZ,20260522,4.798
002383.SZ,20260521,4.798
002383.SZ,20260520,4.798
002383.SZ,20260519,4.798
002383.SZ,20260518,4.798
002383.SZ,20260515,4.798
002383.SZ,20260514,4.798
002383.SZ,20260513,4.798
002383.SZ,20260512,4.798
002383.SZ,20260511,4.798
002383.SZ,20260508,4.798
002383.SZ,20260507,4.798
002383.SZ,20260506,4.798
002383.SZ,20260430,4.798
002383.SZ,20260429,4.798
002383.SZ,20260428,4.798
002383.SZ,20260427,4.798
002383.SZ,20260424,4.798
002383.SZ,20260423,4.798
002383.SZ,20260422,4.798
002383.SZ,20260421,4.798
002383.SZ,20260420,4.798
002383.SZ,20260417,4.798
002383.SZ,20260416,4.798
002383.SZ,20260415,4.798
002383.SZ,20260414,4.798
002383.SZ,20260413,4.798
002383.SZ,20260410,4.798
002383.SZ,20260409,4.798
002383.SZ,20260408,4.798
002383.SZ,20260407,4.798
002383.SZ,20260403,4.798
002383.SZ,20260402,4.798
002383.SZ,20260401,4.798
002383.SZ,20260331,4.798
002383.SZ,20260330,4.798
002383.SZ,20260327,4.798
002383.SZ,20260326,4.798
002383.SZ,20260325,4.798
002383.SZ,20260324,4.798
002383.SZ,20260323,4.798
002383.SZ,20260320,4.798
002383.SZ,20260319,4.798
002383.SZ,20260318,4.798
002383.SZ,20260317,4.798
002383.SZ,20260316,4.798
002383.SZ,20260313,4.798
002383.SZ,20260312,4.798
002383.SZ,20260311,4.798
002383.SZ,20260310,4.798
002383.SZ,20260309,4.798
002383.SZ,20260306,4.798
002383.SZ,20260305,4.798
002383.SZ,20260304,4.798
002383.SZ,20260303,4.798
002383.SZ,20260302,4.798
002383.SZ,20260227,4.798
002383.SZ,20260226,4.798
002383.SZ,20260225,4.798
002383.SZ,20260224,4.798
002383.SZ,20260213,4.798
002383.SZ,20260212,4.798
002383.SZ,20260211,4.798
002383.SZ,20260210,4.798
002383.SZ,20260209,4.798
002383.SZ,20260206,4.798
002383.SZ,20260205,4.798
002383.SZ,20260204,4.798
002383.SZ,20260203,4.798
002383.SZ,20260202,4.798
002383.SZ,20260130,4.798
002383.SZ,20260129,4.798
002383.SZ,20260128,4.798
002383.SZ,20260127,4.798
002383.SZ,20260126,4.798
002383.SZ,20260123,4.798
002383.SZ,20260122,4.798
002383.SZ,20260121,4.798
002383.SZ,20260120,4.798
002383.SZ,20260119,4.798
002383.SZ,20260116,4.798
002383.SZ,20260115,4.798
002383.SZ,20260114,4.798
002383.SZ,20260113,4.798
002383.SZ,20260112,4.798
002383.SZ,20260109,4.798
002383.SZ,20260108,4.798
002383.SZ,20260107,4.798
002383.SZ,20260106,4.798
002383.SZ,20260105,4.798
002383.SZ,20251231,4.798
002383.SZ,20251230,4.798
002383.SZ,20251229,4.798
002383.SZ,20251226,4.798
002383.SZ,20251225,4.798
002383.SZ,20251224,4.798
002383.SZ,20251223,4.798
002383.SZ,20251222,4.798
002383.SZ,20251219,4.798
002383.SZ,20251218,4.798
002383.SZ,20251217,4.798
002383.SZ,20251216,4.798
002383.SZ,20251215,4.798
002383.SZ,20251212,4.798
002383.SZ,20251211,4.798
002383.SZ,20251210,4.798
002383.SZ,20251209,4.798
002383.SZ,20251208,4.798
002383.SZ,20251205,4.798
002383.SZ,20251204,4.798
002383.SZ,20251203,4.798
002383.SZ,20251202,4.798
002383.SZ,20251201,4.798
002383.SZ,20251128,4.798
002383.SZ,20251127,4.798
002383.SZ,20251126,4.798
002383.SZ,20251125,4.798
002383.SZ,20251124,4.798
002383.SZ,20251121,4.798
002383.SZ,20251120,4.798
002383.SZ,20251119,4.798
002383.SZ,20251118,4.798
002383.SZ,20251117,4.798
002383.SZ,20251114,4.798
002383.SZ,20251113,4.798
002383.SZ,20251112,4.798
002383.SZ,20251111,4.798
002383.SZ,20251110,4.798
002383.SZ,20251107,4.798
002383.SZ,20251106,4.798
002383.SZ,20251105,4.798
002383.SZ,20251104,4.798
002383.SZ,20251103,4.798
002383.SZ,20251031,4.798
002383.SZ,20251030,4.798
002383.SZ,20251029,4.798
002383.SZ,20251028,4.798
002383.SZ,20251027,4.798
002383.SZ,20251024,4.798
002383.SZ,20251023,4.798
002383.SZ,20251022,4.798
002383.SZ,20251021,4.798
002383.SZ,20251020,4.798
002383.SZ,20251017,4.798
002383.SZ,20251016,4.798
002383.SZ,20251015,4.798
002383.SZ,20251014,4.798
002383.SZ,20251013,4.798
002383.SZ,20251010,4.798
002383.SZ,20251009,4.798
002383.SZ,20250930,4.798
002383.SZ,20250929,4.798
002383.SZ,20250926,4.798
002383.SZ,20250925,4.798
002383.SZ,20250924,4.798
002383.SZ,20250923,4.798
002383.SZ,20250922,4.798
002383.SZ,20250919,4.798
002383.SZ,20250918,4.798
002383.SZ,20250917,4.798
002383.SZ,20250916,4.798
002383.SZ,20250915,4.798
002383.SZ,20250912,4.798
002383.SZ,20250911,4.798
002383.SZ,20250910,4.798
002383.SZ,20250909,4.798
002383.SZ,20250908,4.798
002383.SZ,20250905,4.798
002383.SZ,20250904,4.798
002383.SZ,20250903,4.798
002383.SZ,20250902,4.798
002383.SZ,20250901,4.798
002383.SZ,20250829,4.798
002383.SZ,20250828,4.798
002383.SZ,20250827,4.798
002383.SZ,20250826,4.798
002383.SZ,20250825,4.798
002383.SZ,20250822,4.798
002383.SZ,20250821,4.798
002383.SZ,20250820,4.798
002383.SZ,20250819,4.798
002383.SZ,20250818,4.798
002383.SZ,20250815,4.798
002383.SZ,20250814,4.798
002383.SZ,20250813,4.798
002383.SZ,20250812,4.798
002383.SZ,20250811,4.798
002383.SZ,20250808,4.798
002383.SZ,20250807,4.798
002383.SZ,20250806,4.798
002383.SZ,20250805,4.798
002383.SZ,20250804,4.798
002383.SZ,20250801,4.798
002383.SZ,20250731,4.798
002383.SZ,20250730,4.798
002383.SZ,20250729,4.798
002383.SZ,20250728,4.798
002383.SZ,20250725,4.798
002383.SZ,20250724,4.798
002383.SZ,20250723,4.798
002383.SZ,20250722,4.798
002383.SZ,20250721,4.798
002383.SZ,20250718,4.798
002383.SZ,20250717,4.798
002383.SZ,20250716,4.798
002383.SZ,20250715,4.798
002383.SZ,20250714,4.798
002383.SZ,20250711,4.798
002383.SZ,20250710,4.798
002383.SZ,20250709,4.798
002383.SZ,20250708,4.798
002383.SZ,20250707,4.798
002383.SZ,20250704,4.798
002383.SZ,20250703,4.798
002383.SZ,20250702,4.798
002383.SZ,20250701,4.798
002383.SZ,20250630,4.798
002383.SZ,20250627,4.798
002383.SZ,20250626,4.798
002383.SZ,20250625,4.798
002383.SZ,20250624,4.798
002383.SZ,20250623,4.798
002383.SZ,20250620,4.798
002383.SZ,20250619,4.798
002383.SZ,20250618,4.798
002383.SZ,20250617,4.798
002383.SZ,20250616,4.798
002383.SZ,20250613,4.798
002383.SZ,20250612,4.798
002383.SZ,20250611,4.798
002383.SZ,20250610,4.798
002383.SZ,20250609,4.798
002383.SZ,20250606,4.798
002383.SZ,20250605,4.798
002383.SZ,20250604,4.798
002383.SZ,20250603,4.798
002383.SZ,20250530,4.798
002383.SZ,20250529,4.798
002383.SZ,20250528,4.798
002383.SZ,20250527,4.798
002383.SZ,20250526,4.798
002383.SZ,20250523,4.798
002383.SZ,20250522,4.798
002383.SZ,20250521,4.798
002383.SZ,20250520,4.798
002383.SZ,20250519,4.798
002383.SZ,20250516,4.798
002383.SZ,20250515,4.798
002383.SZ,20250514,4.798
002383.SZ,20250513,4.798
002383.SZ,20250512,4.798
002383.SZ,20250509,4.798
002383.SZ,20250508,4.798
002383.SZ,20250507,4.798
002383.SZ,20250506,4.798
002383.SZ,20250430,4.798
002383.SZ,20250429,4.798
002383.SZ,20250428,4.798
002383.SZ,20250425,4.798
002383.SZ,20250424,4.798
002383.SZ,20250423,4.798
002383.SZ,20250422,4.798
002383.SZ,20250421,4.798
002383.SZ,20250418,4.798
002383.SZ,20250417,4.798
002383.SZ,20250416,4.798
002383.SZ,20250415,4.798
