ts_code,trade_date,adj_factor
300590.SZ,20260615,5.9167
300590.SZ,20260612,5.9167
300590.SZ,20260611,5.9167
300590.SZ,20260610,5.9167
300590.SZ,20260609,5.9167
300590.SZ,20260608,5.9167
300590.SZ,20260605,5.9167
300590.SZ,20260604,5.9167
300590.SZ,20260603,5.9167
300590.SZ,20260602,5.9167
300590.SZ,20260601,5.9167
300590.SZ,20260529,5.9167
300590.SZ,20260528,5.9167
300590.SZ,20260527,5.9167
300590.SZ,20260526,5.9167
300590.SZ,20260525,5.9167
300590.SZ,20260522,5.8701
300590.SZ,20260521,5.8701
300590.SZ,20260520,5.8701
300590.SZ,20260519,5.8701
300590.SZ,20260518,5.8701
300590.SZ,20260515,5.8701
300590.SZ,20260514,5.8701
300590.SZ,20260513,5.8701
300590.SZ,20260512,5.8701
300590.SZ,20260511,5.8701
300590.SZ,20260508,5.8701
300590.SZ,20260507,5.8701
300590.SZ,20260506,5.8701
300590.SZ,20260430,5.8701
300590.SZ,20260429,5.8701
300590.SZ,20260428,5.8701
300590.SZ,20260427,5.8701
300590.SZ,20260424,5.8701
300590.SZ,20260423,5.8701
300590.SZ,20260422,5.8701
300590.SZ,20260421,5.8701
300590.SZ,20260420,5.8701
300590.SZ,20260417,5.8701
300590.SZ,20260416,5.8701
300590.SZ,20260415,5.8701
300590.SZ,20260414,5.8701
300590.SZ,20260413,5.8701
300590.SZ,20260410,5.8701
300590.SZ,20260409,5.8701
300590.SZ,20260408,5.8701
300590.SZ,20260407,5.8701
300590.SZ,20260403,5.8701
300590.SZ,20260402,5.8701
300590.SZ,20260401,5.8701
300590.SZ,20260331,5.8701
300590.SZ,20260330,5.8701
300590.SZ,20260327,5.8701
300590.SZ,20260326,5.8701
300590.SZ,20260325,5.8701
300590.SZ,20260324,5.8701
300590.SZ,20260323,5.8701
300590.SZ,20260320,5.8701
300590.SZ,20260319,5.8701
300590.SZ,20260318,5.8701
300590.SZ,20260317,5.8701
