ts_code,trade_date,adj_factor
300183.SZ,20260615,5.2198
300183.SZ,20260612,5.2198
300183.SZ,20260611,5.2198
300183.SZ,20260610,5.2198
300183.SZ,20260609,5.2198
300183.SZ,20260608,5.2198
300183.SZ,20260605,5.2198
300183.SZ,20260604,5.2198
300183.SZ,20260603,5.2198
300183.SZ,20260602,5.2198
300183.SZ,20260601,5.2198
300183.SZ,20260529,5.2198
300183.SZ,20260528,5.2198
300183.SZ,20260527,5.2198
300183.SZ,20260526,5.2198
300183.SZ,20260525,5.2198
300183.SZ,20260522,5.2198
300183.SZ,20260521,5.2198
300183.SZ,20260520,5.2198
300183.SZ,20260519,5.2198
300183.SZ,20260518,5.2198
300183.SZ,20260515,5.2198
300183.SZ,20260514,5.2198
300183.SZ,20260513,5.2198
300183.SZ,20260512,5.2198
300183.SZ,20260511,5.2198
300183.SZ,20260508,5.2198
300183.SZ,20260507,5.2198
300183.SZ,20260506,5.2198
300183.SZ,20260430,5.2198
300183.SZ,20260429,5.2198
300183.SZ,20260428,5.2198
300183.SZ,20260427,5.2198
300183.SZ,20260424,5.2198
300183.SZ,20260423,5.2198
300183.SZ,20260422,5.2198
300183.SZ,20260421,5.2198
300183.SZ,20260420,5.2198
300183.SZ,20260417,5.2198
300183.SZ,20260416,5.2198
300183.SZ,20260415,5.2198
300183.SZ,20260414,5.2198
300183.SZ,20260413,5.2198
300183.SZ,20260410,5.2198
300183.SZ,20260409,5.2198
300183.SZ,20260408,5.2198
300183.SZ,20260407,5.2198
300183.SZ,20260403,5.2198
300183.SZ,20260402,5.2198
300183.SZ,20260401,5.2198
300183.SZ,20260331,5.2198
300183.SZ,20260330,5.2198
300183.SZ,20260327,5.2198
300183.SZ,20260326,5.2198
300183.SZ,20260325,5.2198
300183.SZ,20260324,5.2198
300183.SZ,20260323,5.2198
300183.SZ,20260320,5.2198
300183.SZ,20260319,5.2198
300183.SZ,20260318,5.2198
300183.SZ,20260317,5.2198
300183.SZ,20260316,5.2198
300183.SZ,20260313,5.2198
300183.SZ,20260312,5.2198
300183.SZ,20260311,5.2198
300183.SZ,20260310,5.2198
300183.SZ,20260309,5.2198
300183.SZ,20260306,5.2198
300183.SZ,20260305,5.2198
300183.SZ,20260304,5.2198
300183.SZ,20260303,5.2198
300183.SZ,20260302,5.2198
300183.SZ,20260227,5.2198
300183.SZ,20260226,5.2198
300183.SZ,20260225,5.2198
300183.SZ,20260224,5.2198
300183.SZ,20260213,5.2198
300183.SZ,20260212,5.2198
300183.SZ,20260211,5.2198
300183.SZ,20260210,5.2198
300183.SZ,20260209,5.2198
300183.SZ,20260206,5.2198
300183.SZ,20260205,5.2198
300183.SZ,20260204,5.2198
300183.SZ,20260203,5.2198
300183.SZ,20260202,5.2198
300183.SZ,20260130,5.2198
300183.SZ,20260129,5.2198
300183.SZ,20260128,5.2198
300183.SZ,20260127,5.2198
300183.SZ,20260126,5.2198
300183.SZ,20260123,5.2198
300183.SZ,20260122,5.2198
300183.SZ,20260121,5.2198
300183.SZ,20260120,5.2198
300183.SZ,20260119,5.2198
300183.SZ,20260116,5.2198
300183.SZ,20260115,5.2198
300183.SZ,20260114,5.2198
300183.SZ,20260113,5.2198
300183.SZ,20260112,5.2198
300183.SZ,20260109,5.2198
300183.SZ,20260108,5.2198
300183.SZ,20260107,5.2198
300183.SZ,20260106,5.2198
300183.SZ,20260105,5.2198
300183.SZ,20251231,5.2198
300183.SZ,20251230,5.2198
300183.SZ,20251229,5.2198
300183.SZ,20251226,5.2198
300183.SZ,20251225,5.2198
300183.SZ,20251224,5.2198
300183.SZ,20251223,5.2198
300183.SZ,20251222,5.2198
300183.SZ,20251219,5.2198
300183.SZ,20251218,5.2198
300183.SZ,20251217,5.2198
300183.SZ,20251216,5.2198
300183.SZ,20251215,5.2198
300183.SZ,20251212,5.2198
300183.SZ,20251211,5.2198
300183.SZ,20251210,5.2198
300183.SZ,20251209,5.2198
300183.SZ,20251208,5.2198
300183.SZ,20251205,5.2198
300183.SZ,20251204,5.2198
300183.SZ,20251203,5.2198
300183.SZ,20251202,5.2198
300183.SZ,20251201,5.2198
300183.SZ,20251128,5.2198
300183.SZ,20251127,5.2198
300183.SZ,20251126,5.2198
300183.SZ,20251125,5.2198
300183.SZ,20251124,5.2198
300183.SZ,20251121,5.2198
300183.SZ,20251120,5.2198
300183.SZ,20251119,5.2198
300183.SZ,20251118,5.2198
300183.SZ,20251117,5.2198
300183.SZ,20251114,5.2198
300183.SZ,20251113,5.2198
300183.SZ,20251112,5.2198
300183.SZ,20251111,5.2198
300183.SZ,20251110,5.2198
300183.SZ,20251107,5.2198
300183.SZ,20251106,5.2198
300183.SZ,20251105,5.2198
300183.SZ,20251104,5.2198
300183.SZ,20251103,5.2198
300183.SZ,20251031,5.2198
300183.SZ,20251030,5.2198
300183.SZ,20251029,5.2198
300183.SZ,20251028,5.2198
300183.SZ,20251027,5.2198
300183.SZ,20251024,5.2198
300183.SZ,20251023,5.2198
300183.SZ,20251022,5.2198
300183.SZ,20251021,5.2198
300183.SZ,20251020,5.2198
300183.SZ,20251017,5.2198
300183.SZ,20251016,5.2198
300183.SZ,20251015,5.2198
300183.SZ,20251014,5.2198
300183.SZ,20251013,5.2198
300183.SZ,20251010,5.2198
300183.SZ,20251009,5.2198
300183.SZ,20250930,5.2198
300183.SZ,20250929,5.2198
300183.SZ,20250926,5.2198
300183.SZ,20250925,5.2198
300183.SZ,20250924,5.2198
300183.SZ,20250923,5.2198
300183.SZ,20250922,5.2198
300183.SZ,20250919,5.2198
300183.SZ,20250918,5.2198
300183.SZ,20250917,5.2198
300183.SZ,20250916,5.2198
300183.SZ,20250915,5.2198
300183.SZ,20250912,5.2198
300183.SZ,20250911,5.2198
300183.SZ,20250910,5.2198
300183.SZ,20250909,5.2198
300183.SZ,20250908,5.2198
300183.SZ,20250905,5.2198
300183.SZ,20250904,5.2198
300183.SZ,20250903,5.2198
300183.SZ,20250902,5.2198
300183.SZ,20250901,5.2198
300183.SZ,20250829,5.2198
300183.SZ,20250828,5.2198
300183.SZ,20250827,5.2198
300183.SZ,20250826,5.2198
300183.SZ,20250825,5.2198
300183.SZ,20250822,5.2198
300183.SZ,20250821,5.2198
300183.SZ,20250820,5.2198
300183.SZ,20250819,5.2198
300183.SZ,20250818,5.2198
300183.SZ,20250815,5.2198
300183.SZ,20250814,5.2198
300183.SZ,20250813,5.2198
300183.SZ,20250812,5.2198
300183.SZ,20250811,5.2198
300183.SZ,20250808,5.2198
300183.SZ,20250807,5.2198
300183.SZ,20250806,5.2198
300183.SZ,20250805,5.2198
300183.SZ,20250804,5.2198
300183.SZ,20250801,5.2198
300183.SZ,20250731,5.2198
300183.SZ,20250730,5.2198
300183.SZ,20250729,5.2198
300183.SZ,20250728,5.2198
300183.SZ,20250725,5.2198
300183.SZ,20250724,5.2198
300183.SZ,20250723,5.2198
300183.SZ,20250722,5.2198
300183.SZ,20250721,5.2198
300183.SZ,20250718,5.2198
300183.SZ,20250717,5.2198
300183.SZ,20250716,5.2198
300183.SZ,20250715,5.2198
300183.SZ,20250714,5.2198
300183.SZ,20250711,5.2198
300183.SZ,20250710,5.2198
300183.SZ,20250709,5.2198
300183.SZ,20250708,5.2198
300183.SZ,20250707,5.2198
300183.SZ,20250704,5.2198
300183.SZ,20250703,5.2198
300183.SZ,20250702,5.2198
300183.SZ,20250701,5.2198
300183.SZ,20250630,5.2198
300183.SZ,20250627,5.2198
300183.SZ,20250626,5.2198
300183.SZ,20250625,5.2198
300183.SZ,20250624,5.2198
300183.SZ,20250623,5.2198
300183.SZ,20250620,5.2198
300183.SZ,20250619,5.2198
300183.SZ,20250618,5.2198
300183.SZ,20250617,5.2198
300183.SZ,20250616,5.2198
300183.SZ,20250613,5.2198
300183.SZ,20250612,5.2198
300183.SZ,20250611,5.2198
300183.SZ,20250610,5.2198
300183.SZ,20250609,5.2198
300183.SZ,20250606,5.2198
300183.SZ,20250605,5.2198
300183.SZ,20250604,5.2198
300183.SZ,20250603,5.2198
300183.SZ,20250530,5.2198
300183.SZ,20250529,5.2198
300183.SZ,20250528,5.187
300183.SZ,20250527,5.187
300183.SZ,20250526,5.187
300183.SZ,20250523,5.187
300183.SZ,20250522,5.187
300183.SZ,20250521,5.187
300183.SZ,20250520,5.187
300183.SZ,20250519,5.187
300183.SZ,20250516,5.187
300183.SZ,20250515,5.187
300183.SZ,20250514,5.187
300183.SZ,20250513,5.187
300183.SZ,20250512,5.187
300183.SZ,20250509,5.187
300183.SZ,20250508,5.187
300183.SZ,20250507,5.187
300183.SZ,20250506,5.187
300183.SZ,20250430,5.187
300183.SZ,20250429,5.187
300183.SZ,20250428,5.187
300183.SZ,20250425,5.187
300183.SZ,20250424,5.187
300183.SZ,20250423,5.187
300183.SZ,20250422,5.187
300183.SZ,20250421,5.187
300183.SZ,20250418,5.187
300183.SZ,20250417,5.187
300183.SZ,20250416,5.187
300183.SZ,20250415,5.187
300183.SZ,20250414,5.187
300183.SZ,20250411,5.187
300183.SZ,20250410,5.187
300183.SZ,20250409,5.187
300183.SZ,20250408,5.187
300183.SZ,20250407,5.187
300183.SZ,20250403,5.187
300183.SZ,20250402,5.187
300183.SZ,20250401,5.187
300183.SZ,20250331,5.187
300183.SZ,20250328,5.187
300183.SZ,20250327,5.187
300183.SZ,20250326,5.187
300183.SZ,20250325,5.187
300183.SZ,20250324,5.187
300183.SZ,20250321,5.187
300183.SZ,20250320,5.187
300183.SZ,20250319,5.187
300183.SZ,20250318,5.187
300183.SZ,20250317,5.187
300183.SZ,20250314,5.187
300183.SZ,20250313,5.187
300183.SZ,20250312,5.187
300183.SZ,20250311,5.187
300183.SZ,20250310,5.187
300183.SZ,20250307,5.187
300183.SZ,20250306,5.187
300183.SZ,20250305,5.187
300183.SZ,20250304,5.187
300183.SZ,20250303,5.187
300183.SZ,20250228,5.187
300183.SZ,20250227,5.187
300183.SZ,20250226,5.187
300183.SZ,20250225,5.187
300183.SZ,20250224,5.187
300183.SZ,20250221,5.187
300183.SZ,20250220,5.187
300183.SZ,20250219,5.187
300183.SZ,20250218,5.187
300183.SZ,20250217,5.187
300183.SZ,20250214,5.187
300183.SZ,20250213,5.187
300183.SZ,20250212,5.187
300183.SZ,20250211,5.187
300183.SZ,20250210,5.187
300183.SZ,20250207,5.187
300183.SZ,20250206,5.187
300183.SZ,20250205,5.187
300183.SZ,20250127,5.187
300183.SZ,20250124,5.187
300183.SZ,20250123,5.187
300183.SZ,20250122,5.187
300183.SZ,20250121,5.187
300183.SZ,20250120,5.187
300183.SZ,20250117,5.187
300183.SZ,20250116,5.187
300183.SZ,20250115,5.187
300183.SZ,20250114,5.187
300183.SZ,20250113,5.187
300183.SZ,20250110,5.187
300183.SZ,20250109,5.187
300183.SZ,20250108,5.187
300183.SZ,20250107,5.187
300183.SZ,20250106,5.187
300183.SZ,20250103,5.187
300183.SZ,20250102,5.187
300183.SZ,20241231,5.187
300183.SZ,20241230,5.187
300183.SZ,20241227,5.187
300183.SZ,20241226,5.187
