ts_code,trade_date,adj_factor
002970.SZ,20260615,2.1674
002970.SZ,20260612,2.1674
002970.SZ,20260611,2.1674
002970.SZ,20260610,2.1674
002970.SZ,20260609,2.1674
002970.SZ,20260608,2.1674
002970.SZ,20260605,2.1674
002970.SZ,20260604,2.1674
002970.SZ,20260603,2.1674
002970.SZ,20260602,2.1674
002970.SZ,20260601,2.1674
002970.SZ,20260529,2.1674
002970.SZ,20260528,2.1674
002970.SZ,20260527,2.1674
002970.SZ,20260526,2.1674
002970.SZ,20260525,2.1674
002970.SZ,20260522,2.1674
002970.SZ,20260521,2.1674
002970.SZ,20260520,2.1674
002970.SZ,20260519,2.1674
002970.SZ,20260518,2.1674
002970.SZ,20260515,2.1674
002970.SZ,20260514,2.1674
002970.SZ,20260513,2.1674
002970.SZ,20260512,2.1674
002970.SZ,20260511,2.1674
002970.SZ,20260508,2.1674
002970.SZ,20260507,2.1674
002970.SZ,20260506,2.1674
002970.SZ,20260430,2.1674
002970.SZ,20260429,2.1674
002970.SZ,20260428,2.1495
002970.SZ,20260427,2.1495
002970.SZ,20260424,2.1495
002970.SZ,20260423,2.1495
002970.SZ,20260422,2.1495
002970.SZ,20260421,2.1495
002970.SZ,20260420,2.1495
002970.SZ,20260417,2.1495
002970.SZ,20260416,2.1495
002970.SZ,20260415,2.1495
002970.SZ,20260414,2.1495
002970.SZ,20260413,2.1495
002970.SZ,20260410,2.1495
002970.SZ,20260409,2.1495
002970.SZ,20260408,2.1495
002970.SZ,20260407,2.1495
002970.SZ,20260403,2.1495
002970.SZ,20260402,2.1495
002970.SZ,20260401,2.1495
002970.SZ,20260331,2.1495
002970.SZ,20260330,2.1495
002970.SZ,20260327,2.1495
002970.SZ,20260326,2.1495
002970.SZ,20260325,2.1495
002970.SZ,20260324,2.1495
002970.SZ,20260323,2.1495
002970.SZ,20260320,2.1495
002970.SZ,20260319,2.1495
002970.SZ,20260318,2.1495
002970.SZ,20260317,2.1495
002970.SZ,20260316,2.1495
002970.SZ,20260313,2.1495
002970.SZ,20260312,2.1495
002970.SZ,20260311,2.1495
002970.SZ,20260310,2.1495
002970.SZ,20260309,2.1495
002970.SZ,20260306,2.1495
002970.SZ,20260305,2.1495
002970.SZ,20260304,2.1495
002970.SZ,20260303,2.1495
002970.SZ,20260302,2.1495
002970.SZ,20260227,2.1495
002970.SZ,20260226,2.1495
002970.SZ,20260225,2.1495
002970.SZ,20260224,2.1495
002970.SZ,20260213,2.1495
002970.SZ,20260212,2.1495
