ts_code,trade_date,adj_factor
300627.SZ,20260615,6.0046
300627.SZ,20260612,6.0046
300627.SZ,20260611,6.0046
300627.SZ,20260610,6.0046
300627.SZ,20260609,6.0046
300627.SZ,20260608,6.0046
300627.SZ,20260605,6.0046
300627.SZ,20260604,6.0046
300627.SZ,20260603,6.0046
300627.SZ,20260602,6.0046
300627.SZ,20260601,6.0046
300627.SZ,20260529,6.0046
300627.SZ,20260528,6.0046
300627.SZ,20260527,6.0046
300627.SZ,20260526,6.0046
300627.SZ,20260525,6.0046
300627.SZ,20260522,6.0046
300627.SZ,20260521,6.0046
300627.SZ,20260520,6.0046
300627.SZ,20260519,6.0046
300627.SZ,20260518,5.9182
300627.SZ,20260515,5.9182
300627.SZ,20260514,5.9182
300627.SZ,20260513,5.9182
300627.SZ,20260512,5.9182
300627.SZ,20260511,5.9182
300627.SZ,20260508,5.9182
300627.SZ,20260507,5.9182
300627.SZ,20260506,5.9182
300627.SZ,20260430,5.9182
300627.SZ,20260429,5.9182
300627.SZ,20260428,5.9182
300627.SZ,20260427,5.9182
300627.SZ,20260424,5.9182
300627.SZ,20260423,5.9182
300627.SZ,20260422,5.9182
300627.SZ,20260421,5.9182
300627.SZ,20260420,5.9182
300627.SZ,20260417,5.9182
300627.SZ,20260416,5.9182
300627.SZ,20260415,5.9182
300627.SZ,20260414,5.9182
300627.SZ,20260413,5.9182
300627.SZ,20260410,5.9182
300627.SZ,20260409,5.9182
300627.SZ,20260408,5.9182
300627.SZ,20260407,5.9182
300627.SZ,20260403,5.9182
300627.SZ,20260402,5.9182
300627.SZ,20260401,5.9182
300627.SZ,20260331,5.9182
300627.SZ,20260330,5.9182
300627.SZ,20260327,5.9182
300627.SZ,20260326,5.9182
300627.SZ,20260325,5.9182
300627.SZ,20260324,5.9182
300627.SZ,20260323,5.9182
300627.SZ,20260320,5.9182
300627.SZ,20260319,5.9182
300627.SZ,20260318,5.9182
300627.SZ,20260317,5.9182
300627.SZ,20260316,5.9182
300627.SZ,20260313,5.9182
300627.SZ,20260312,5.9182
300627.SZ,20260311,5.9182
300627.SZ,20260310,5.9182
300627.SZ,20260309,5.9182
