ts_code,trade_date,adj_factor
300638.SZ,20260615,8.8996
300638.SZ,20260612,8.8996
300638.SZ,20260611,8.8996
300638.SZ,20260610,8.8996
300638.SZ,20260609,8.8996
300638.SZ,20260608,8.8058
300638.SZ,20260605,8.8058
300638.SZ,20260604,8.8058
300638.SZ,20260603,8.8058
300638.SZ,20260602,8.8058
300638.SZ,20260601,8.8058
300638.SZ,20260529,8.8058
300638.SZ,20260528,8.8058
300638.SZ,20260527,8.8058
300638.SZ,20260526,8.8058
300638.SZ,20260525,8.8058
300638.SZ,20260522,8.8058
300638.SZ,20260521,8.8058
300638.SZ,20260520,8.8058
300638.SZ,20260519,8.8058
300638.SZ,20260518,8.8058
300638.SZ,20260515,8.8058
300638.SZ,20260514,8.8058
300638.SZ,20260513,8.8058
300638.SZ,20260512,8.8058
300638.SZ,20260511,8.8058
300638.SZ,20260508,8.8058
300638.SZ,20260507,8.8058
300638.SZ,20260506,8.8058
300638.SZ,20260430,8.8058
300638.SZ,20260429,8.8058
300638.SZ,20260428,8.8058
300638.SZ,20260427,8.8058
300638.SZ,20260424,8.8058
300638.SZ,20260423,8.8058
300638.SZ,20260422,8.8058
300638.SZ,20260421,8.8058
300638.SZ,20260420,8.8058
300638.SZ,20260417,8.8058
300638.SZ,20260416,8.8058
300638.SZ,20260415,8.8058
300638.SZ,20260414,8.8058
300638.SZ,20260413,8.8058
300638.SZ,20260410,8.8058
300638.SZ,20260409,8.8058
300638.SZ,20260408,8.8058
300638.SZ,20260407,8.8058
300638.SZ,20260403,8.8058
300638.SZ,20260402,8.8058
300638.SZ,20260401,8.8058
300638.SZ,20260331,8.8058
300638.SZ,20260330,8.8058
300638.SZ,20260327,8.8058
300638.SZ,20260326,8.8058
300638.SZ,20260325,8.8058
300638.SZ,20260324,8.8058
300638.SZ,20260323,8.8058
300638.SZ,20260320,8.8058
300638.SZ,20260319,8.8058
300638.SZ,20260318,8.8058
300638.SZ,20260317,8.8058
300638.SZ,20260316,8.8058
300638.SZ,20260313,8.8058
300638.SZ,20260312,8.8058
300638.SZ,20260311,8.8058
300638.SZ,20260310,8.8058
300638.SZ,20260309,8.8058
300638.SZ,20260306,8.8058
300638.SZ,20260305,8.8058
300638.SZ,20260304,8.8058
300638.SZ,20260303,8.8058
300638.SZ,20260302,8.8058
300638.SZ,20260227,8.8058
300638.SZ,20260226,8.8058
300638.SZ,20260225,8.8058
300638.SZ,20260224,8.8058
