LOCAL_COMPANY_NAME,LOCAL_SYMBOL,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
映翰通,688080,688080,融资客控盘比例超一成个股（附名单）,688693 锴威特 43740.39 11.93 -1.66 电子 000554 泰山石油 27747.81 11.86 0.31 石油石化 000012 南玻A 92892.59 11.85 -1.96 建筑材料 603344 星德胜 18389.97 11.85 0.10 电力设备 688080,2026-06-15 09:21:00,证券时报网,http://finance.eastmoney.com/a/202606153770866444.html
映翰通,688080,688080,抢权行情能否上演？ 这些股即将实施分红,3.400 - 19.82 4.87 600903 贵州燃气 0.143 - 9.18 4.44 600552 凯盛科技 0.500 - 20.59 4.31 603288 海天味业 8.000 - 35.17 4.05 002557 洽洽食品 10.000 - 21.45 1.37 688080,2026-06-12 09:23:00,证券时报网,http://finance.eastmoney.com/a/202606123769209620.html
映翰通,688080,688080,融资客控盘比例超一成个股（附名单）,39675.89 11.88 -0.28 基础化工 603063 禾望电气 272555.46 11.88 -2.29 电力设备 300980 祥源新材 30218.12 11.87 -0.92 基础化工 603344 星德胜 18375.33 11.85 -3.76 电力设备 688080,2026-06-12 09:23:00,证券时报网,http://finance.eastmoney.com/a/202606123769209949.html
映翰通,688080,688080,融资客控盘比例超一成个股（附名单）,博隆技术 23557.95 11.88 -3.22 机械设备 688691 灿芯股份 81062.49 11.88 -1.52 电子 002783 凯龙股份 40179.76 11.84 -3.16 基础化工 688592 司南导航 17696.29 11.82 0.00 通信 688080,2026-06-11 09:16:00,证券时报网,http://finance.eastmoney.com/a/202606113767599657.html
映翰通,688080,688080,融资客控盘比例超一成个股（附名单）,300928 华安鑫创 20057.54 11.87 -1.99 汽车 301591 肯特股份 22611.08 11.71 -9.43 基础化工 603175 超颖电子 41855.92 11.67 -3.84 电子 002161 远望谷 49436.37 11.67 -4.98 电子 688080,2026-06-09 09:29:00,证券时报网,http://finance.eastmoney.com/a/202606093764540679.html
映翰通,688080,688080,融资客控盘比例超一成个股（附名单）,新劲刚 58467.30 12.23 0.00 国防军工 301263 泰恩康 87209.28 12.19 4.36 医药生物 000917 电广传媒 127645.04 12.10 -1.06 传媒 002675 东诚药业 112381.30 12.05 -0.16 医药生物 688080,2026-06-08 09:10:00,证券时报网,http://finance.eastmoney.com/a/202606083762822289.html
映翰通,688080,688080,融资客控盘比例超一成个股（附名单）,89701.32 13.09 -5.05 医药生物 002075 沙钢股份 105656.93 13.05 -1.60 钢铁 300841 康华生物 68505.01 12.66 -1.64 医药生物 300989 蕾奥规划 27612.20 12.30 -2.20 建筑装饰 688080,2026-06-05 09:36:00,证券时报网,http://finance.eastmoney.com/a/202606053761323784.html
映翰通,688080,688080,映翰通688080.SH)：2025年年报净利润为1.49亿元,2026年4月22日，映翰通688080.SH)发布2025年年报。 公司营业总收入为7.77亿元。归母净利润为1.49亿元。经营活动现金净流入为1.47亿元。 公司最新资产负债率为14.72%。 公司最新毛利率为49.24%。最新ROE为12.75%。,2026-04-22 09:25:54,界面新闻,http://finance.eastmoney.com/a/202604223713576521.html
映翰通,688080,688080,映翰通：目前，公司暂未直接面向大型数据中心或算力基础设施客户开展核心设备相关业务,谢谢 映翰通（688080.SH）5月25日在投资者互动平台表示，目前，公司暂未直接面向大型数据中心或算力基础设施客户开展核心设备相关业务，公司目前主要围绕能源基础设施及相关设备厂商提供产品与解决方案，例如为储能设备、发电机组等相关厂商提供数据采集、通信联网及供电方案优化等配套服务,2026-05-25 15:54:46,每日经济新闻,http://finance.eastmoney.com/a/202605253748158685.html
映翰通,688080,688080,映翰通688080.SH)2026年一季报净利润为929.27万元、较去年同期下降58.28%,2026年4月22日，映翰通688080.SH)发布2026年一季报。 公司营业总收入为1.34亿元，较去年同报告期营业总收入减少1510.58万元，同比较去年同期下降10.10%。,2026-04-22 15:03:23,界面新闻,http://finance.eastmoney.com/a/202604223713943461.html
