LOCAL_COMPANY_NAME,LOCAL_SYMBOL,代码,名称,公告标题,公告类型,公告日期,网址
有方科技,688159,688159,有方科技,有方科技:董事、高级管理人员薪酬管理制度,管理办法/制度,2026-05-16,https://data.eastmoney.com/notices/detail/688159/AN202605151822349096.html
有方科技,688159,688159,有方科技,有方科技:2025年年度股东会会议资料,股东大会资料,2026-05-16,https://data.eastmoney.com/notices/detail/688159/AN202605151822349099.html
有方科技,688159,688159,有方科技,有方科技:关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,其他,2026-05-13,https://data.eastmoney.com/notices/detail/688159/AN202605121822216900.html
有方科技,688159,688159,有方科技,有方科技:2025年第三季度报告(更正),三季度报告全文,2026-05-01,https://data.eastmoney.com/notices/detail/688159/AN202604301821850145.html
有方科技,688159,688159,有方科技,有方科技:2025年半年度报告(更正),半年度报告全文,2026-05-01,https://data.eastmoney.com/notices/detail/688159/AN202604301821850142.html
有方科技,688159,688159,有方科技,有方科技:2025年半年度报告摘要(更正),半年度报告摘要,2026-05-01,https://data.eastmoney.com/notices/detail/688159/AN202604301821850146.html
有方科技,688159,688159,有方科技,有方科技:立信中联会计师事务所关于对深圳市有方科技股份有限公司2025年度财务报表发表非标准审计意见的专项说明(修订版),专项说明/独立意见,2026-05-01,https://data.eastmoney.com/notices/detail/688159/AN202604301821850143.html
有方科技,688159,688159,有方科技,有方科技:2025年第一季度报告(更正),一季度报告全文,2026-05-01,https://data.eastmoney.com/notices/detail/688159/AN202604301821850144.html
有方科技,688159,688159,有方科技,有方科技:2025年度独立董事述职报告-郭瑾,独立董事述职报告,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773627.html
有方科技,688159,688159,有方科技,有方科技:2025年度业绩快报更正公告,业绩快报,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773624.html
有方科技,688159,688159,有方科技,有方科技:关于前期会计差错更正后的财务报表及相关附注,会计差错更正公告,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773649.html
有方科技,688159,688159,有方科技,有方科技:关于公司及子公司2026年度向金融机构申请综合授信、为子公司提供担保并接受关联方担保的公告,提供/对外担保公告,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773616.html
有方科技,688159,688159,有方科技,有方科技:2025年度独立董事述职报告-金雷,独立董事述职报告,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773638.html
有方科技,688159,688159,有方科技,有方科技:关于提请股东会授权董事会以简易程序向特定对象发行股票的公告,其他增发事项公告,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773619.html
有方科技,688159,688159,有方科技,有方科技:关于调整2023年、2025年限制性股票激励计划授予价格的公告,股权激励行权价（数量）调整,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773641.html
有方科技,688159,688159,有方科技,有方科技:关于召开2025年年度股东会通知,召开股东大会通知,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773612.html
有方科技,688159,688159,有方科技,有方科技:关于回购注销2023年限制性股票激励计划部分第一类限制性股票及调整回购价格的公告,股权激励行权价（数量）调整,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773639.html
有方科技,688159,688159,有方科技,有方科技:德恒上海律师事务所关于深圳市有方科技股份有限公司2023年限制性股票激励计划相关事项的法律意见,法律意见书,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773626.html
有方科技,688159,688159,有方科技,有方科技:关于购买董事和高级管理人员责任保险的公告,其他,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773622.html
有方科技,688159,688159,有方科技,有方科技:关于2025年度募集资金存放与使用情况的专项报告,募集资金使用情况报告,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773643.html
有方科技,688159,688159,有方科技,有方科技:浙江天册(深圳)律师事务所关于深圳市有方科技股份有限公司2025年限制性股票激励计划调整授予价格及作废部分已授予尚未归属的限制性股票的法律意见书,法律意见书,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773640.html
有方科技,688159,688159,有方科技,有方科技:第四届董事会第十三次会议决议公告,分配预案,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773613.html
有方科技,688159,688159,有方科技,有方科技:2025年内部控制评价报告,内部控制报告,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773628.html
有方科技,688159,688159,有方科技,有方科技:2025年度审计报告,审计报告,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773645.html
有方科技,688159,688159,有方科技,有方科技:董事会和审计委员会关于2025年度财务报表审计报告和内部控制审计报告非标准意见涉及事项的专项说明,专项说明/独立意见,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773618.html
有方科技,688159,688159,有方科技,有方科技:关于2025年度计提信用及资产减值准备的公告,其他,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773637.html
有方科技,688159,688159,有方科技,有方科技:2025年度控股股东及其他关联方占用资金情况的专项审计说明,保荐/核查意见,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773621.html
有方科技,688159,688159,有方科技,有方科技:立信中联会计师事务所(特殊普通合伙)关于对深圳市有方科技股份有限公司2025年度财务报表发表非标准审计意见的专项说明,专项说明/独立意见,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773635.html
有方科技,688159,688159,有方科技,有方科技:2025年度募集资金年度存放与使用情况鉴证报告,保荐/核查意见,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773625.html
有方科技,688159,688159,有方科技,有方科技:关于回购注销部分限制性股票暨通知债权人的公告,回购进展情况,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773630.html
有方科技,688159,688159,有方科技,有方科技:关于前期会计差错更正的公告,会计差错更正公告,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773633.html
有方科技,688159,688159,有方科技,有方科技:关于使用闲置自有资金进行现金管理的公告,投资理财,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773620.html
有方科技,688159,688159,有方科技,有方科技:关于2023年限制性股票激励计划第一类限制性股票第三个解除限售期解除限售条件成就的公告,限售股份上市流通,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773636.html
有方科技,688159,688159,有方科技,有方科技:董事会审计委员会2025年度履职报告,其他,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773646.html
有方科技,688159,688159,有方科技,有方科技:2025年度利润分配方案的公告,分配预案,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773615.html
有方科技,688159,688159,有方科技,有方科技:关于作废2023年限制性股票激励计划部分已授予尚未归属的第二类限制性股票的公告,股权激励进展公告,2026-04-30,https://data.eastmoney.com/notices/detail/688159/AN202604291821773631.html
