LOCAL_COMPANY_NAME,LOCAL_SYMBOL,代码,名称,公告标题,公告类型,公告日期,网址
博实结,301608,301608,博实结,博实结:2025年年度权益分派实施公告,分配方案实施,2026-05-13,https://data.eastmoney.com/notices/detail/301608/AN202605131822276753.html
博实结,301608,301608,博实结,博实结:北京市中伦(深圳)律师事务所关于深圳市博实结科技股份有限公司2025年年度股东会法律意见书,法律意见书,2026-05-11,https://data.eastmoney.com/notices/detail/301608/AN202605111822166180.html
博实结,301608,301608,博实结,博实结:2025年年度股东会决议公告,分配方案决议公告,2026-05-11,https://data.eastmoney.com/notices/detail/301608/AN202605111822166181.html
博实结,301608,301608,博实结,博实结:关于持股5%以上股东、董事股份减持计划的预披露公告,股东/实际控制人股份减持,2026-05-08,https://data.eastmoney.com/notices/detail/301608/AN202605081822080280.html
博实结,301608,301608,博实结,博实结:2025年年度业绩说明会投资者关系活动记录表2026年4月20日,调研活动,2026-04-21,https://data.eastmoney.com/notices/detail/301608/AN202604211821383477.html
博实结,301608,301608,博实结,博实结:关于“质量回报双提升”行动方案的公告,其他,2026-04-21,https://data.eastmoney.com/notices/detail/301608/AN202604201821338915.html
博实结,301608,301608,博实结,博实结:会计师事务所对公司2025年度募集资金存放、管理与使用情况鉴证报告,保荐/核查意见,2026-04-21,https://data.eastmoney.com/notices/detail/301608/AN202604201821337465.html
博实结,301608,301608,博实结,博实结:国联民生证券承销保荐有限公司关于深圳市博实结科技股份有限公司2025年度持续督导跟踪报告,保荐/核查意见,2026-04-21,https://data.eastmoney.com/notices/detail/301608/AN202604201821337445.html
博实结,301608,301608,博实结,博实结:国联民生证券承销保荐有限公司关于深圳市博实结科技股份有限公司2025年度内部控制评价报告的核查意见,保荐/核查意见,2026-04-21,https://data.eastmoney.com/notices/detail/301608/AN202604201821337473.html
博实结,301608,301608,博实结,博实结:2025年度总经理工作报告,其他,2026-04-21,https://data.eastmoney.com/notices/detail/301608/AN202604201821337472.html
博实结,301608,301608,博实结,博实结:关于变更注册资本、修订《公司章程》并办理工商变更登记的公告,公司注册资本变更,2026-04-21,https://data.eastmoney.com/notices/detail/301608/AN202604201821337460.html
博实结,301608,301608,博实结,博实结:第二届董事会第十五次会议决议公告,分配预案,2026-04-21,https://data.eastmoney.com/notices/detail/301608/AN202604201821337446.html
博实结,301608,301608,博实结,博实结:2025年度董事会工作报告,其他,2026-04-21,https://data.eastmoney.com/notices/detail/301608/AN202604201821337449.html
博实结,301608,301608,博实结,博实结:公司章程(2026年4月),公司章程,2026-04-21,https://data.eastmoney.com/notices/detail/301608/AN202604201821337453.html
博实结,301608,301608,博实结,博实结:关于召开2025年年度股东会的通知,召开股东大会通知,2026-04-21,https://data.eastmoney.com/notices/detail/301608/AN202604201821337443.html
