LOCAL_COMPANY_NAME,LOCAL_SYMBOL,代码,名称,公告标题,公告类型,公告日期,网址
移远通信,603236,603236,移远通信,移远通信:投资者关系活动记录表2026年5月,调研活动,2026-05-20,https://data.eastmoney.com/notices/detail/603236/AN202605201822493827.html
移远通信,603236,603236,移远通信,移远通信:上海市锦天城律师事务所关于上海移远通信技术股份有限公司2025年年度股东会的法律意见书,法律意见书,2026-05-19,https://data.eastmoney.com/notices/detail/603236/AN202605181822404307.html
移远通信,603236,603236,移远通信,移远通信:2025年年度股东会决议公告,分配方案决议公告,2026-05-19,https://data.eastmoney.com/notices/detail/603236/AN202605181822404306.html
移远通信,603236,603236,移远通信,移远通信:2025年年度股东会会议资料,股东大会资料,2026-05-13,https://data.eastmoney.com/notices/detail/603236/AN202605131822266867.html
移远通信,603236,603236,移远通信,移远通信:关于使用闲置募集资金进行现金管理赎回的公告,投资理财,2026-05-07,https://data.eastmoney.com/notices/detail/603236/AN202605061821986410.html
移远通信,603236,603236,移远通信,移远通信:关于召开2025年年度暨2026年第一季度业绩说明会的公告,其他,2026-04-29,https://data.eastmoney.com/notices/detail/603236/AN202604281821672589.html
移远通信,603236,603236,移远通信,移远通信:上海锦天城律师事务所关于公司2023年股票期权激励计划调整、第二个行权期符合行权条件、注销部分股票期权的法律意见书,法律意见书,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500394.html
移远通信,603236,603236,移远通信,移远通信:国联民生证券承销保荐有限公司关于上海移远通信技术股份有限公司2025年度持续督导现场检查报告,保荐/核查意见,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500413.html
移远通信,603236,603236,移远通信,移远通信:关于会计政策变更的公告,其他,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500398.html
移远通信,603236,603236,移远通信,移远通信:董事会对独立董事独立性自查情况的专项报告,自查报告,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500399.html
移远通信,603236,603236,移远通信,移远通信:关于注销2023年股票期权激励计划部分股票期权的公告,股权激励进展公告,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500377.html
移远通信,603236,603236,移远通信,移远通信:关于2023年股票期权激励计划第二个行权期符合行权条件的公告,股权激励进展公告,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500409.html
移远通信,603236,603236,移远通信,移远通信:关于变更公司注册资本、注册地址并修改《公司章程》及部分治理制度的公告,公司注册地址变更,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500395.html
移远通信,603236,603236,移远通信,移远通信:国联民生证券承销保荐有限公司关于公司2026年度开展外汇套期保值业务的核查意见,保荐/核查意见,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500393.html
移远通信,603236,603236,移远通信,移远通信:立信会计师事务所关于公司2025年度募集资金存放、管理与使用情况专项报告的鉴证报告,保荐/核查意见,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500374.html
移远通信,603236,603236,移远通信,移远通信:关于公司2026年度开展外汇套期保值业务的公告,其他,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500418.html
移远通信,603236,603236,移远通信,移远通信:2025年度独立董事述职报告(刘美玉),独立董事述职报告,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500391.html
移远通信,603236,603236,移远通信,移远通信:董事及高级管理人员薪酬管理制度,管理办法/制度,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500369.html
移远通信,603236,603236,移远通信,移远通信:关于召开2025年年度股东会的通知,召开股东大会通知,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500372.html
移远通信,603236,603236,移远通信,移远通信:关于2022年股票期权激励计划第四个行权期未达行权条件并注销全部股票期权的公告,股权激励进展公告,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500421.html
移远通信,603236,603236,移远通信,移远通信:2025年度审计报告,审计报告,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500379.html
移远通信,603236,603236,移远通信,移远通信:2025年度募集资金存放、管理与实际使用情况的专项报告,募集资金使用情况报告,2026-04-24,https://data.eastmoney.com/notices/detail/603236/AN202604231821500380.html
