LOCAL_COMPANY_NAME,LOCAL_SYMBOL,代码,名称,公告标题,公告类型,公告日期,网址
日海智能,002313,002313,日海智能,日海智能:关于新增累计诉讼、仲裁案件情况的公告,诉讼仲裁,2026-05-19,https://data.eastmoney.com/notices/detail/002313/AN202605181822401215.html
日海智能,002313,002313,日海智能,日海智能:2025年度股东会决议公告,分配方案决议公告,2026-05-14,https://data.eastmoney.com/notices/detail/002313/AN202605131822277630.html
日海智能,002313,002313,日海智能,日海智能:上海市锦天城(深圳)律师事务所关于公司2025年度股东会法律意见书,法律意见书,2026-05-14,https://data.eastmoney.com/notices/detail/002313/AN202605131822277623.html
日海智能,002313,002313,日海智能,日海智能:关于新增累计诉讼、仲裁案件情况的公告,诉讼仲裁,2026-05-12,https://data.eastmoney.com/notices/detail/002313/AN202605111822158739.html
日海智能,002313,002313,日海智能,日海智能:2026年4月29日投资者关系活动记录表（2025年度网上业绩说明会）,调研活动,2026-04-29,https://data.eastmoney.com/notices/detail/002313/AN202604291821751491.html
日海智能,002313,002313,日海智能,日海智能:2026年一季度报告,一季度报告全文,2026-04-28,https://data.eastmoney.com/notices/detail/002313/AN202604271821619500.html
日海智能,002313,002313,日海智能,日海智能:第六届董事会第三十一次会议决议公告,董事会决议公告,2026-04-28,https://data.eastmoney.com/notices/detail/002313/AN202604271821619491.html
日海智能,002313,002313,日海智能,日海智能:商誉减值测试报告,其他,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460182.html
日海智能,002313,002313,日海智能,日海智能:中信证券股份有限公司关于公司2025年年度募集资金存放、管理与使用情况的专项核查报告,保荐/核查意见,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460178.html
日海智能,002313,002313,日海智能,日海智能:董事会关于独立董事2025年度保持独立性情况的专项意见,专项说明/独立意见,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460170.html
日海智能,002313,002313,日海智能,日海智能:独立董事2025年度述职报告(赵广宇),独立董事述职报告,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460181.html
日海智能,002313,002313,日海智能,日海智能:2025年年度报告摘要,年度报告摘要,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460171.html
日海智能,002313,002313,日海智能,日海智能:关于会计政策变更的公告,其他,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460177.html
日海智能,002313,002313,日海智能,日海智能:第六届董事会第三十次会议决议公告,分配预案,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460167.html
日海智能,002313,002313,日海智能,日海智能:2025年度非经营性资金占用及其他关联资金往来情况汇总表,资金占用,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460174.html
日海智能,002313,002313,日海智能,日海智能:独立董事2025年度述职报告(刘江平),独立董事述职报告,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460179.html
日海智能,002313,002313,日海智能,日海智能:关于计提资产减值准备的公告,其他,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460172.html
日海智能,002313,002313,日海智能,日海智能:募集资金年度存放、管理与使用情况鉴证报告,保荐/核查意见,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460183.html
日海智能,002313,002313,日海智能,日海智能:2025年度内部控制审计报告,审计报告,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460110.html
日海智能,002313,002313,日海智能,日海智能:2025年度营业收入扣除情况的专项报告,保荐/核查意见,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460121.html
日海智能,002313,002313,日海智能,日海智能:关于未弥补亏损达到实收股本总额三分之一的公告,其他,2026-04-23,https://data.eastmoney.com/notices/detail/002313/AN202604221821460111.html
