LOCAL_COMPANY_NAME,LOCAL_SYMBOL,代码,名称,公告标题,公告类型,公告日期,网址
锐明技术,002970,002970,锐明技术,锐明技术:关于2024年股票期权激励计划第二个行权期采用自主行权模式的提示性公告,股权激励进展公告,2026-05-20,https://data.eastmoney.com/notices/detail/002970/AN202605191822447356.html
锐明技术,002970,002970,锐明技术,锐明技术:关于2025年股票期权激励计划部分股票期权注销完成的公告,股权激励进展公告,2026-05-14,https://data.eastmoney.com/notices/detail/002970/AN202605131822268840.html
锐明技术,002970,002970,锐明技术,锐明技术:关于公司董事、高级管理人员减持股份预披露公告,高管人员持股变动,2026-05-08,https://data.eastmoney.com/notices/detail/002970/AN202605071822037074.html
锐明技术,002970,002970,锐明技术,锐明技术:002970锐明技术投资者关系管理信息20260428,调研活动,2026-04-28,https://data.eastmoney.com/notices/detail/002970/AN202604281821690744.html
锐明技术,002970,002970,锐明技术,锐明技术:关于调整2025年股票期权激励计划行权价格的公告,股权激励行权价（数量）调整,2026-04-28,https://data.eastmoney.com/notices/detail/002970/AN202604271821636457.html
锐明技术,002970,002970,锐明技术,锐明技术:关于调整2022年股票期权激励计划行权价格的公告,股权激励行权价（数量）调整,2026-04-28,https://data.eastmoney.com/notices/detail/002970/AN202604271821636481.html
锐明技术,002970,002970,锐明技术,锐明技术:董事会薪酬与考核委员会关于公司2024年股票期权激励计划相关事宜的核查意见,专项说明/独立意见,2026-04-28,https://data.eastmoney.com/notices/detail/002970/AN202604271821636455.html
锐明技术,002970,002970,锐明技术,锐明技术:关于2024年股票期权激励计划第二个行权期行权条件成就的公告,股权激励进展公告,2026-04-28,https://data.eastmoney.com/notices/detail/002970/AN202604271821636473.html
锐明技术,002970,002970,锐明技术,锐明技术:关于深圳市锐明技术股份有限公司2022年股票期权激励计划行权价格调整、2024年股票期权激励计划行权价格调整、2025年股票期权激励计划行权价格调整和2024年股票期权激励计划注销部分股票期权及第二个行权期行权条件成就事宜的法律意见书,法律意见书,2026-04-28,https://data.eastmoney.com/notices/detail/002970/AN202604271821636562.html
锐明技术,002970,002970,锐明技术,锐明技术:关于注销2024年股票期权激励计划部分已授予但尚未行权的股票期权的公告,股权激励进展公告,2026-04-28,https://data.eastmoney.com/notices/detail/002970/AN202604271821636512.html
锐明技术,002970,002970,锐明技术,锐明技术:关于调整2024年股票期权激励计划行权价格的公告,股权激励行权价（数量）调整,2026-04-28,https://data.eastmoney.com/notices/detail/002970/AN202604271821636484.html
锐明技术,002970,002970,锐明技术,锐明技术:第四届董事会第十九次会议决议公告,高管人员任职变动,2026-04-28,https://data.eastmoney.com/notices/detail/002970/AN202604271821636496.html
锐明技术,002970,002970,锐明技术,锐明技术:国信证券股份有限公司关于深圳市锐明技术股份有限公司2024年股票期权激励计划第二个行权期行权条件成就相关事项之独立财务顾问报告,保荐/核查意见,2026-04-28,https://data.eastmoney.com/notices/detail/002970/AN202604271821636540.html
锐明技术,002970,002970,锐明技术,锐明技术:2026年一季度报告,一季度报告全文,2026-04-28,https://data.eastmoney.com/notices/detail/002970/AN202604271821636553.html
锐明技术,002970,002970,锐明技术,锐明技术:2025年年度分红派息实施公告,分配方案实施,2026-04-22,https://data.eastmoney.com/notices/detail/002970/AN202604211821383289.html
锐明技术,002970,002970,锐明技术,锐明技术:北京市金杜(深圳)律师事务所关于深圳市锐明技术股份有限公司2025年年度股东会之法律意见书,法律意见书,2026-04-21,https://data.eastmoney.com/notices/detail/002970/AN202604201821344732.html
